Word,oxford_level,oxford_version,lexile_grade,lexile_category,toefl,tsl,bsl,ngsl_freq,ngsl_sp_freq,naver_priority,lemmetized
insidiously,NN,0,0,NN,N,N,N,C3,NN,,
insight,B2,3000,6,general,N,N,N,A3,A3,,
insightful,NN,0,9,general,N,N,N,B3,B3,,
insignia,NN,0,0,NN,N,N,N,C1,C2,,
insignificance,NN,0,0,NN,N,N,N,C2,C3,,
insignificant,NN,0,0,NN,Y,N,N,B2,B3,,
insignificantly,NN,0,0,NN,N,N,N,C4,NN,,
insincere,NN,0,0,NN,N,N,N,C2,C2,,
insincerely,NN,0,0,NN,N,N,N,C4,NN,,
insincerity,NN,0,0,NN,N,N,N,C4,NN,,
insinuate,NN,0,0,NN,N,N,N,C1,C1,,
insinuation,NN,0,0,NN,N,N,N,C2,C2,,
insipid,NN,0,0,NN,N,N,N,C2,C2,,
insist,NN,0,0,NN,N,N,N,A2,A2,,
insistence,NN,0,9,social_studies,N,N,N,B2,B3,,
insistent,NN,0,0,NN,N,N,N,B3,C1,,
insistently,NN,0,0,NN,N,N,N,C3,NN,,
insofar,NN,0,0,NN,N,N,N,B3,B3,,
insolate,NN,0,0,NN,N,N,N,C5,NN,,
insole,NN,0,0,NN,N,N,N,C3,C2,,
insolence,NN,0,0,NN,N,N,N,C3,NN,,
insolent,NN,0,0,NN,N,N,N,C2,NN,,
insolently,NN,0,0,NN,N,N,N,C4,NN,,
insoluble,NN,0,9,science,N,N,N,C1,C2,,
insolvency,NN,0,0,NN,N,N,N,C1,C2,,
insolvent,NN,0,0,NN,N,N,N,C1,C2,,
insomnia,NN,0,0,NN,N,N,N,C1,C1,,
insomniac,NN,0,0,NN,N,N,N,C3,C2,,
insomuch,NN,0,0,NN,N,N,N,C3,C3,,
insouciance,NN,0,0,NN,N,N,N,C3,NN,,
insouciant,NN,0,0,NN,N,N,N,C3,NN,,
inspect,NN,0,0,NN,N,Y,Y,B1,B1,,
inspection,C1,5000,0,NN,Y,Y,Y,A4,A4,,
inspector,B2,5000,0,NN,N,Y,Y,B1,A4,,
inspectorate,NN,0,0,NN,N,N,N,C2,C2,,
inspiral,NN,0,0,NN,N,N,N,C4,NN,,
inspiration,C1,5000,0,NN,Y,Y,N,B1,B1,,
inspirational,NN,0,0,NN,N,N,N,C1,B2,,
inspire,NN,0,4,general,N,N,N,A3,A2,,
instability,NN,0,6,social_studies,N,N,Y,A4,A4,,
install,NN,0,6,general,N,N,N,A2,A3,,
installation,B2,5000,0,NN,N,Y,Y,B1,B1,,
installer,NN,0,0,NN,N,N,N,C2,C2,,
installment,NN,0,6,social_studies,N,N,Y,B2,B2,,
instance,B2,3000,6,general,N,N,N,A1,A1,,
instant,B2,5000,0,NN,Y,N,Y,A4,B1,,
instantaneous,NN,0,6,science,N,N,N,B3,C1,,
instantaneously,NN,0,0,NN,N,N,N,C1,C1,,
instantiate,NN,0,0,NN,N,N,N,C2,C2,,
instantiation,NN,0,0,NN,N,N,N,C3,NN,,
instantly,B2,5000,0,NN,Y,N,N,B1,B1,,
instar,NN,0,0,NN,N,N,N,C3,NN,,
instead,A2,3000,0,NN,N,N,N,A1,A1,,
instep,NN,0,0,NN,N,N,N,C3,NN,,
instigate,NN,0,0,NN,Y,N,N,C1,C1,,
instigation,NN,0,0,NN,N,N,N,C2,NN,,
instigator,NN,0,0,NN,N,N,N,C2,C2,,
instill,NN,0,6,social_studies,N,N,N,B2,B2,,
instillation,NN,0,0,NN,N,N,N,C4,NN,,
instinct,C1,5000,0,NN,Y,N,Y,A4,A4,,
instinctive,NN,0,0,NN,N,N,N,C1,C1,,
instinctively,NN,0,0,NN,Y,N,N,B3,C1,,
instinctual,NN,0,0,NN,N,N,N,C3,C2,,
institute,B2,3000,4,social_studies,Y,Y,Y,B1,B1,,
institution,B2,3000,4,social_studies,N,N,N,A2,A2,,
institutional,C1,5000,9,social_studies,N,N,N,A3,A3,,
institutionalize,NN,0,0,NN,N,N,N,B2,B3,,
institutionally,NN,0,0,NN,N,N,N,C2,C2,,
instruct,C1,5000,9,general,Y,Y,Y,B1,B1,,
instruction,NN,0,4,general,N,N,N,A2,A3,,
instructional,NN,0,0,NN,Y,N,N,B3,B2,,
instructive,NN,0,0,NN,Y,N,N,B3,C1,,
instructor,NN,0,0,NN,Y,Y,Y,B1,B1,,
instructress,NN,0,0,NN,N,N,N,C5,NN,,
instrument,NN,0,0,NN,N,N,N,A2,A2,,
instrumental,C1,5000,0,NN,Y,N,N,B1,B1,,
instrumentalism,NN,0,0,NN,N,N,N,C4,NN,,
instrumentalist,NN,0,0,NN,Y,N,N,C2,C1,,
instrumentality,NN,0,0,NN,N,N,N,C2,C3,,
instrumentation,NN,0,0,NN,N,N,N,C1,C1,,
insubordinate,NN,0,0,NN,N,N,N,C4,NN,,
insubordination,NN,0,0,NN,N,N,N,C3,NN,,
insubstantial,NN,0,0,NN,N,N,N,C2,NN,,
insufferable,NN,0,0,NN,N,N,N,C3,C2,,
insufficiency,NN,0,0,NN,N,N,N,C2,C3,,
insufficient,C1,5000,0,NN,Y,Y,Y,B1,B2,,
insufficiently,NN,0,0,NN,N,N,N,C1,C2,,
insular,NN,0,0,NN,N,N,N,C1,C1,,
insularity,NN,0,0,NN,N,N,N,C3,NN,,
insulate,NN,0,4,science,N,N,N,B2,B2,,
insulation,NN,0,4,science,Y,N,N,B2,B2,,
insulator,NN,0,3,science,Y,N,N,C2,C2,,
insulin,NN,0,6,science,Y,N,N,B2,B2,,
insult,C1,5000,0,NN,Y,N,N,B1,B1,,
insultingly,NN,0,0,NN,N,N,N,C4,NN,,
insuperable,NN,0,0,NN,N,N,N,C3,NN,,
insurability,NN,0,0,NN,N,N,N,C4,C2,,
insurable,NN,0,0,NN,N,N,N,C5,NN,,
insurance,B2,3000,0,NN,N,N,N,A2,A1,,
insure,NN,0,9,social_studies,N,N,N,A3,A3,,
insurer,NN,0,0,NN,N,N,Y,B1,B2,,
insurgence,NN,0,0,NN,N,N,N,C4,C2,,
insurgency,NN,0,0,NN,N,N,Y,B2,B1,,
insurgent,NN,0,9,social_studies,N,N,Y,B1,A4,,
insurmountable,NN,0,0,NN,N,N,N,C1,C1,,
insurrection,NN,0,9,social_studies,N,N,N,C1,C1,,
intact,NN,0,0,NN,Y,N,N,B1,B1,,
intaglio,NN,0,0,NN,N,N,N,C4,NN,,
intake,NN,0,6,science,N,N,N,B1,B2,,
intangible,NN,0,0,NN,N,N,Y,B3,C1,,
intarsia,NN,0,0,NN,N,N,N,C4,NN,,
integer,NN,0,6,math,N,N,N,B3,C1,,
integral,NN,0,9,math,Y,Y,Y,A4,A4,,
integrally,NN,0,0,NN,N,N,N,C4,NN,,
integrand,NN,0,0,NN,N,N,N,C4,NN,,
integrate,B2,5000,6,general,N,N,N,A2,A3,,
integrated,C1,5000,0,NN,N,N,N,NN,NN,,
integration,C1,5000,6,general,N,N,Y,A3,A4,,
integrative,NN,0,0,NN,N,N,N,C1,C3,,
integrator,NN,0,0,NN,N,N,N,C1,NN,,
integrin,NN,0,0,NN,N,N,N,C3,NN,,
integrity,C1,5000,0,NN,Y,N,Y,B1,B1,,
intellect,NN,0,0,NN,N,N,N,B2,B2,,
intellectual,B2,5000,6,social_studies,N,N,N,A2,A3,,
intellectualism,NN,0,0,NN,N,N,N,C5,C3,,
intellectually,NN,0,0,NN,N,N,N,B2,B2,,
intelligence,B1,3000,0,NN,N,N,N,A2,A2,,
intelligent,NN,0,0,NN,Y,N,Y,A4,B1,,
intelligently,NN,0,0,NN,N,N,N,C1,C1,,
intelligentsia,NN,0,0,NN,N,N,N,C1,C3,,
intelligibility,NN,0,0,NN,N,N,N,C2,NN,,
intelligible,NN,0,0,NN,Y,N,N,C1,C2,,
intelligibly,NN,0,0,NN,N,N,N,C5,NN,,
intemperate,NN,0,0,NN,N,N,N,C3,NN,,
intend,B1,3000,6,general,N,N,N,A2,A2,,
intended,B2,3000,0,NN,N,N,N,NN,NN,,
intense,B2,3000,0,NN,N,N,N,A3,A3,,
intensely,NN,0,0,NN,N,N,N,B2,B2,,
intensification,NN,0,0,NN,N,N,N,C1,C2,,
intensifier,NN,0,0,NN,N,N,N,C3,NN,,
intensify,C1,5000,0,NN,N,N,Y,B1,B1,,
intension,NN,0,0,NN,N,N,N,C3,C3,,
intensional,NN,0,0,NN,N,N,N,C4,NN,,
intensity,C1,5000,6,general,Y,N,Y,A4,A4,,
intensive,C1,5000,0,NN,Y,N,Y,A4,A4,,
intensively,NN,0,0,NN,N,N,N,C1,C1,,
intent,C1,5000,0,NN,Y,N,Y,A4,B1,,
intention,B1,3000,0,NN,N,N,N,A2,A2,,
intentional,NN,0,0,NN,N,N,N,B3,B2,,
intentionality,NN,0,0,NN,N,N,N,C2,C2,,
intentionally,NN,0,9,general,Y,N,N,B2,B2,,
intentioned,NN,0,0,NN,N,N,N,C3,C1,,
intently,NN,0,0,NN,N,Y,N,C1,C1,,
intentness,NN,0,0,NN,N,N,N,C4,NN,,
inter,NN,0,0,NN,N,N,Y,B2,B3,,
interact,B2,5000,3,general,Y,N,Y,A4,A3,,
interaction,B2,5000,5,general,N,N,N,A2,A3,,
interactional,NN,0,0,NN,N,N,N,C1,NN,,
interactionist,NN,0,0,NN,N,N,N,C3,NN,,
interactions,NN,0,0,NN,Y,N,N,NN,NN,,
interactive,C1,5000,3,general,N,Y,Y,B1,B1,,
interactivity,NN,0,0,NN,N,N,N,C2,C3,,
interagency,NN,0,0,NN,N,N,N,C2,C1,,
interbank,NN,0,0,NN,N,N,N,C3,C2,,
interbreed,NN,0,9,science,N,N,N,C3,C2,,
intercalate,NN,0,0,NN,N,N,N,C4,NN,,
intercede,NN,0,0,NN,N,N,N,C2,C1,,
intercellular,NN,0,0,NN,N,N,N,C2,C3,,
intercept,NN,0,6,math,N,N,Y,B2,B2,,
interception,NN,0,0,NN,N,N,N,C1,C1,,
interceptor,NN,0,0,NN,N,N,N,C2,C1,,
intercession,NN,0,0,NN,N,N,N,C3,C3,,
interchange,NN,0,9,math,N,N,N,B3,B3,,
interchangeable,NN,0,5,social_studies,N,N,N,C1,C1,,
interchangeably,NN,0,0,NN,N,N,N,C2,C2,,
intercollegiate,NN,0,0,NN,N,N,N,C3,C2,,
intercom,NN,0,0,NN,N,N,N,C2,C1,,
intercommunication,NN,0,0,NN,N,N,N,C5,NN,,
interconnect,NN,0,0,NN,N,N,N,B3,B3,,
interconnectedness,NN,0,0,NN,N,N,N,C3,C2,,
interconnection,NN,0,0,NN,N,N,N,C1,C2,,
intercontinental,NN,0,0,NN,N,N,N,C2,C1,,
intercourse,NN,0,0,NN,N,N,N,B2,B3,,
intercultural,NN,0,0,NN,N,N,N,C3,NN,,
interdepartmental,NN,0,0,NN,N,N,N,C3,NN,,
interdependence,NN,0,5,science,N,N,N,C1,C1,,
interdependency,NN,0,0,NN,N,N,N,C2,NN,,
interdependent,NN,0,4,science,N,N,N,C1,C1,,
interdict,NN,0,0,NN,N,N,N,C3,C2,,
interdiction,NN,0,0,NN,N,N,N,C3,C1,,
interdisciplinary,NN,0,0,NN,N,N,N,B3,C1,,
interest,NN,0,2,general,N,N,N,A1,A1,,
interestingly,NN,0,9,science,N,N,N,A4,A4,,
interface,C1,5000,0,NN,N,N,Y,A4,A4,,
interfacial,NN,0,0,NN,N,N,N,C4,NN,,
interfaith,NN,0,0,NN,N,N,N,C2,C1,,
interfere,C1,5000,6,general,Y,Y,Y,A4,A4,,
interference,C1,5000,6,science,Y,N,Y,B1,B1,,
interferometer,NN,0,0,NN,N,N,N,C4,NN,,
interferometry,NN,0,9,science,N,N,N,NN,NN,,
interferon,NN,0,9,science,N,N,N,C2,NN,,
intergalactic,NN,0,0,NN,N,N,N,C3,C3,,
intergenerational,NN,0,0,NN,N,N,N,C2,C2,,
interglacial,NN,0,6,science,N,N,N,NN,NN,,
intergovernmental,NN,0,9,social_studies,N,N,N,C2,C3,,
intergroup,NN,0,0,NN,N,N,N,C2,NN,,
interim,C1,5000,0,NN,N,N,Y,B1,B1,,
interior,C1,5000,6,math,N,N,N,A3,A3,,
interject,NN,0,0,NN,N,N,N,C1,C1,,
interjection,NN,0,0,NN,N,N,N,C2,C2,,
interlace,NN,0,0,NN,N,N,N,C2,NN,,
interleave,NN,0,0,NN,N,N,N,C3,NN,,
interleukin,NN,0,0,NN,N,N,N,C3,NN,,
interlibrary,NN,0,0,NN,N,N,N,C4,NN,,
interlink,NN,0,0,NN,N,N,N,C2,C2,,
interlock,NN,0,9,science,Y,N,N,C1,C1,,
interlocutor,NN,0,0,NN,N,N,N,C1,C1,,
interlocutory,NN,0,0,NN,N,N,N,C3,NN,,
interloper,NN,0,0,NN,N,N,N,C2,C2,,
interlude,NN,0,0,NN,N,N,N,C1,C1,,
intermarriage,NN,0,0,NN,N,N,N,C2,C2,,
intermarry,NN,0,0,NN,N,N,N,C3,C2,,
intermediary,NN,0,9,social_studies,N,N,Y,B3,B3,,
intermediate,C1,5000,9,general,Y,N,Y,A4,A4,,
interment,NN,0,0,NN,N,N,N,C2,C2,,
interminable,NN,0,0,NN,N,N,N,C1,C2,,
interminably,NN,0,0,NN,N,N,N,C4,NN,,
intermingle,NN,0,0,NN,N,N,N,C1,C1,,
intermission,NN,0,0,NN,N,N,N,C2,C1,,
intermittent,NN,0,0,NN,Y,N,N,B3,C1,,
intermittently,NN,0,0,NN,N,N,N,C1,C1,,
intermodal,NN,0,0,NN,N,N,N,C4,NN,,
intermolecular,NN,0,9,science,N,N,N,C4,NN,,
intern,NN,0,9,social_studies,Y,Y,N,B2,B1,,
internal,B2,3000,0,NN,N,N,N,A2,A2,,
internalization,NN,0,0,NN,N,N,N,C2,C2,,
internalize,NN,0,0,NN,N,N,N,B2,B3,,
internally,NN,0,9,science,N,N,Y,B1,B1,,
international,A2,3000,3,social_studies,N,N,N,A1,A1,,
internationalism,NN,0,0,NN,N,N,N,C1,C3,,
internationalist,NN,0,0,NN,N,N,N,C1,C1,,
internationality,NN,0,0,NN,N,N,N,C5,NN,,
internationalization,NN,0,0,NN,N,N,N,C1,NN,,
internationalize,NN,0,0,NN,N,N,N,C3,C2,,
internationally,NN,0,9,general,Y,Y,Y,B1,B1,,
internecine,NN,0,0,NN,N,N,N,C3,NN,,
internee,NN,0,0,NN,N,N,N,C4,NN,,
internet,NN,0,0,NN,N,Y,Y,C2,C2,,
interneuron,NN,0,6,science,N,N,N,NN,NN,,
internist,NN,0,0,NN,N,N,N,C2,C1,,
internment,NN,0,6,social_studies,N,N,N,C1,C1,,
internship,NN,0,0,NN,Y,Y,N,C1,B2,,
interoperability,NN,0,0,NN,N,N,N,C2,C3,,
interoperable,NN,0,0,NN,N,N,N,C3,NN,,
interparticle,NN,0,9,science,N,N,N,NN,NN,,
interpenetrate,NN,0,0,NN,N,N,N,C3,NN,,
interpenetration,NN,0,0,NN,N,N,N,C4,NN,,
interpersonal,NN,0,0,NN,N,N,N,B2,C1,,
interphase,NN,0,6,science,N,N,N,C3,NN,,
interplanetary,NN,0,0,NN,N,N,N,C2,C2,,
interplay,NN,0,0,NN,N,N,N,B3,C1,,
interpolate,NN,0,0,NN,N,N,N,C2,C3,,
interpolation,NN,0,9,math,N,N,N,C1,NN,,
interpose,NN,0,0,NN,N,N,N,C2,NN,,
interpret,B2,3000,3,general,N,N,N,A3,A3,,
interpretable,NN,0,0,NN,N,N,N,C3,C3,,
interpretation,B2,5000,6,general,N,N,N,A2,A3,,
interpretative,NN,0,0,NN,N,N,N,C1,C2,,
interpreter,NN,0,0,NN,Y,Y,N,B1,B1,,
interpretive,NN,0,0,NN,N,N,N,B3,C1,,
interracial,NN,0,0,NN,N,N,N,C1,B2,,
interracially,NN,0,0,NN,N,N,N,C5,C3,,
interregional,NN,0,0,NN,N,N,N,C3,NN,,
interregnum,NN,0,0,NN,N,N,N,C3,C3,,
interrelate,NN,0,0,NN,N,N,N,C1,C1,,
interrelation,NN,0,0,NN,N,N,N,C2,NN,,
interrelationship,NN,0,0,NN,N,N,N,C1,C3,,
interrogate,NN,0,0,NN,N,N,N,B3,B2,,
interrogation,NN,0,0,NN,N,N,N,B2,B1,,
interrogative,NN,0,0,NN,N,N,N,C2,NN,,
interrogatively,NN,0,0,NN,N,N,N,C4,NN,,
interrogator,NN,0,0,NN,N,N,N,C1,B2,,
interrogatory,NN,0,0,NN,N,N,N,C3,NN,,
interrupt,B2,3000,0,NN,Y,Y,N,A3,A3,,
interruption,NN,0,0,NN,N,N,N,B2,B2,,
intersect,NN,0,6,math,Y,N,N,B3,B3,,
intersection,NN,0,6,math,N,Y,N,B2,B1,,
interspecies,NN,0,0,NN,N,N,N,C4,NN,,
intersperse,NN,0,0,NN,N,N,N,B3,C1,,
interstate,NN,0,4,social_studies,Y,N,N,B3,B1,,
interstellar,NN,0,9,science,Y,N,N,C1,C2,,
interstice,NN,0,0,NN,N,N,N,C3,NN,,
interstitial,NN,0,0,NN,N,N,N,C2,C2,,
interstitium,NN,0,0,NN,N,N,N,C4,NN,,
intertidal,NN,0,5,science,N,N,N,C3,NN,,
intertribal,NN,0,0,NN,N,N,N,C4,NN,,
intertwine,NN,0,0,NN,N,N,N,B3,B3,,
interval,B2,5000,6,general,Y,N,Y,A3,A4,,
intervene,C1,5000,0,NN,N,N,Y,A4,A3,,
intervention,C1,5000,6,social_studies,N,N,N,A3,A3,,
interventional,NN,0,0,NN,N,N,N,C4,NN,,
interventionist,NN,0,0,NN,N,N,N,C2,C2,,
interview,NN,0,0,NN,N,N,N,A1,A1,,
interviewee,NN,0,0,NN,N,N,N,B3,C1,,
interviewer,NN,0,0,NN,Y,N,N,A4,A4,,
interwar,NN,0,0,NN,N,N,N,C2,NN,,
interweave,NN,0,0,NN,N,N,N,C1,C1,,
intestacy,NN,0,0,NN,N,N,N,C3,C2,,
intestate,NN,0,0,NN,N,N,N,C3,NN,,
intestinal,NN,0,9,science,N,N,N,B3,C1,,
intestine,NN,0,3,science,Y,N,N,B2,B3,,
intifada,NN,0,9,social_studies,N,N,N,C1,C1,,
intimacy,NN,0,0,NN,N,N,N,B2,B2,,
intimal,NN,0,0,NN,N,N,N,C4,NN,,
intimate,C1,5000,0,NN,Y,N,N,B1,B1,,
intimately,NN,0,0,NN,N,N,N,B2,B2,,
intimation,NN,0,0,NN,N,N,N,C2,C3,,
intimidate,NN,0,0,NN,N,N,N,B1,B1,,
intimidation,NN,0,0,NN,N,N,N,B3,B2,,
into,NN,0,0,NN,N,N,N,A1,A1,,
intolerable,NN,0,0,NN,N,N,N,B3,C1,,
intolerably,NN,0,0,NN,N,N,N,C4,NN,,
intolerance,NN,0,0,NN,N,N,N,B3,B3,,
intolerant,NN,0,0,NN,N,N,N,C1,C1,,
intonation,NN,0,9,general,Y,Y,N,B3,C1,,
intone,NN,0,0,NN,N,N,N,C1,C2,,
intoxicate,NN,0,9,social_studies,N,N,N,C1,C1,,
intoxication,NN,0,0,NN,N,N,N,C2,C2,,
intracellular,NN,0,0,NN,N,N,N,C1,C3,,
intracerebral,NN,0,0,NN,N,N,N,C4,NN,,
intracranial,NN,0,0,NN,N,N,N,C4,NN,,
intractable,NN,0,0,NN,N,N,N,C1,C1,,
intradermal,NN,0,0,NN,N,N,N,C5,C2,,
intraepithelial,NN,0,0,NN,N,N,N,C4,NN,,
intragastric,NN,0,0,NN,N,N,N,C4,NN,,
intraluminal,NN,0,0,NN,N,N,N,C4,NN,,
intramolecular,NN,0,0,NN,N,N,N,C4,NN,,
intramural,NN,0,0,NN,N,N,N,C5,C3,,
intramuscular,NN,0,0,NN,N,N,N,C4,NN,,
intramuscularly,NN,0,0,NN,N,N,N,C4,NN,,
intranet,NN,0,0,NN,N,N,N,B3,C3,,
intransigence,NN,0,0,NN,N,N,N,C2,C2,,
intransigent,NN,0,0,NN,N,N,N,C2,C2,,
intransitive,NN,0,0,NN,N,N,N,C1,C2,,
intrapersonal,NN,0,0,NN,N,N,N,C4,NN,,
intrastate,NN,0,0,NN,N,N,N,C5,NN,,
intrauterine,NN,0,0,NN,N,N,N,C3,NN,,
intravenous,NN,0,0,NN,N,N,N,C1,C1,,
intravenously,NN,0,0,NN,N,N,N,C4,NN,,
intraventricular,NN,0,0,NN,N,N,N,C4,NN,,
intrepid,NN,0,0,NN,N,N,N,C1,C1,,
intricacy,NN,0,0,NN,N,N,N,C1,C1,,
intricate,NN,0,9,general,Y,N,N,B2,B3,,
intricately,NN,0,0,NN,N,N,N,C1,C2,,
intrigue,NN,0,9,general,Y,N,Y,B1,B1,,
intriguing,C1,5000,0,NN,N,N,N,NN,NN,,
intrinsic,NN,0,9,science,N,N,Y,B2,B3,,
intrinsically,NN,0,0,NN,N,N,N,C1,C1,,
intro,NN,0,0,NN,Y,N,N,C1,B3,,
introduce,NN,0,0,NN,N,N,N,A1,A2,,
introduction,A2,3000,5,general,N,N,N,A2,A3,,
introductory,NN,0,6,general,Y,Y,N,B2,B3,,
introit,NN,0,0,NN,N,N,N,C4,NN,,
intron,NN,0,9,science,N,N,N,C2,C2,,
introspection,NN,0,0,NN,N,N,N,C1,C1,,
introspective,NN,0,0,NN,N,N,N,C1,C1,,
introvert,NN,0,0,NN,N,N,N,C1,C1,,
intrude,NN,0,0,NN,Y,N,N,B3,B3,,
intruder,NN,0,0,NN,N,N,N,B3,C1,,
intrusion,NN,0,6,science,N,N,N,B2,B3,,
intrusive,NN,0,6,science,N,N,N,B3,B3,,
intrusiveness,NN,0,0,NN,N,N,N,C4,NN,,
intuit,NN,0,0,NN,N,N,N,C2,C2,,
intuition,NN,0,0,NN,N,N,N,B2,B3,,
intuitionism,NN,0,0,NN,N,N,N,C4,NN,,
intuitive,NN,0,0,NN,N,N,N,B2,B3,,
intuitively,NN,0,0,NN,N,N,N,C1,C1,,
inundate,NN,0,0,NN,N,N,N,C1,B2,,
inundation,NN,0,0,NN,N,N,N,C3,C3,,
inure,NN,0,0,NN,N,N,N,C2,C3,,
invade,B2,5000,4,social_studies,Y,N,Y,A4,A4,,
invader,NN,0,0,NN,Y,N,N,B3,B3,,
invagination,NN,0,0,NN,N,N,N,C4,NN,,
invalid,NN,0,0,NN,N,N,N,B2,B3,,
invalidate,NN,0,0,NN,N,N,N,C1,B3,,
invalidity,NN,0,0,NN,N,N,N,C2,C2,,
invaluable,NN,0,0,NN,N,Y,N,B2,B3,,
invariable,NN,0,0,NN,N,N,N,C2,NN,,
invariably,NN,0,9,general,N,N,N,B1,B2,,
invariance,NN,0,0,NN,N,N,N,C4,NN,,
invariant,NN,0,0,NN,N,N,N,C1,NN,,
invasion,B2,5000,4,social_studies,Y,N,Y,A4,A3,,
invasive,NN,0,5,science,Y,N,N,B3,B2,,
invective,NN,0,0,NN,N,N,N,C2,C3,,
inveigh,NN,0,0,NN,N,N,N,C3,NN,,
inveigle,NN,0,0,NN,N,N,N,C4,NN,,
invent,NN,0,3,general,N,N,N,A3,A3,,
invention,NN,0,1,social_studies,Y,Y,Y,B1,B1,,
inventive,NN,0,0,NN,N,N,N,B3,C1,,
inventiveness,NN,0,0,NN,N,N,N,C2,C3,,
inventor,NN,0,0,NN,Y,N,N,B2,B2,,
inventory,NN,0,0,NN,Y,Y,Y,B1,B1,,
inverse,NN,0,6,math,Y,N,N,B3,C1,,
inversely,NN,0,9,math,N,N,N,C1,NN,,
inversion,NN,0,6,science,N,N,N,A4,A4,,
invert,NN,0,6,science,Y,N,N,A4,A4,,
invertebrate,NN,0,3,science,Y,N,N,B3,C2,,
invertible,NN,0,0,NN,N,N,N,C4,NN,,
invest,B1,3000,3,social_studies,N,N,N,A2,A2,,
investable,NN,0,0,NN,N,N,N,C5,NN,,
investigate,B1,3000,2,general,N,N,N,A2,A2,,
investigation,B2,3000,0,NN,N,N,N,A2,A2,,
investigations,NN,0,0,NN,Y,N,N,NN,NN,,
investigative,NN,0,0,NN,N,N,N,B2,B1,,
investigator,C1,5000,0,NN,Y,N,Y,B1,A4,,
investiture,NN,0,0,NN,N,N,N,C3,NN,,
investment,B2,3000,0,NN,N,N,N,A1,A2,,
investor,B2,5000,4,social_studies,N,N,N,A2,A2,,
inveterate,NN,0,0,NN,N,N,N,C2,NN,,
invidious,NN,0,0,NN,N,N,N,C2,C2,,
invigilator,NN,0,0,NN,N,N,N,C4,NN,,
invigorate,NN,0,0,NN,N,N,N,C1,C1,,
invincibility,NN,0,0,NN,N,N,N,C4,NN,,
invincible,NN,0,0,NN,N,N,N,C1,C1,,
inviolable,NN,0,0,NN,N,N,N,C2,NN,,
inviolate,NN,0,0,NN,N,N,N,C3,NN,,
invisibility,NN,0,0,NN,N,N,N,C2,C2,,
invisible,C1,5000,0,NN,Y,N,N,B1,B1,,
invisibly,NN,0,0,NN,N,N,N,C2,NN,,
invitation,NN,0,0,NN,N,N,N,A3,A3,,
invitational,NN,0,0,NN,N,N,N,C5,C3,,
invite,NN,0,0,NN,N,N,N,A2,A2,,
invitingly,NN,0,0,NN,N,N,N,C4,NN,,
invocation,NN,0,0,NN,N,N,N,C1,C2,,
invoice,NN,0,0,NN,N,Y,Y,B1,B2,,
invoke,C1,5000,0,NN,N,N,N,B1,B1,,
involuntarily,NN,0,0,NN,N,N,N,C1,C1,,
involuntary,NN,0,4,science,N,N,N,B2,B3,,
involution,NN,0,0,NN,N,N,N,C3,NN,,
involve,NN,0,4,general,N,N,N,A1,A1,,
involved,B1,3000,0,NN,N,N,N,NN,NN,,
involvement,C1,5000,6,social_studies,N,N,N,A3,A3,,
invulnerability,NN,0,0,NN,N,N,N,C4,NN,,
invulnerable,NN,0,0,NN,N,N,N,C2,C2,,
inward,NN,0,9,general,N,N,N,B2,B2,,
inwardly,NN,0,0,NN,N,N,N,C1,C2,,
inwardness,NN,0,0,NN,N,N,N,C4,NN,,
inwards,NN,0,0,NN,N,N,N,C1,C2,,
iodide,NN,0,9,science,N,N,N,C2,C3,,
iodine,NN,0,5,science,N,N,N,C1,C2,,
ion,NN,0,5,science,Y,N,N,A4,A4,,
ionic,NN,0,6,science,N,N,N,C2,C3,,
ionization,NN,0,9,science,N,N,N,C3,C3,,
ionize,NN,0,9,science,N,N,N,C2,C2,,
ionosphere,NN,0,6,science,N,N,N,C3,C2,,
iota,NN,0,0,NN,N,N,N,C2,C1,,
ipsilateral,NN,0,0,NN,N,N,N,C4,NN,,
irascibility,NN,0,0,NN,N,N,N,C5,NN,,
irascible,NN,0,0,NN,N,N,N,C2,NN,,
irate,NN,0,0,NN,N,N,N,C1,C1,,
ire,NN,0,0,NN,N,N,N,C1,C1,,
ireland,NN,0,0,NN,Y,N,N,NN,NN,,
iridescence,NN,0,0,NN,N,N,N,C4,C3,,
iridescent,NN,0,0,NN,N,N,N,C2,NN,,
iridium,NN,0,9,science,N,N,N,C3,C2,,
iris,NN,0,0,NN,N,N,N,C1,C1,,
irish,NN,0,3,social_studies,Y,N,N,NN,NN,,
irk,NN,0,0,NN,N,N,N,C2,C1,,
irksome,NN,0,0,NN,N,N,N,C2,NN,,
iron,B1,3000,1,science,N,N,N,A3,A3,,
ironclad,NN,0,5,social_studies,N,N,N,C3,C2,,
ironic,C1,5000,0,NN,Y,N,N,B1,B1,,
ironical,NN,0,0,NN,N,N,N,C2,C3,,
ironically,C1,5000,0,NN,Y,N,N,B1,B1,,
ironmonger,NN,0,0,NN,N,N,N,C3,C3,,
ironside,NN,0,0,NN,N,N,N,C5,NN,,
ironstone,NN,0,0,NN,N,N,N,C3,NN,,
ironwood,NN,0,0,NN,N,N,N,C4,NN,,
ironwork,NN,0,9,social_studies,N,N,N,C2,NN,,
ironworker,NN,0,0,NN,N,N,N,C5,C3,,
irony,C1,5000,6,social_studies,N,N,N,B1,B1,,
iroquois,NN,0,0,NN,Y,N,N,NN,NN,,
