num,start,end,script
2,00:01:43.102,00:01:45.772,"['GRUMPY:', 'Three', 'of', 'a', 'kind,', ""let's"", 'do', 'this.', 'CHUCKLES:', ""That's"", 'it?', 'Three', 'guys?']"
3,00:01:46.105,00:01:49.375,"['GRUMPY:', 'Two', 'guys', 'on', 'the', 'roof.', 'Every', 'guy', 'gets', 'a', 'share.', 'Five', 'shares', 'is', 'plenty.']"
4,00:01:49.509,00:01:51.878,"['CHUCKLES:', 'Six', 'shares.', ""Don't"", 'forget', 'the', 'guy', 'who', 'planned', 'the', 'job.']"
5,00:01:52.212,00:01:54.447,"['GRUMPY:', 'He', 'thinks', 'he', 'can', 'sit', 'it', 'out', 'and', 'still', 'take', 'a', 'slice.']"
6,00:01:54.581,00:01:57.684,"['-I', 'know', 'why', 'they', 'call', 'him', 'the', 'Joker.', 'HAPPY:', 'Why', 'do', 'they', 'call', 'him', 'the', 'Joker?']"
7,00:01:57.817,00:01:59.686,"['DOPEY:', 'I', 'heard', 'he', 'wears', 'makeup.', 'HAPPY:', 'Makeup?']"
8,00:01:59.819,00:02:01.788,"['DOPEY:', 'Yeah,', 'to', 'scare', 'people.', 'You', 'know,', 'war', 'paint.']"
10,00:02:14.434,00:02:17.604,"['GRUMPY:', 'All', 'right,', 'everybody,', 'hands', 'up,', 'heads', 'down!']"
11,00:02:17.904,00:02:20.740,"['I', 'said,', 'hands', 'up,', 'heads', 'down!']"
12,00:02:20.874,00:02:23.843,"[""Let's"", 'go,', 'pal,', ""I'm"", 'making', 'a', 'withdrawal', 'here.']"
13,00:02:24.244,00:02:25.612,"['-I', 'said,', 'hands', 'up!', '-No!']"
14,00:02:25.912,00:02:28.314,"['DOPEY:', 'Here', 'comes', 'the', 'silent', 'alarm.']"
15,00:02:28.448,00:02:29.716,"['And', 'there', 'it', 'goes.']"
16,00:02:29.849,00:02:31.217,"['GRUMPY:', 'Heads', 'down!']"
17,00:02:31.351,00:02:33.620,"['All', 'right,', 'tootsie,', ""you're"", 'taking', 'a', 'dive', 'with', 'me.']"
18,00:02:33.753,00:02:36.489,"['-Down!', 'I', 'said,', 'stay', 'down', 'there!', 'WOMAN:', ""Don't"", 'hurt', 'me!']"
19,00:02:36.689,00:02:39.692,"['DOPEY:', 'Funny,', 'it', ""didn't"", 'dial', '911.', 'It', 'was', 'trying', 'to', 'reach', 'a', 'private', 'number.']"
20,00:02:39.826,00:02:41.761,"['HAPPY:', 'Is', 'it', 'a', 'problem?', 'DOPEY:', 'No,', ""I'm"", 'done', 'here.']"
22,00:02:51.271,00:02:53.573,"['GRUMPY:', 'Sit', 'down!', 'Down!']"
23,00:02:54.173,00:02:56.309,"['Down!', 'I', 'said,', 'stay', 'down', 'there!']"
24,00:03:00.513,00:03:03.383,"['GRUMPY:', 'Obviously', 'we', ""don't"", 'want', 'you', 'doing', 'anything', 'with', 'your', 'hands...']"
25,00:03:03.516,00:03:06.452,"['...other', 'than', 'holding', 'on', 'for', 'dear', 'life.']"
26,00:03:14.260,00:03:16.262,"['CHUCKLES:', 'On', 'the', 'ground!', 'Stay', 'on', 'the', 'ground!']"
27,00:03:16.396,00:03:19.933,"['Nobody', 'make', 'a', 'move!', 'Nobody!', 'Stay', 'down!']"
30,00:03:36.482,00:03:37.517,['Yeah!']
31,00:03:40.386,00:03:42.455,"['You', 'have', 'any', 'idea', 'who', ""you're"", 'stealing', 'from?']"
32,00:03:42.589,00:03:46.359,"['-You', 'and', 'your', 'friends', 'are', 'dead.', 'GRUMPY:', ""He's"", 'out,', 'right?']"
34,00:03:49.429,00:03:50.630,"['GRUMPY:', 'What--?']"
35,00:03:58.504,00:04:00.306,"['Where', 'did', 'you', 'learn', 'to', 'count?']"
36,00:04:02.942,00:04:06.512,"['HAPPY:', 'They', 'wired', 'this', 'thing', 'up', 'with', 'like', '5000', 'volts.', 'What', 'kind', 'of', 'bank', 'does', 'that?']"
37,00:04:06.646,00:04:09.682,"['GRUMPY:', 'A', 'Mob', 'bank.', 'I', 'guess', 'the', ""Joker's"", 'as', 'crazy', 'as', 'they', 'say.']"
38,00:04:09.816,00:04:10.850,"[""Where's"", 'the', 'alarm', 'guy?']"
39,00:04:10.984,00:04:13.586,"['HAPPY:', 'Boss', 'told', 'me', 'when', 'the', 'guy', 'was', 'done,', 'I', 'should', 'take', 'him', 'out.']"
40,00:04:13.720,00:04:14.988,"['One', 'less', 'share,', 'right?']"
41,00:04:15.922,00:04:18.324,"['GRUMPY:', 'Funny,', 'he', 'told', 'me', 'something', 'similar.']"
42,00:04:18.458,00:04:19.826,"['HAPPY:', 'He', 'what?', 'No!', 'No!']"
43,00:04:31.604,00:04:32.905,"['GRUMPY:', ""That's"", 'a', 'lot', 'of', 'money.']"
44,00:04:33.039,00:04:36.809,"['If', 'this', 'Joker', 'guy', 'was', 'so', 'smart,', ""he'd"", 'have', 'had', 'us', 'bring', 'a', 'bigger', 'car.']"
46,00:04:38.344,00:04:42.282,"[""I'm"", 'betting', 'the', 'Joker', 'told', 'you', 'to', 'kill', 'me', 'soon', 'as', 'we', 'loaded', 'the', 'cash.']"
47,00:04:43.016,00:04:46.853,"['BOZO:', 'No,', 'no,', 'no,', 'I', 'kill', 'the', 'bus', 'driver.']"
48,00:04:47.620,00:04:48.721,"['GRUMPY:', 'Bus', 'driver?']"
49,00:04:50.890,00:04:52.492,"['What', 'bus', 'driver?']"
50,00:04:56.562,00:04:58.498,"['DRIVER:', ""School's"", 'out.', 'Time', 'to', 'go.']"
51,00:04:58.631,00:05:00.833,"['That', ""guy's"", 'not', 'getting', 'up,', 'is', 'he?']"
52,00:05:01.634,00:05:03.369,"[""That's"", 'a', 'lot', 'of', 'money.']"
53,00:05:06.773,00:05:09.042,"['What', 'happened', 'to', 'the', 'rest', 'of', 'the', 'guys?']"
54,00:05:15.848,00:05:18.351,"['MANAGER:', 'You', 'think', ""you're"", 'smart,', 'huh?']"
55,00:05:18.918,00:05:20.620,"['The', 'guy', 'that', 'hired', 'youse...']"
56,00:05:21.054,00:05:23.723,"[""...he'll"", 'just', 'do', 'the', 'same', 'to', 'you.']"
57,00:05:23.956,00:05:26.926,"['Oh,', 'criminals', 'in', 'this', 'town', 'used', 'to', 'believe', 'in', 'things.']"
58,00:05:27.060,00:05:28.494,['Honor...']
59,00:05:28.628,00:05:30.396,['...respect.']
60,00:05:30.530,00:05:32.799,"['Look', 'at', 'you.', 'What', 'do', 'you', 'believe', 'in,', 'huh?']"
61,00:05:32.932,00:05:34.367,"['What', 'do', 'you', 'believe', 'in?!']"
62,00:05:34.634,00:05:39.572,"['I', 'believe', 'whatever', ""doesn't"", 'kill', 'you', 'simply', 'makes', 'you...']"
63,00:05:41.040,00:05:42.675,['...stranger.']
68,00:06:24.650,00:06:27.587,"['MAN', '1:', 'Mr.', 'Mayor,', 'you', 'were', 'elected', 'in', 'a', 'campaign', 'to', 'clean', 'up', 'the', 'city.']"
69,00:06:27.720,00:06:29.856,"['-When', 'are', 'you', 'gonna', 'start?', 'MAN', '2:', 'I', 'already', 'have.']"
70,00:06:29.989,00:06:33.860,"['MAN', '1:', 'Like', 'this', 'Batman.', ""We're"", 'hearing', ""he's"", 'doing', 'good,', 'criminals', 'are', 'running', 'scared.']"
71,00:06:33.993,00:06:37.764,"['-No,', 'man.', 'I', ""don't"", 'like', 'it', 'tonight.', '-What', 'are', 'you,', 'superstitious?']"
72,00:06:37.897,00:06:40.967,"['You', 'got', 'more', 'chance', 'of', 'winning', 'the', 'Powerball', 'than', 'running', 'into', 'him.']"
73,00:06:41.100,00:06:44.604,"[""That's"", 'not', 'true.', 'Our', 'men', 'in', 'the', 'Major', 'Crimes', 'Unit', 'are', 'close', 'to', 'an', 'arrest.']"
74,00:06:44.737,00:06:47.707,"['Hey,', 'Wuertz,', 'mayor', 'says', ""you're"", 'closing', 'in', 'on', 'the', 'Batman.']"
75,00:06:47.840,00:06:49.942,"['The', 'investigation', 'is', 'ongoing.']"
76,00:06:50.076,00:06:52.612,"['MAYOR:', 'The', 'process', 'of', 'cleaning', 'up', 'the', 'streets', 'is', 'a', 'long', 'one.']"
77,00:06:52.745,00:06:54.747,"['I', 'pledged', 'in', 'my', 'campaign,', 'uh,', 'to', 'have....']"
78,00:06:59.018,00:07:01.454,"['Ever', 'intending', 'to', 'see', 'your', 'wife', 'again,', 'lieutenant?']"
79,00:07:01.587,00:07:04.123,"['I', 'thought', 'you', 'had', 'to', 'go', 'look', 'after', 'your', 'mother,', 'detective.']"
80,00:07:04.457,00:07:06.425,"['Checked', 'her', 'back', 'into', 'the', 'hospital.']"
81,00:07:06.793,00:07:08.494,"[""I'm"", 'sorry.']"
82,00:07:08.895,00:07:12.131,"['-So', 'he', ""hasn't"", 'shown', 'up?', '-He', 'often', ""doesn't.""]"
83,00:07:12.632,00:07:15.768,"['-I', 'like', 'reminding', 'everybody', ""he's"", 'out', 'there.', '-Why', ""wouldn't"", 'he', 'come?']"
84,00:07:16.035,00:07:17.904,['Hopefully...']
85,00:07:18.504,00:07:19.939,"['...because', ""he's"", 'busy.']"
87,00:07:36.722,00:07:39.659,"[""That's"", 'why', 'we', 'bring', 'dogs.']"
88,00:07:39.792,00:07:42.061,"['-My', 'little', 'princes.', 'MAN:', 'Please.']"
89,00:07:42.195,00:07:45.865,"['Please,', ""they're"", 'crawling', 'in', 'my', 'mouth.', 'Please,', 'I', 'beg', 'you,', 'get', 'them', 'off.']"
90,00:07:45.998,00:07:48.801,"['CHECHEN:', 'Look', 'what', 'your', 'drugs', 'do', 'to', 'my', 'customers.']"
91,00:07:48.935,00:07:50.636,"['SCARECROW:', 'Buyer', 'beware.']"
92,00:07:50.770,00:07:53.940,"['I', 'told', 'you', 'my', 'compound', 'would', 'take', 'you', 'places.']"
93,00:07:54.073,00:07:56.876,"['I', 'never', 'said', ""they'd"", 'be', 'places', 'you', 'wanted', 'to', 'go.']"
94,00:07:57.009,00:07:59.645,"['My', 'business,', 'repeat', 'customers.']"
95,00:07:59.779,00:08:03.483,"['SCARECROW:', 'You', ""don't"", 'like', 'what', 'I', 'have', 'to', 'offer,', 'you', 'can', 'buy', 'from', 'someone', 'else.']"
96,00:08:03.616,00:08:06.219,"['Assuming', 'Batman', 'left', 'anyone', 'to', 'buy', 'from.']"
98,00:08:09.689,00:08:13.693,"['My', 'dogs', 'are', 'hungry.']"
99,00:08:17.196,00:08:19.699,"['Pity', ""there's"", 'only', 'one', 'of', 'you.']"
103,00:08:27.673,00:08:29.208,"['CHECHEN:', 'What--?', 'SCARECROW:', ""That's"", 'not', 'him.']"
104,00:08:33.713,00:08:35.515,"['Loose', 'the', 'dogs!']"
106,00:08:48.094,00:08:49.729,"['SCARECROW:', ""That's"", 'more', 'like', 'it.']"
114,00:10:17.817,00:10:19.619,"[""Don't"", 'let', 'me', 'find', 'you', 'out', 'here', 'again.']"
115,00:10:19.752,00:10:22.622,"[""-We're"", 'trying', 'to', 'help', 'you.', 'BATMAN:', 'I', ""don't"", 'need', 'help.']"
116,00:10:22.755,00:10:24.023,"['Not', 'my', 'diagnosis.']"
117,00:10:24.156,00:10:27.827,"['What', 'gives', 'you', 'the', 'right?', ""What's"", 'the', 'difference', 'between', 'you', 'and', 'me?']"
118,00:10:27.960,00:10:30.863,"[""I'm"", 'not', 'wearing', 'hockey', 'pads.']"
119,00:10:34.266,00:10:36.235,"['OFFICER:', 'Everybody', 'back', 'now!']"
121,00:10:38.371,00:10:41.707,"['He', ""can't"", 'resist', 'showing', 'us', 'his', 'face.']"
122,00:10:45.911,00:10:48.047,"['GORDON:', ""What's"", 'he', 'hiding', 'under', 'that', 'makeup?']"
123,00:10:55.821,00:10:58.357,"['RAMIREZ:', 'Uh,', 'can', 'we', 'get', 'a', 'minute,', 'people,', 'please?']"
124,00:11:01.060,00:11:03.195,"['Him', 'again.', 'Who', 'are', 'the', 'others?']"
125,00:11:03.329,00:11:04.997,"['Another', 'bunch', 'of', 'smalltimers.']"
127,00:11:06.265,00:11:08.067,"['BATMAN:', 'Some', 'of', 'the', 'marked', 'bills', 'I', 'gave', 'you.']"
128,00:11:08.200,00:11:10.436,"['My', 'detectives', 'have', 'been', 'making', 'drug', 'buys', 'with', 'them.']"
129,00:11:10.770,00:11:13.239,"['This', 'bank', 'was', 'another', 'drop', 'for', 'the', 'Mob.', 'That', 'makes', 'five.']"
130,00:11:13.372,00:11:16.042,"['-We', 'found', 'the', 'bulk', 'of', 'their', 'dirty', 'cash.', '-Time', 'to', 'move', 'in.']"
131,00:11:16.175,00:11:20.012,"[""We'd"", 'have', 'to', 'hit', 'all', 'banks', 'simultaneously.', 'SWAT', 'teams,', 'backup.']"
132,00:11:20.279,00:11:22.014,"['What', 'about', 'this', 'Joker', 'guy?']"
133,00:11:22.148,00:11:25.117,"['One', 'man', 'or', 'the', 'entire', 'Mob?', 'He', 'can', 'wait.']"
134,00:11:25.251,00:11:27.720,"['When', 'the', 'new', 'DA', 'hears', 'about', 'this,', ""he'll"", 'want', 'in.']"
135,00:11:27.853,00:11:30.289,"['-Do', 'you', 'trust', 'him?', '-Be', 'hard', 'to', 'keep', 'him', 'out.']"
