237,00:19:46.935,00:19:49.896,"['Come,', 'Mirena.', 'I', 'won’t', 'let', 'you–', 'You', 'promised', 'me', 'and', 'my', 'family!']"
238,00:19:50.772,00:19:52.690,"['Stop', 'it!', 'Don’t', 'touch', 'me!']"
239,00:19:52.774,00:19:55.235,"['I', 'won’t.', 'I', 'won’t', 'let', 'them', 'do', 'this.']"
240,00:19:55.319,00:19:57.279,"['Vlad,', 'don’t.', 'Don’t', 'do', 'this.']"
241,00:19:57.363,00:20:00.073,"['The', 'prince', 'is', 'doing–']"
242,00:20:03.118,00:20:04.619,"['No,', 'I', 'won’t', 'let', 'you', 'do', 'this!']"
243,00:20:04.703,00:20:07.498,"['I’ll', 'go.', 'I’ll', 'go!']"
244,00:20:18.384,00:20:19.885,"['I', 'can', 'do', 'it.']"
245,00:20:22.304,00:20:24.473,"['You’re', 'proud', 'of', 'me,', 'aren’t', 'you?']"
246,00:20:25.641,00:20:27.643,"['Of', 'course', 'I', 'am.']"
247,00:20:39.821,00:20:42.824,"['You', 'have', 'chosen', 'wisely.']"
248,00:20:42.908,00:20:45.910,"['Yeah,', 'I', 'have', 'to', 'say', 'we', 'are', 'a', 'little', 'disappointed.']"
249,00:20:45.994,00:20:50.666,"['Frankly,', 'I', 'expected', 'more', 'resistance', 'from', 'you.']"
250,00:21:04.220,00:21:06.348,"['Run', 'to', 'your', 'mother.']"
251,00:21:06.432,00:21:08.809,['What?']
252,00:21:06.432,00:21:08.809,['Now.']
253,00:21:12.688,00:21:14.189,"['Come', 'here.']"
254,00:21:16.567,00:21:18.193,"['Don’t', 'look.']"
255,00:21:58.900,00:22:02.363,"['Mehmed', 'will', 'punish', 'all', 'of', 'Transylvania', 'for', 'what', 'you', 'have', 'done.']"
256,00:22:03.655,00:22:06.074,"['It’s', 'not', 'a', 'child’s', 'place', 'to', 'save', 'his', 'country.']"
257,00:22:07.200,00:22:08.993,"['Get', 'my', 'family', 'to', 'the', 'castle.']"
259,00:22:12.080,00:22:13.831,"['More', 'will', 'come.']"
260,00:22:13.915,00:22:16.084,"['You', 'can’t', 'protect', 'us.']"
261,00:22:18.629,00:22:20.088,"['I’ll', 'find', 'a', 'way.']"
262,00:22:21.214,00:22:23.675,"['Vlad,', 'where', 'are', 'you', 'going?']"
263,00:22:23.759,00:22:27.429,"['Whatever', 'haunts', 'Broken', 'Tooth,', 'I', 'know', 'it', 'kills', 'Turks.', 'Hyah!']"
