title,level_1,level_2,level_3,level_4,level_5,level_6,WPS_mean,WPS_std,WPS_min,WPS_max,WPS_mean_nlln
It_s.Complicated,0.4607469072804069,0.11707972295983489,0.11621336432364751,0.19727418069604014,0.1252667001490886,0.13258749625870853,2.5534044672116547,1.2299187840806922,0.5105948429920858,8.513931888544892,0.2886130507563664
Jumanji_.Welcome.to.the.Jungle,0.37244016485104475,0.16145139417354373,0.23961369148697903,0.42226364352461015,0.2305717593391453,0.3365262977689067,3.016157318267156,1.1654453547987258,0.5212405525149857,6.960556844547564,0.5470156557141556
Kill.Bill_.Vol..1,0.0,0.02831710003607351,0.07625777535767887,0.12976765470054327,0.27206068593735816,0.1499610501245822,2.6019456073959777,1.0450383633067126,0.7861635220125786,6.784260515603799,0.3157185716464924
Kiss.the.Ground,0.45093103680904106,0.576166354849422,0.6131578152726227,0.78524722601305,0.3608088821463289,0.7308741835633766,2.79560818204367,0.8693533696545789,0.8718395815170008,7.9908675799086755,0.4238603446418445
Klaus,0.36252336632527243,0.09045951833959784,0.09328894301086126,0.53001587730402,0.21688686093022116,0.2614858398716836,3.020931925480352,1.0618716666605532,0.6224496853171035,7.677543186180422,0.5496818109603653
Knock.Down.The.House,0.40561623022355325,0.3704708376381841,0.17775363805285996,0.2870407719765837,0.11483126786500092,0.2042499938990151,3.177433527778789,0.9741330359763908,0.6438789507572577,5.99828620394173,0.6370727835318853
Kung.Fu.Panda,0.17642770669183197,0.11544146917798045,0.08908516328303762,0.47710438806261957,0.03239079672393661,0.21401572956971823,2.0365501107660164,0.8887717325151913,0.5047955577990914,4.926108374384237,0.0
Kung.Fu.Panda.2,0.19651354827649345,0.12043693068051323,0.089436052799156,0.6498517172752177,0.1686162966507416,0.23180801130001857,2.15909521340858,1.0604488785211243,0.5211047420531527,7.104795737122559,0.06842955948392446
Kung.Fu.Panda.3,0.3178330665975709,0.11849861306418533,0.10179920331949448,0.7755269501666484,0.2583053182391781,0.22808066708769828,2.958068006751806,1.09919636176047,0.7490636704119851,7.6701821668264625,0.514578406799247
Madagascar_.Escape.2.Africa,0.44123325634642246,0.2185895067146751,0.22956347856843795,0.4742211070934991,0.22059473424027673,0.3833380977294977,2.1428165483443258,0.9677827230783556,0.5370775309778647,17.471410419313848,0.0593395032082169
Matilda,0.29540156161100994,0.1306647719523114,0.14587205393412941,0.2605591573095323,0.3023142363860417,0.4353348801148506,2.366782935229115,0.970391247054221,0.5511160099200881,5.535055350553506,0.18440301748372903
Monty.Python.and.the.Holy.Grail,0.240657667849136,0.22935678280203162,0.3098473401843977,0.7908905018821508,0.19935425542090374,0.646261034445952,2.3109665049380435,1.0835645635936977,0.5448601525608427,8.191925102399063,0.15323495238427073
Morning.Glory,0.5966844620858489,0.3126447121162134,0.28663116206032363,0.5127195179167671,0.3779026870235675,0.6962463544107242,3.362235475330574,1.2565018908423016,0.639386189258312,7.994186046511628,0.7402667553026322
Notting.Hill,0.3890466396482955,0.17514298861837288,0.16330767695390133,0.29538516837376105,0.3137278355464169,0.24403935843531663,2.9677860241580265,1.125350855405116,0.62266500622665,7.6701821668264625,0.5200049773910105
Passengers,0.21907961312338023,0.10035969104640936,0.11773279017893323,0.08784160382947086,0.12195895559930553,0.3758279532393779,3.0137675222384464,1.1164200979461345,0.7155635062611807,6.925945657964838,0.5456811863149336
Penguins.of.Madagascar_.The.Movie,0.26180438289852237,0.2632396840480644,0.3758964642349953,0.6894719125973776,0.28807703558556347,0.4849174271388632,2.395318061203802,0.9687424027930516,0.5577244841048522,6.305170239596468,0.20033711895460987
Prisoners,0.23328718438954985,0.04237916726328491,0.067211515866621,0.11413574738278807,0.06174574009977631,0.07203633462946103,3.306699405981195,1.319730509919564,0.7155635062611807,9.090909090909092,0.7092552446090442
Seaspiracy,0.7796581149244202,0.6676499005279496,0.9082583565284735,0.7909320708030226,0.437254601271029,0.48559937286129645,3.0825120302549136,0.7088913617083136,0.5812432793745822,5.770084332001775,0.5840683294896953
Second.Act,0.5198204157104079,0.2500769697647324,0.1890159101506738,0.31908328179519324,0.28870122322137465,0.28263985813491854,3.289352116488136,1.0029997971332794,0.8274720728175424,6.463527239150508,0.6995684651894494
The.Accountant,0.2696379969014358,0.25463057902341835,0.24339016647329645,0.336470537341071,0.18626346579628145,0.28494264866860336,2.599439822200828,1.10771631049022,0.5918910920390648,11.415525114155251,0.3143193335425793
The.Boy.in.the.Striped.Pajamas,0.09821597458144601,0.0640635376435244,0.015820726952686277,0.1211976387442646,0.011466798465547027,0.05729099132067567,3.2278478003432283,0.9888290313346738,0.8058991820123302,5.770084332001775,0.6652242672623242
The.Dark.Knight,0.4038829286219138,0.24385997915472418,0.23779652715679056,0.2785714174624457,0.3269649572919591,0.2788393489258079,2.857939267316757,0.9998465457454012,0.5524480353566743,6.242197253433209,0.45866621297452836
The.Departed,0.4129262684777685,0.19966006799870972,0.4117471300618667,0.5892814467192222,0.2083395075512593,0.2979556180527834,2.752974841357045,1.1039530219927738,0.5047955577990914,6.16860863605209,0.40005375702958257
The.Family.Man,0.39008875521212893,0.14189618774876878,0.10299796602887255,0.28355076882246666,0.11893013410539613,0.11693654324029915,3.181521074895427,1.1242363175914984,0.5628095452498875,6.741573033707866,0.6393552823223687
The.Intern,0.6864090964258237,0.2322386476306573,0.19750153558545808,0.2680762846866483,0.23942696832613047,0.367980557130943,3.619497217927925,1.3750000670779758,0.8059641345960105,9.225092250922508,0.8839224978691165
The.Judge,0.3426241331842428,0.20159057344409556,0.15380921286132265,0.7482262522286195,0.15732310439963537,0.2369533143373006,2.512169678628489,1.1252548632576154,0.5268703898840885,6.476683937823834,0.2655874189088907
The.Revenant,0.056348584952235325,0.03542445584001678,0.02908939494724181,0.36295448372903194,0.10487900730649197,0.025336696477140746,2.7593453445301184,0.9595181088663502,0.685048809727693,6.849315068493151,0.40361106545255454
The.Social.Dilemma,0.6704622692999954,0.5452033994341464,0.4946234594997996,0.4399729995675568,0.42748117179298484,0.34768683623483165,3.225596290005984,0.8280224750015507,0.6284139797940735,5.9940059940059935,0.6639670170154456
The.Truman.Show,0.2874731586689132,0.07424057470340846,0.06990481000379747,0.5046594550095393,0.07942074745878691,0.05857327119674804,2.5428206604132817,1.1513250760758196,0.6309148264984227,7.534246575342466,0.28270302072450054
There.Will.Be.Blood,0.20798113249944813,0.06052722402154498,0.09705648329503969,0.12707380913017796,0.060673977546418,0.23157285727192048,2.341123374057742,1.0154959884577597,0.5641748942172073,6.594724220623501,0.17007464017901247
Three.Identical.Strangers,0.4996640445167239,0.20732036997627423,0.19945542215849582,0.20652441671246646,0.33692735977013855,0.19942241719154616,3.051840629585544,1.0335575527587186,0.7365939893930465,7.733952049497295,0.5669413257065925
Virunga,0.15380163607435512,0.1669785542747571,0.09250396769512041,0.314279284018055,0.09256593252736262,0.14791956082671612,2.318064716973834,0.8827641682420921,0.625,6.8181818181818175,0.1571986156581056
What.the.Health,1.0,0.8175010294461836,1.0,1.0,1.0,1.0,3.1002636671252484,0.8510337473243085,0.7990411506192568,7.084468664850137,0.5939808977193595
Zodiac,0.529658035144882,0.24354939308769022,0.2058552564114639,0.5969273989888313,0.25842527947381827,0.3834154127047046,3.030727994432257,0.9701730664126664,0.5381165919282511,7.3778051029818625,0.5551519657735547
