Word,oxford_level,oxford_version,lexile_grade,lexile_category,awsl,toefl,tsl,bsl,ngsl_freq,ngsl_sp_freq,naver_priority,lemmetized,proper_noun
a,NN,0.0,0.0,NN,Y,N,N,N,A1,A1,2,True,False
aback,NN,0.0,0.0,NN,N,N,N,N,B3,C1,0,False,False
abacus,NN,0.0,0.0,NN,N,N,N,N,C3,C3,1,True,False
abalone,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True,False
abandon,B2,3000.0,0.0,NN,N,N,N,N,A2,A3,2,True,False
abandonment,NN,0.0,0.0,NN,N,N,N,N,B3,C1,0,True,False
abase,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
abash,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
abate,NN,0.0,0.0,NN,N,N,N,N,C1,C1,1,True,False
abatement,NN,0.0,0.0,NN,N,N,N,N,C1,C3,0,True,False
abattoir,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True,False
abaya,NN,0.0,0.0,NN,N,N,N,N,C5,C2,0,True,False
abbacy,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
abbess,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True,False
abbey,NN,0.0,0.0,NN,N,N,N,N,B3,C1,1,True,False
abbot,NN,0.0,9.0,social_studies,N,N,N,N,C1,C3,1,True,False
abbreviate,NN,0.0,9.0,general,N,Y,N,N,B3,C1,1,True,False
abbreviation,NN,0.0,6.0,general,N,Y,N,N,B3,C1,1,True,False
abdicate,NN,0.0,9.0,social_studies,N,N,N,N,C1,C1,0,True,False
abdication,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True,False
abdomen,NN,0.0,6.0,science,N,Y,N,N,B3,B3,1,True,False
abdominal,NN,0.0,9.0,science,N,N,N,N,A4,A4,1,True,False
abduct,NN,0.0,0.0,NN,N,N,N,N,B3,B2,0,True,False
abduction,NN,0.0,0.0,NN,N,N,N,N,C1,B3,0,True,False
abductor,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True,False
abed,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
abelian,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
aberrant,NN,0.0,0.0,NN,N,N,N,N,C1,C2,0,True,False
aberration,NN,0.0,9.0,science,N,N,N,N,C1,C1,0,True,False
abet,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True,False
abettor,NN,0.0,0.0,NN,N,N,N,N,C5,NN,0,True,False
abeyance,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True,False
abhor,NN,0.0,0.0,NN,N,N,N,N,C1,C1,1,True,False
abhorrence,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True,False
abhorrent,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,False,False
abide,NN,0.0,0.0,NN,N,N,Y,N,B2,B1,1,True,False
abigail,NN,0.0,0.0,NN,N,Y,N,N,NN,NN,0,True,False
ability,A2,3000.0,4.0,general,N,N,N,N,A1,A1,2,True,False
abiotic,NN,0.0,4.0,science,N,N,N,N,C4,NN,0,False,False
abject,NN,0.0,0.0,NN,N,N,N,N,C1,C1,1,False,False
abjectly,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
abjure,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True,False
ablate,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
ablation,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True,False
ablative,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
ablaze,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,False,False
able,A2,3000.0,0.0,NN,Y,N,N,N,A1,A1,2,True,False
ablution,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True,False
ably,NN,0.0,9.0,general,N,N,N,N,C2,C3,0,False,False
abnormal,NN,0.0,6.0,science,N,Y,N,N,B2,B2,1,True,False
abnormality,NN,0.0,0.0,NN,N,N,N,N,B2,C1,0,True,False
abnormally,NN,0.0,9.0,science,N,N,N,N,C1,C2,0,False,False
aboard,NN,0.0,0.0,NN,N,N,Y,N,B1,B1,1,False,False
abode,NN,0.0,6.0,social_studies,N,N,N,N,C1,C2,1,True,False
abolish,C1,5000.0,4.0,social_studies,N,N,N,Y,B1,B1,1,True,False
abolition,NN,0.0,5.0,social_studies,N,N,N,N,B2,B2,1,True,False
abolitionism,NN,0.0,9.0,social_studies,N,N,N,N,C4,NN,1,True,False
abolitionist,NN,0.0,4.0,social_studies,N,Y,N,N,C1,C1,0,True,False
abomasum,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
abominable,NN,0.0,0.0,NN,N,N,N,N,C2,C2,1,False,False
abominably,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
abomination,NN,0.0,6.0,social_studies,N,N,N,N,C2,C2,1,True,False
aborad,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
aboriginal,NN,0.0,9.0,social_studies,N,N,N,N,C1,C1,0,True,False
aborigine,NN,0.0,6.0,social_studies,N,N,N,N,C3,C2,0,True,False
abort,NN,0.0,0.0,NN,N,N,N,N,B3,B3,0,True,False
abortion,C1,5000.0,0.0,NN,N,N,N,N,A3,A2,0,True,False
abortionist,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
abortive,NN,0.0,0.0,NN,N,N,N,N,C1,C3,0,False,False
abound,NN,0.0,0.0,NN,N,N,N,N,B2,C1,1,True,False
about,A1,3000.0,0.0,NN,Y,N,N,N,A1,A1,2,False,False
above,A1,3000.0,0.0,NN,Y,N,N,N,A1,A2,2,True,False
aboveground,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False
abracadabra,NN,0.0,0.0,NN,N,N,N,N,C5,C3,0,True,False
abrade,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
abraham,NN,0.0,0.0,NN,N,Y,N,N,NN,NN,0,True,True
abrasion,NN,0.0,6.0,science,N,Y,N,N,C2,C2,0,True,False
abrasive,NN,0.0,9.0,science,N,N,N,N,C1,C1,0,True,False
abreast,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,False,False
abridge,NN,0.0,9.0,social_studies,N,N,N,N,C2,C2,1,True,False
abridgment,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True,False
abroad,B2,3000.0,6.0,social_studies,N,N,N,N,A2,A3,2,False,False
abrogate,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True,False
abrupt,NN,0.0,0.0,NN,N,N,N,N,B2,B3,1,False,False
abruptly,NN,0.0,9.0,general,N,N,N,N,B1,B3,1,False,False
abruptness,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
abscess,NN,0.0,0.0,NN,N,N,N,N,C1,C2,0,True,False
abscissa,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
abscond,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True,False
abseil,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,True,False
absence,C1,5000.0,9.0,general,N,N,N,N,A2,A3,2,True,False
absent,C1,5000.0,0.0,NN,N,Y,Y,N,B1,B1,2,True,False
absentee,NN,0.0,9.0,social_studies,N,N,N,N,B3,B1,0,True,False
absenteeism,NN,0.0,0.0,NN,N,N,N,N,C1,C2,0,True,False
absently,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False
absentmindedly,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
absolute,B2,3000.0,6.0,general,Y,N,N,N,A3,A3,2,True,False
absolutely,B1,3000.0,0.0,NN,N,N,N,N,A2,A1,2,False,False
absolution,NN,0.0,0.0,NN,N,N,N,N,C2,C3,0,True,False
absolutism,NN,0.0,9.0,social_studies,N,N,N,N,C2,NN,0,True,False
absolutist,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True,False
absolve,NN,0.0,0.0,NN,N,N,N,N,C1,C1,1,True,False
absorb,B2,5000.0,3.0,science,Y,Y,Y,Y,A3,A3,2,True,False
absorbency,NN,0.0,0.0,NN,N,N,N,N,C5,C3,0,True,False
absorbent,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True,False
absorber,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True,False
absorption,NN,0.0,6.0,science,N,N,N,Y,A4,A4,1,True,False
absorptive,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False
abstain,NN,0.0,0.0,NN,N,N,N,N,C1,B3,1,True,False
abstainer,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
abstemious,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False
abstention,NN,0.0,0.0,NN,N,N,N,N,C1,C2,0,True,False
abstinence,NN,0.0,0.0,NN,N,N,N,N,C1,B2,0,True,False
abstinent,NN,0.0,0.0,NN,N,N,N,N,C5,C2,0,True,False
abstract,B2,5000.0,0.0,NN,Y,N,N,N,A3,A3,1,True,False
abstraction,NN,0.0,0.0,NN,N,N,N,N,B2,C1,1,True,False
abstractly,NN,0.0,6.0,math,N,N,N,N,C4,NN,0,False,False
abstractness,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
abstruse,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True,False
absurd,C1,5000.0,0.0,NN,N,N,N,N,B1,B1,1,True,False
absurdity,NN,0.0,9.0,social_studies,N,N,N,N,C1,C1,1,True,False
absurdly,NN,0.0,0.0,NN,N,N,N,N,C1,C2,0,False,False
abundance,NN,0.0,9.0,general,N,Y,N,N,B1,B2,1,True,False
abundant,NN,0.0,6.0,social_studies,N,Y,N,N,B1,B2,1,False,False
abundantly,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,False,False
abuse,C1,5000.0,0.0,NN,N,N,N,N,A2,A2,2,True,False
abuser,NN,0.0,0.0,NN,N,N,N,N,C1,B3,2,True,False
abusive,NN,0.0,0.0,NN,N,N,N,N,B2,B2,0,False,False
abut,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True,False
abutment,NN,0.0,0.0,NN,N,N,N,N,C4,C3,0,True,False
abuzz,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,False,False
abysmal,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,False,False
abysmally,NN,0.0,0.0,NN,N,N,N,N,C5,NN,0,False,False
abyss,NN,0.0,0.0,NN,N,N,N,N,C1,C1,1,True,False
abyssal,NN,0.0,5.0,science,N,N,N,N,C4,NN,0,False,False
ac,NN,0.0,0.0,NN,N,Y,N,N,NN,NN,0,True,False
acacia,NN,0.0,0.0,NN,N,Y,N,N,C3,C2,0,True,False
academia,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True,False
academic,B1,3000.0,6.0,general,N,N,N,N,A2,A3,2,True,False
academically,NN,0.0,0.0,NN,N,N,N,N,C1,B2,0,False,False
academician,NN,0.0,0.0,NN,N,N,N,N,C3,C3,0,True,False
academy,C1,5000.0,0.0,NN,Y,Y,N,N,B1,B1,1,True,False
acanthocephalan,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,
acanthus,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
accede,NN,0.0,0.0,NN,N,N,N,N,C1,C2,0,True,False
accelerate,C1,5000.0,4.0,science,Y,Y,N,Y,A4,A4,1,True,False
acceleration,NN,0.0,4.0,science,N,Y,N,N,A4,A4,0,True,False
accelerator,NN,0.0,9.0,science,N,N,N,N,B3,B3,0,True,False
accelerometer,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
accent,B2,5000.0,0.0,NN,N,Y,Y,N,A3,A3,2,True,False
accentual,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
accentuate,NN,0.0,0.0,NN,N,N,N,N,B3,C1,0,True,False
accentuation,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
accept,A2,3000.0,0.0,NN,Y,N,N,N,A1,A1,2,True,False
acceptability,NN,0.0,0.0,NN,N,N,N,N,C1,C2,0,True,False
acceptable,B2,3000.0,0.0,NN,N,N,N,N,A3,A3,2,False,False
acceptance,C1,5000.0,9.0,general,N,Y,Y,Y,A4,B1,1,True,False
acceptation,NN,0.0,0.0,NN,N,N,N,N,C5,NN,0,True,False
acceptor,NN,0.0,9.0,science,N,N,N,N,C3,NN,0,True,False
access,B1,3000.0,0.0,NN,Y,N,N,N,A1,A1,2,True,False
accessibility,NN,0.0,0.0,NN,N,N,N,N,B2,B1,0,True,False
accessible,C1,5000.0,9.0,general,N,Y,Y,Y,B1,B1,1,True,False
accession,NN,0.0,0.0,NN,N,N,N,N,B2,C1,1,True,False
accessorize,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
accessory,NN,0.0,0.0,NN,N,N,Y,N,B1,B2,1,True,False
accident,A2,3000.0,0.0,NN,Y,N,N,N,A2,A2,2,True,False
accidental,NN,0.0,0.0,NN,N,N,N,N,B2,B2,2,True,False
accidentally,B2,5000.0,0.0,NN,N,Y,N,N,B2,B1,0,False,False
acclaim,NN,0.0,6.0,social_studies,N,Y,Y,N,B2,B2,1,True,False
acclamation,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True,False
acclimate,NN,0.0,0.0,NN,N,N,N,N,C3,C1,0,True,False
acclimatization,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
acclimatize,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True,False
accolade,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True,False
accommodate,B2,5000.0,9.0,general,N,Y,Y,Y,B1,B1,1,True,False
accommodation,B2,5000.0,6.0,social_studies,N,N,N,N,A2,A3,2,True,False
accompaniment,NN,0.0,0.0,NN,N,Y,N,N,B3,C1,1,True,False
accompanist,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True,False
accompany,B2,3000.0,0.0,NN,N,N,N,N,A2,A3,2,True,False
accomplice,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True,False
accomplish,B2,5000.0,0.0,NN,N,N,N,N,A3,A2,2,True,False
accomplishment,C1,5000.0,0.0,NN,N,Y,Y,Y,B1,B1,1,True,False
accord,NN,0.0,0.0,NN,N,N,N,N,A1,A1,1,True,False
accordance,NN,0.0,0.0,NN,N,N,N,Y,B1,B2,1,True,False
accordant,NN,0.0,0.0,NN,N,N,N,N,C5,NN,0,False,False
according,NN,0.0,0.0,NN,Y,N,N,N,NN,NN,2,True,False
accordingly,C1,5000.0,0.0,NN,N,N,Y,Y,B1,B2,1,False,False
accordion,NN,0.0,0.0,NN,N,N,N,N,C1,C1,1,True,False
accordionist,NN,0.0,0.0,NN,N,N,N,N,C4,C2,0,True,False
accost,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,True,False
account,B1,3000.0,0.0,NN,Y,N,N,N,A1,A1,2,True,False
accountability,C1,5000.0,0.0,NN,N,N,N,Y,B1,B1,0,True,False
accountable,C1,5000.0,9.0,social_studies,N,N,N,Y,B1,B1,1,True,False
accountancy,NN,0.0,0.0,NN,N,N,N,N,B3,C2,0,True,False
accountant,B2,5000.0,0.0,NN,N,Y,Y,Y,B1,B1,1,True,False
accoutrement,NN,0.0,0.0,NN,N,N,N,N,C2,C3,0,True,False
accredit,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True,False
accreditation,NN,0.0,0.0,NN,N,N,N,N,C1,B3,0,True,False
accrete,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True,False
accretion,NN,0.0,9.0,science,N,N,N,N,C1,NN,0,True,False
accretionary,NN,0.0,0.0,NN,N,N,N,N,C5,NN,0,False,False
accrual,NN,0.0,0.0,NN,N,N,N,Y,C1,NN,0,True,False
accrue,NN,0.0,0.0,NN,N,N,N,Y,B2,B3,0,True,False
acculturate,NN,0.0,0.0,NN,N,N,N,N,C5,C3,0,True,False
acculturation,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
accumulate,C1,5000.0,0.0,NN,N,Y,Y,Y,A4,A4,1,True,False
accumulation,C1,5000.0,9.0,science,N,Y,N,Y,A4,A4,1,True,False
accumulative,NN,0.0,0.0,NN,N,N,N,N,C4,C2,0,False,False
accumulator,NN,0.0,0.0,NN,N,N,N,N,C3,C3,0,True,False
accuracy,B2,5000.0,5.0,general,N,Y,Y,Y,A4,A4,1,True,False
accurate,B2,3000.0,4.0,general,Y,N,N,N,A3,A2,2,True,False
accurately,B2,5000.0,6.0,general,N,Y,Y,Y,A4,A4,1,False,False
accurse,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
accursed,NN,0.0,9.0,social_studies,N,N,N,N,NN,NN,1,False,False
accusation,C1,5000.0,6.0,social_studies,N,N,N,Y,B1,B1,1,True,False
accusative,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,True,False
accusatory,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False
accuse,B2,3000.0,5.0,social_studies,N,N,N,N,A2,A2,2,True,False
accused,C1,5000.0,0.0,NN,N,N,N,N,NN,NN,0,True,False
accuser,NN,0.0,0.0,NN,N,N,N,N,C1,B3,0,True,False
accusingly,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
accustom,NN,0.0,0.0,NN,N,Y,Y,N,B1,B1,1,True,False
ace,NN,0.0,0.0,NN,N,N,N,N,B2,B1,1,True,False
acerbic,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,False,False
acetaldehyde,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
acetaminophen,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True,False
acetate,NN,0.0,9.0,science,N,N,N,N,C1,C1,0,True,False
acetic,NN,0.0,9.0,science,N,N,N,N,C2,NN,0,False,False
acetone,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
acetyl,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True,False
acetylate,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
acetylation,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
acetylcholine,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True,False
acetylene,NN,0.0,9.0,science,N,N,N,N,C4,NN,0,True,False
ache,NN,0.0,0.0,NN,N,N,N,N,B1,B1,1,True,False
achievable,NN,0.0,0.0,NN,N,N,N,N,C1,B3,0,False,False
achieve,A2,3000.0,5.0,general,Y,N,N,N,A1,A2,2,True,False
achievement,B1,3000.0,6.0,general,N,N,N,N,A2,A3,2,True,False
achiever,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True,False
achy,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,False,False
acid,B2,5000.0,4.0,science,N,Y,N,Y,A3,A3,2,True,False
acidic,NN,0.0,5.0,science,N,Y,N,N,A4,A4,0,False,False
acidification,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True,False
acidify,NN,0.0,0.0,NN,N,N,N,N,C3,C3,0,True,False
acidity,NN,0.0,6.0,science,N,N,N,N,C1,C1,0,True,False
acidly,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
acidophilic,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
acidosis,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
acinar,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
acinus,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
acknowledge,B2,3000.0,9.0,general,N,N,N,N,A2,A2,2,True,False
acknowledgement,NN,0.0,9.0,general,N,N,N,N,B2,B2,0,True,False
acknowledgment,NN,0.0,0.0,NN,N,N,N,N,B3,C1,1,True,False
acme,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
acne,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True,False
acolyte,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True,False
aconite,NN,0.0,0.0,NN,N,N,N,N,C4,C3,0,True,False
acorn,NN,0.0,2.0,science,N,Y,N,N,C1,C1,1,True,False
acoustic,NN,0.0,0.0,NN,N,Y,N,N,B1,B2,0,True,False
acoustical,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
acoustically,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,False,False
acquaint,NN,0.0,0.0,NN,N,N,N,N,B2,B3,1,True,False
acquaintance,NN,0.0,0.0,NN,N,Y,N,N,B1,B2,1,True,False
acquaintanceship,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
acquiesce,NN,0.0,9.0,social_studies,N,N,N,N,C1,C2,0,True,False
acquiescence,NN,0.0,0.0,NN,N,N,N,N,C1,C2,1,True,False
acquiescent,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
acquire,B2,3000.0,6.0,general,Y,N,N,N,A2,A3,2,True,False
acquiree,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,
acquirer,NN,0.0,0.0,NN,N,N,N,N,C2,C3,0,True,False
acquisition,C1,5000.0,0.0,NN,N,N,N,N,A3,A3,1,True,False
acquisitive,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False
acquisitiveness,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
acquit,NN,0.0,9.0,social_studies,N,N,N,N,B2,B2,1,True,False
acquittal,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True,False
acre,B2,5000.0,5.0,math,N,Y,N,Y,B1,B1,2,True,False
acreage,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True,False
acrid,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,False,False
acrimonious,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,False,False
acrimony,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True,False
acrobat,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,True,False
acrobatic,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,True,False
acronym,NN,0.0,9.0,general,N,Y,N,N,B3,B3,0,True,False
acropolis,NN,0.0,6.0,social_studies,N,N,N,N,C3,NN,0,True,False
acrosome,NN,0.0,0.0,NN,N,N,N,N,C1,NN,0,True,
across,A1,3000.0,0.0,NN,Y,N,N,N,A1,A1,2,False,False
acrylamide,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
acrylic,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True,False
act,A2,3000.0,0.0,NN,Y,N,N,N,A1,A1,2,True,False
actin,NN,0.0,9.0,science,N,N,N,N,C3,NN,0,True,False
actinic,NN,0.0,0.0,NN,N,N,N,N,C3,C3,0,False,False
actinide,NN,0.0,9.0,science,N,N,N,N,NN,NN,0,True,False
actinomycin,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
action,A1,3000.0,0.0,NN,N,N,N,N,A1,A1,2,True,False
actionable,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,False,False
activate,B2,5000.0,6.0,science,N,N,Y,N,A4,A4,0,True,False
activation,C1,5000.0,6.0,science,N,N,N,N,B1,B3,0,True,False
activator,NN,0.0,0.0,NN,N,N,N,N,C2,C3,0,True,False
active,A2,3000.0,3.0,general,Y,N,N,N,A2,A2,2,True,False
actively,NN,0.0,0.0,NN,N,Y,Y,Y,A4,A4,1,False,False
activeness,NN,0.0,0.0,NN,N,N,N,N,C5,NN,0,True,False
activism,NN,0.0,9.0,social_studies,N,N,N,N,B3,B2,0,True,False
activist,C1,5000.0,6.0,social_studies,N,Y,N,Y,B1,A4,0,True,False
activity,A1,3000.0,1.0,general,N,N,N,N,A1,A1,2,True,False
actor,A1,3000.0,0.0,NN,N,N,N,N,A2,A2,2,True,False
actress,A1,3000.0,0.0,NN,N,Y,Y,N,A4,B1,2,True,False
actual,B2,3000.0,4.0,general,Y,N,N,N,A2,A2,2,True,False
actuality,NN,0.0,0.0,NN,N,N,N,N,C1,C1,1,True,False
actualization,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True,False
actualize,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True,False
actually,A2,3000.0,0.0,NN,N,N,N,N,A1,A1,2,False,False
actuarial,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,False,False
actuary,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,True,False
actuate,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True,False
actuator,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,True,False
acuity,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,True,False
acumen,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True,False
acupuncture,NN,0.0,6.0,social_studies,N,Y,N,N,C1,C1,0,True,False
acute,C1,5000.0,4.0,general,N,Y,N,N,A4,A4,1,True,False
acutely,NN,0.0,0.0,NN,N,N,N,N,B3,B3,0,False,False
acuteness,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
acyclic,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
acyclovir,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True,False
acyl,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
ad,B1,3000.0,0.0,NN,N,N,N,N,A2,A2,2,True,False
adage,NN,0.0,9.0,general,N,N,N,N,C1,B3,0,True,False
adamant,NN,0.0,0.0,NN,N,N,N,N,B3,B2,0,True,False
adamantine,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
adamantly,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,False,False
adams,NN,0.0,0.0,NN,N,Y,N,N,NN,NN,0,True,True
adapt,B2,3000.0,2.0,science,Y,N,N,N,A3,A3,2,True,False
adaptability,NN,0.0,0.0,NN,N,N,N,N,C1,C2,0,True,False
adaptable,NN,0.0,0.0,NN,N,Y,N,N,C1,C1,0,False,False
adaptation,C1,5000.0,3.0,general,N,Y,N,N,A4,A4,1,True,False
adaptational,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
adapter,NN,0.0,0.0,NN,N,N,Y,N,C1,C1,0,True,False
adaption,NN,0.0,0.0,NN,N,N,N,N,C3,C3,0,True,False
adaptive,NN,0.0,9.0,science,N,N,N,N,A4,A4,0,False,False
adaptively,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
adaptor,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True,False
add,A1,3000.0,0.0,NN,Y,N,N,N,A1,A1,2,True,False
addend,NN,0.0,2.0,math,N,N,N,N,NN,NN,0,True,False
addendum,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,True,False
adder,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True,False
addict,NN,0.0,0.0,NN,N,N,N,N,B1,B1,0,True,False
addiction,B2,5000.0,0.0,NN,N,N,N,N,B1,B1,0,True,False
addictive,NN,0.0,0.0,NN,N,N,N,N,B2,B2,0,False,False
addition,B1,3000.0,1.0,general,N,N,N,N,A1,A2,2,True,False
additional,B2,3000.0,5.0,general,N,N,N,N,A2,A2,2,False,False
additionally,B2,5000.0,9.0,general,N,Y,Y,N,B1,B3,0,False,False
additive,NN,0.0,0.0,NN,N,Y,N,N,B2,B3,0,True,False
addle,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True,False
address,A1,3000.0,0.0,NN,N,N,N,N,A1,A1,2,True,False
addressee,NN,0.0,0.0,NN,N,N,N,N,C1,C2,0,True,False
adduce,NN,0.0,0.0,NN,N,N,N,N,C1,C3,0,True,False
adduct,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
adduction,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
ade,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,
