Word,oxford_level,oxford_version,lexile_grade,lexile_category,awsl,toefl,tsl,bsl,ngsl_freq,ngsl_sp_freq,naver_priority,lemmetized,proper_noun
undoubtedly,C1,5000.0,0.0,NN,N,Y,N,Y,B1,B1,1,False,False
undramatic,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False
undrawn,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
undress,NN,0.0,0.0,NN,N,N,N,N,B3,B3,1,True,False
undue,NN,0.0,0.0,NN,N,N,N,N,B3,B3,1,False,False
undulate,NN,0.0,0.0,NN,N,N,N,N,C1,C2,0,True,False
undulation,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,True,False
unduly,NN,0.0,0.0,NN,N,N,N,N,B3,B3,0,False,False
undying,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,False,False
unearned,NN,0.0,0.0,NN,N,N,N,N,C3,C3,0,False,False
unearth,NN,0.0,0.0,NN,N,N,N,N,B3,C1,0,True,False
unearthly,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,False,False
unease,NN,0.0,0.0,NN,N,N,N,N,B3,C1,0,True,False
uneasily,NN,0.0,0.0,NN,N,N,N,N,C1,NN,1,False,False
uneasiness,NN,0.0,0.0,NN,N,N,N,N,C1,C1,1,True,False
uneasy,NN,0.0,0.0,NN,N,N,N,N,B1,B2,1,True,False
uneatable,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
uneaten,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False
uneconomic,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,False,False
uneconomical,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False
uneducated,NN,0.0,9.0,social_studies,N,N,N,N,C1,B3,0,False,False
unelectable,NN,0.0,0.0,NN,N,N,N,N,C5,C3,0,False,False
unelected,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,False,False
unembarrassed,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
unemotional,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
unemotionally,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
unemployable,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True,False
unemployed,B1,3000.0,4.0,social_studies,N,N,Y,Y,A4,A4,2,True,False
unemployment,B1,3000.0,5.0,social_studies,N,N,N,N,A2,A2,2,True,False
unencumbered,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,False,False
unending,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,False,False
unendurable,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
unenforceable,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,False,False
unenjoyable,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
unenthusiastic,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,False,False
unenthusiastically,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
unenviable,NN,0.0,0.0,NN,N,N,N,N,C2,C3,0,False,False
unequal,NN,0.0,9.0,general,N,N,N,N,B3,B3,1,True,False
unequally,NN,0.0,9.0,science,N,N,N,N,C3,NN,0,False,False
unequivocal,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,False,False
unequivocally,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,False,False
unerringly,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
unethical,NN,0.0,0.0,NN,N,N,N,N,C1,B3,0,False,False
uneven,NN,0.0,9.0,general,N,Y,N,N,B2,B3,1,False,False
unevenly,NN,0.0,9.0,social_studies,N,N,N,N,C2,NN,0,False,False
unevenness,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True,False
uneventful,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,False,False
uneventfully,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
unexamined,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,False,False
unexceptionable,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
unexceptional,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False
unexpected,B2,3000.0,6.0,general,N,Y,Y,Y,A4,B1,2,True,False
unexpectedly,NN,0.0,9.0,general,N,N,N,Y,B1,B3,1,False,False
unexpectedness,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
unexperienced,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
unexpired,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False
unexplainable,NN,0.0,0.0,NN,N,N,N,N,C5,NN,0,False,False
unexplained,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,False,False
unexploded,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,False,False
unexplored,NN,0.0,0.0,NN,N,N,N,N,C2,C3,0,False,False
unexposed,NN,0.0,0.0,NN,N,N,N,N,C5,C3,0,False,False
unexpressed,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False
unfailing,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,False,False
unfailingly,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False
unfair,B1,3000.0,0.0,NN,N,Y,N,Y,B1,A4,2,True,False
unfairly,NN,0.0,4.0,social_studies,N,N,N,N,B3,B2,0,False,False
unfairness,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True,False
unfaithful,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,False,False
unfamiliar,NN,0.0,4.0,general,N,Y,Y,N,B1,B2,1,True,False
unfamiliarity,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,True,False
unfamous,NN,0.0,0.0,NN,N,N,N,N,C5,NN,0,False,False
unfashionable,NN,0.0,0.0,NN,N,N,N,N,C1,C2,0,False,False
unfasten,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True,False
unfathomable,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,False,False
unfavorable,NN,0.0,9.0,general,N,N,N,Y,B3,C1,1,True,False
unfavorably,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,False,False
unfazed,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
unfed,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
unfeeling,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
unfeigned,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
unfelt,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
unfeminine,NN,0.0,0.0,NN,N,N,N,N,C5,NN,0,False,False
unfenced,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
unfertilized,NN,0.0,0.0,NN,N,N,N,N,C3,C3,0,False,False
unfettered,NN,0.0,0.0,NN,N,N,N,N,C1,B3,0,False,False
unfilled,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,False,False
unfiltered,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,False,False
unfinished,NN,0.0,0.0,NN,N,N,N,N,B2,B2,1,False,False
unfit,NN,0.0,0.0,NN,N,N,N,N,B3,C1,1,True,False
unflagging,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False
unflappable,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,False,False
unflattering,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,False,False
unfocused,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,False,False
unfold,B2,5000.0,6.0,general,N,N,N,N,B1,B1,1,True,False
unforced,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False
unforeseeable,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False
unforeseen,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,False,False
unforgettable,NN,0.0,0.0,NN,N,N,N,N,B3,C1,0,False,False
unforgivable,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,False,False
unformed,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
unforthcoming,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
unfortunate,B2,5000.0,0.0,NN,N,N,N,N,B1,A4,2,True,False
unfortunately,A2,3000.0,0.0,NN,N,N,N,N,A2,A2,2,False,False
unfounded,NN,0.0,0.0,NN,N,Y,N,N,C1,C1,0,False,False
unframed,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
unfree,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
unfreeze,NN,0.0,0.0,NN,N,N,N,N,C3,C1,0,True,False
unfrequented,NN,0.0,0.0,NN,N,N,N,N,C5,NN,0,False,False
unfriendliness,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
unfriendly,NN,0.0,9.0,social_studies,N,N,N,N,B3,C1,2,True,False
unfulfilled,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,False,False
unfunded,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,False,False
unfunny,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True,False
unfurl,NN,0.0,0.0,NN,N,N,N,N,C1,C2,0,True,False
unfurnished,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False
unfused,NN,0.0,0.0,NN,N,N,N,N,C4,NN,2,False,False
ungainly,NN,0.0,0.0,NN,N,N,N,N,C2,C3,0,True,False
ungallant,NN,0.0,0.0,NN,N,N,N,N,C5,NN,0,False,False
ungenerous,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
ungentlemanly,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
unglamorous,NN,0.0,0.0,NN,N,N,N,N,C3,C3,0,False,False
unglove,NN,0.0,0.0,NN,N,N,N,N,C5,NN,0,False,
ungodly,NN,0.0,0.0,NN,N,N,N,N,C3,C3,0,False,False
ungovernable,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
ungracious,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False
ungraciously,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
ungrammatical,NN,0.0,0.0,NN,N,Y,N,N,C2,C3,0,False,False
ungrateful,NN,0.0,6.0,social_studies,N,N,N,N,C2,C2,1,False,False
ungroup,NN,0.0,9.0,math,N,N,N,N,NN,NN,0,False,
unguarded,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,False,False
unguided,NN,0.0,0.0,NN,N,N,N,N,C5,NN,0,False,False
ungulate,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True,False
unhand,NN,0.0,0.0,NN,N,N,N,N,C5,NN,0,True,False
unhappily,NN,0.0,0.0,NN,N,N,N,N,C1,C2,1,False,False
unhappiness,NN,0.0,6.0,social_studies,N,N,N,N,B3,B3,1,True,False
unhappy,A2,3000.0,0.0,NN,N,Y,Y,Y,A4,B1,2,True,False
unharmed,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,False,False
unharness,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
unhealthy,NN,0.0,0.0,NN,N,Y,N,N,B2,B2,1,True,False
unheard,NN,0.0,0.0,NN,N,N,N,N,B3,B2,0,False,False
unheated,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False
unheeded,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False
unheeding,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,
unhelpful,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,False,False
unhelpfully,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
unheralded,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,False,False
unhesitatingly,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False
unhindered,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,False,False
unhinge,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True,False
unhitch,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
unholy,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,False,False
unhomogenized,NN,0.0,0.0,NN,N,N,N,N,C5,C3,0,False,False
unhook,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True,False
unhurried,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,False,False
unhurriedly,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
unhurt,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,False,False
unhygienic,NN,0.0,0.0,NN,N,N,N,N,C3,C3,0,False,False
unicameral,NN,0.0,9.0,social_studies,N,N,N,N,C2,NN,0,False,False
unicellular,NN,0.0,5.0,science,N,N,N,N,NN,NN,0,False,False
unicorn,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,True,False
unicycle,NN,0.0,0.0,NN,N,N,N,N,C5,NN,0,True,False
unidentifiable,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
unidentified,NN,0.0,0.0,NN,N,N,N,N,B2,B1,0,False,False
unidimensional,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
unidirectional,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,False,False
unification,NN,0.0,6.0,social_studies,N,N,N,N,B3,B3,0,True,False
unifier,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True,False
uniform,A2,3000.0,0.0,NN,Y,N,N,N,A3,A3,2,True,False
uniformitarianism,NN,0.0,9.0,science,N,N,N,N,NN,NN,0,False,False
uniformity,NN,0.0,0.0,NN,N,N,N,N,B3,C1,1,True,False
uniformly,NN,0.0,9.0,science,N,Y,N,N,B3,C1,1,False,False
unify,C1,5000.0,0.0,NN,N,Y,N,Y,A4,A4,0,True,False
unilateral,NN,0.0,0.0,NN,N,N,N,N,B2,B2,0,False,False
unilateralism,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True,False
unilateralist,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True,False
unilaterally,NN,0.0,0.0,NN,N,N,N,N,C1,B2,0,False,False
unimaginable,NN,0.0,0.0,NN,N,N,N,N,C1,B3,0,False,False
unimaginably,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False
unimaginative,NN,0.0,0.0,NN,N,N,N,N,C2,C3,0,False,False
unimagined,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
unimodal,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
unimpaired,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False
unimpassioned,NN,0.0,0.0,NN,N,N,N,N,C5,NN,0,False,False
unimpeachable,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False
unimpeded,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,False,False
unimportant,NN,0.0,0.0,NN,N,Y,N,N,B2,B3,2,False,False
unimpressed,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,False,False
unimpressive,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,False,False
unimproved,NN,0.0,0.0,NN,N,N,N,N,C5,NN,0,False,False
unincorporated,NN,0.0,0.0,NN,N,Y,N,N,C1,NN,0,False,False
unindexed,NN,0.0,0.0,NN,N,N,N,N,C5,NN,0,False,False
unindicted,NN,0.0,0.0,NN,N,N,N,N,C5,C3,-1,False,False
uninfected,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,False,False
uninflected,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
uninfluenced,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
uninformative,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False
uninformed,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,False,False
uninhabitable,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,False,False
uninhabited,NN,0.0,0.0,NN,N,N,N,N,C1,C2,0,False,False
uninhibited,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,False,False
uninitiated,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,False,False
uninjured,NN,0.0,0.0,NN,N,N,N,N,C3,C3,0,False,False
uninspired,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,False,False
uninsured,NN,0.0,0.0,NN,N,N,N,N,C1,B1,0,False,False
unintelligent,NN,0.0,0.0,NN,N,N,N,N,C4,C3,0,False,False
unintelligible,NN,0.0,0.0,NN,N,N,N,N,A4,A3,0,False,False
unintended,NN,0.0,9.0,general,N,N,N,N,B3,B2,0,False,False
unintentional,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,False,False
unintentionally,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,False,False
uninterested,NN,0.0,0.0,NN,N,N,N,N,C1,C2,0,False,False
uninteresting,NN,0.0,0.0,NN,N,N,N,N,C1,C2,0,False,False
uninterrupted,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,False,False
uninvited,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,False,False
uninviting,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False
uninvolved,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False
union,B1,3000.0,3.0,social_studies,N,N,N,N,A2,A1,2,True,False
unionism,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True,False
unionist,NN,0.0,0.0,NN,N,N,N,N,B2,B1,0,True,False
unionization,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True,False
unionize,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True,False
unipolar,NN,0.0,0.0,NN,N,N,N,N,C2,C3,0,False,False
uniprocessor,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
unique,B2,3000.0,3.0,general,Y,N,N,N,A2,A2,2,True,False
uniquely,NN,0.0,0.0,NN,N,N,N,N,B2,B2,0,False,False
uniqueness,NN,0.0,0.0,NN,N,N,N,N,B3,C1,0,True,False
unisex,NN,0.0,0.0,NN,N,N,N,N,C3,C3,0,False,False
unison,NN,0.0,0.0,NN,N,Y,N,N,B3,B2,1,True,False
unissued,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
unit,A2,3000.0,1.0,math,Y,N,N,N,A1,A2,2,True,False
unitary,NN,0.0,9.0,social_studies,N,Y,N,N,C1,C1,0,False,False
unite,B2,5000.0,1.0,social_studies,Y,N,N,N,A3,A2,2,True,False
united,A2,3000.0,0.0,NN,N,N,N,N,NN,NN,2,False,False
uniter,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,False,False
unitize,NN,0.0,0.0,NN,N,N,N,N,C5,NN,0,False,False
unity,B2,5000.0,0.0,NN,N,Y,N,Y,A4,A4,1,True,False
univariate,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False
universal,B2,5000.0,6.0,general,N,N,N,N,A3,A2,1,True,False
universalism,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,True,False
universalist,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
universalistic,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,
universality,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True,False
universalize,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True,False
universally,NN,0.0,0.0,NN,N,Y,N,N,B2,B2,1,False,False
universe,B2,3000.0,4.0,science,N,N,N,N,A3,A3,2,True,False
university,A1,3000.0,0.0,NN,Y,N,N,N,A1,A1,2,True,False
unjust,NN,0.0,0.0,NN,N,N,N,N,B3,B3,1,False,False
unjustifiable,NN,0.0,0.0,NN,N,N,N,N,C2,C3,0,False,False
unjustifiably,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False
unjustified,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,False,False
unjustly,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,False,False
unkempt,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,False,False
unkind,NN,0.0,0.0,NN,N,N,N,N,C1,C1,2,True,False
unkindly,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,False,False
unkindness,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True,False
unknot,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
unknowable,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,False,False
unknowing,NN,0.0,0.0,NN,N,N,N,N,C3,C3,0,True,False
unknowingly,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,False,False
unknown,B2,3000.0,0.0,NN,N,N,N,N,A3,A3,2,True,False
unlabeled,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
unlabelled,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
unlace,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
unladylike,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
unlatch,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
unlawful,NN,0.0,6.0,social_studies,N,N,N,N,B3,B3,0,False,False
unlawfully,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,False,False
unleaded,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,False,False
unlearn,NN,0.0,0.0,NN,N,N,N,N,C3,C3,0,True,False
unleash,NN,0.0,9.0,social_studies,N,N,N,N,B2,B2,0,True,False
unleavened,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
unless,B1,3000.0,0.0,NN,Y,N,N,N,A2,A1,2,False,False
unlicensed,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,False,False
unlighted,NN,0.0,0.0,NN,N,N,N,N,C4,NN,1,False,False
unlikable,NN,0.0,0.0,NN,N,N,N,N,C3,C3,0,False,False
unlike,B1,3000.0,0.0,NN,N,N,N,N,A2,A3,2,False,False
unlikely,B1,3000.0,9.0,general,N,N,N,N,A3,A3,2,True,False
unlimited,NN,0.0,0.0,NN,N,Y,Y,Y,B1,B1,1,False,False
unlined,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
unlink,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
unlisted,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,False,False
unlit,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,False,False
unlive,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
unload,NN,0.0,0.0,NN,N,N,Y,N,B2,B2,2,True,False
unlock,NN,0.0,0.0,NN,N,N,N,N,B2,B2,1,True,False
unloose,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,True,False
unlovable,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
unloved,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,False,False
unlovely,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
unluckily,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,False,False
unlucky,NN,0.0,0.0,NN,N,N,N,N,B3,B3,2,True,False
unmade,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False
unmake,NN,0.0,0.0,NN,N,N,N,N,C3,C2,0,True,False
unman,NN,0.0,0.0,NN,N,N,N,N,C1,B3,0,True,False
unmanageable,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,False,False
unmanaged,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False
unmanly,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
unmannerly,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
unmarked,NN,0.0,0.0,NN,N,N,N,N,B3,C1,0,False,False
unmarried,NN,0.0,9.0,social_studies,N,Y,N,N,B2,B3,1,False,False
unmask,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,True,False
unmatched,NN,0.0,0.0,NN,N,N,N,N,C1,C2,0,False,False
unmated,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
unmediated,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False
unmemorable,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
unmentionable,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True,False
unmentioned,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False
unmerited,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
unmet,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,False,False
unmindful,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
unmissable,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False
unmistakable,NN,0.0,0.0,NN,N,N,N,N,B3,C1,1,False,False
unmistakably,NN,0.0,0.0,NN,N,N,N,N,C1,C2,0,False,False
unmitigated,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,False,False
unmix,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False
unmodified,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False
unmotivated,NN,0.0,0.0,NN,N,N,N,N,C3,C3,0,False,False
unmoved,NN,0.0,0.0,NN,N,N,N,N,C1,C2,1,False,False
unnamed,NN,0.0,0.0,NN,N,N,N,N,B3,B3,0,False,False
unnatural,NN,0.0,0.0,NN,N,N,N,N,B2,B3,1,False,False
unnaturally,NN,0.0,0.0,NN,N,N,N,N,C2,C3,0,False,False
unnecessarily,NN,0.0,0.0,NN,N,N,N,N,B3,B3,1,False,False
unnecessary,B1,3000.0,0.0,NN,N,Y,Y,Y,B1,B1,2,False,False
unneeded,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False
unnerve,NN,0.0,9.0,social_studies,N,N,N,N,C1,C1,0,True,False
unnesessary,NN,0.0,0.0,NN,N,N,N,N,C5,NN,-1,False,
unnoticeable,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
unnoticed,NN,0.0,0.0,NN,N,N,N,N,B3,C1,1,False,False
unnumbered,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
unobjectionable,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
unobservable,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,True,False
unobservant,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
unobserved,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,False,False
unobstructed,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False
unobtainable,NN,0.0,0.0,NN,N,N,N,N,C3,C3,0,False,False
unobtrusive,NN,0.0,0.0,NN,N,N,N,N,C1,C2,0,False,False
unobtrusively,NN,0.0,0.0,NN,N,N,N,N,C2,NN,0,False,False
unoccupied,NN,0.0,0.0,NN,N,N,N,N,C1,C1,1,False,False
unofficial,NN,0.0,0.0,NN,N,Y,N,N,B2,B2,1,False,False
unofficially,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,False,False
unopened,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,False,False
unopposed,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,False,False
unorganized,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,False,False
unorthodox,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,False,False
unpack,NN,0.0,0.0,NN,N,N,N,N,B3,B3,0,True,False
unpaid,NN,0.0,9.0,social_studies,N,N,Y,Y,B2,B2,0,False,False
unpainted,NN,0.0,0.0,NN,N,N,N,N,C3,NN,0,False,False
unpaired,NN,0.0,9.0,science,N,N,N,N,C3,C2,0,False,False
unpalatable,NN,0.0,0.0,NN,N,N,N,N,C2,C2,0,False,False
unparalleled,NN,0.0,0.0,NN,N,N,N,N,C1,C1,0,False,False
unpardonable,NN,0.0,0.0,NN,N,N,N,N,C4,NN,0,False,False
unparliamentary,NN,0.0,0.0,NN,N,N,N,N,C5,NN,0,False,False
unpasteurized,NN,0.0,0.0,NN,N,N,N,N,C5,C3,0,False,False
unpatriotic,NN,0.0,0.0,NN,N,N,N,N,C2,C1,0,False,False
