num,start,end,script
2,00:00:57.557,00:00:59.684,"['for', 'flight', 'two', 'to', 'London,', 'Heathrow.']"
3,00:01:00.810,00:01:01.728,['Okay.']
4,00:01:09.903,00:01:11.863,"[""I'm"", 'not', 'even', 'going', 'to', 'say', 'it,', 'Kate.']"
5,00:01:12.947,00:01:15.116,"['Maybe', ""it'll"", 'be', 'like', 'I', 'never', 'left.']"
6,00:01:16.993,00:01:18.036,['Okay?']
7,00:01:31.216,00:01:32.050,['Wait.']
8,00:01:35.553,00:01:37.972,"['I', 'have', 'a', 'really', 'bad', 'feeling', 'about', 'this.']"
9,00:01:38.056,00:01:39.682,"['About', 'the', 'plane?']"
10,00:01:40.433,00:01:42.602,"['You', 'think', ""it's"", 'gonna', 'crash?', ""Don't"", 'say', 'that.']"
11,00:01:42.685,00:01:45.855,"['No.', 'Look,', 'I', 'know', 'that', ""we've"", 'talked', 'about', 'this', 'a', 'thousand', 'times']"
12,00:01:45.939,00:01:48.733,"['and', 'we', 'agreed', 'that', 'going', 'to', 'London', 'was', 'the', 'right', 'thing', 'to', 'do.']"
13,00:01:49.526,00:01:52.695,"['But', 'in', 'my', 'heart,', 'this', 'feels', 'wrong.']"
14,00:01:55.073,00:01:57.867,"[""-Don't"", 'go,', 'Jack.', '-You', 'mean', ""don't"", 'go', 'at', 'all?']"
15,00:01:58.618,00:02:00.453,"['Well,', 'what…', 'what', 'about', 'my', 'internship?']"
16,00:02:00.537,00:02:01.704,"['Believe', 'me,', 'I', 'know,']"
17,00:02:01.788,00:02:04.082,"['I', 'know', 'what', 'an', 'incredible', 'opportunity', 'this', 'is', 'for', 'you.']"
18,00:02:04.165,00:02:06.626,"['-For', 'us,', 'Kate.', '-Right,', 'for', 'us.']"
19,00:02:07.252,00:02:09.254,"['But', ""I'm"", 'afraid', 'that', 'if', 'you', 'get', 'on', 'that', 'plane--']"
20,00:02:09.921,00:02:12.173,"['Look,', ""we're"", 'at', 'the', 'airport.']"
21,00:02:12.257,00:02:14.342,"['Nobody', 'ever', 'thinks', 'clearly', 'at', 'the', 'airport.']"
22,00:02:15.176,00:02:17.804,"['So', 'we', 'should', 'just', 'trust', 'the', 'decision', 'we', 'already', 'made.']"
23,00:02:18.388,00:02:21.599,"[""You've"", 'been', 'accepted', 'to', 'one', 'of', 'the', 'best', 'law', 'schools', 'in', 'the', 'country.']"
24,00:02:21.683,00:02:24.227,"[""I've"", 'got', 'this', 'internship', 'at', ""Barclay's"", 'Bank.']"
25,00:02:24.310,00:02:26.229,"['We', 'have', 'a', 'great', 'plan,', 'honey.']"
26,00:02:28.189,00:02:30.483,"['You', 'wanna', 'do', 'something', 'great,', 'Jack?']"
27,00:02:30.567,00:02:35.155,"[""Let's"", 'flush', 'the', 'plan.', ""Let's"", 'start', 'our', 'lives,', 'right', 'now,', 'today.']"
28,00:02:35.238,00:02:37.866,"['I', 'mean,', 'I', 'have', 'no', 'idea', 'what', 'this', 'life', 'is', 'gonna', 'look', 'like,']"
29,00:02:37.949,00:02:40.201,"['but', 'I', 'know', 'that', 'it', 'has', 'the', 'both', 'of', 'us', 'in', 'it,']"
30,00:02:40.285,00:02:41.744,"['and', 'I', 'choose', 'us.']"
31,00:02:44.747,00:02:47.083,"['The', 'plan', ""doesn't"", 'make', 'us', 'great,', 'Jack.']"
32,00:02:47.876,00:02:50.378,"['What', 'we', 'have', 'together,', ""that's"", 'what', 'makes', 'us', 'great.']"
33,00:03:00.930,00:03:04.183,"['-I', 'love', 'you,', 'Kate.', '-I', 'love', 'you', 'too.', 'I', 'do.']"
34,00:03:09.355,00:03:12.150,"['And', 'one', 'year', 'in', 'London', 'is', 'not', 'gonna', 'change', 'that.']"
35,00:03:13.109,00:03:15.236,"['A', 'hundred', 'years', ""couldn't"", 'change', 'that.']"
36,00:03:34.088,00:03:37.300,"['…economists', 'were', 'predicting', 'a', 'mild', 'rally', 'in', 'the', 'bond', 'market.']"
37,00:03:37.383,00:03:41.012,"['But', 'as', ""yesterday's"", 'trading', 'drew', 'to', 'a', 'close,', 'the', 'profit-takers', 'stepped', 'in']"
38,00:03:41.095,00:03:43.765,"['sending', 'all', 'the', 'major', 'indexes', 'sharply', 'lower,']"
39,00:03:43.848,00:03:46.017,"['and', 'creating', 'a', 'note', 'of', 'uncertainty…']"
41,00:03:50.980,00:03:53.274,"['I', 'said,', 'last', 'night', 'was', 'great.']"
42,00:03:53.358,00:03:56.694,"['You', 'are', 'an', 'amazing', 'lover.']"
43,00:03:56.778,00:03:59.113,"['Thanks.', ""You're"", 'not', 'bad', 'yourself.']"
44,00:03:59.197,00:04:02.617,"['-I', 'wanna', 'see', 'you', 'again.', ""-I'd"", 'like', 'that', 'too.']"
45,00:04:02.700,00:04:03.660,['Tonight.']
47,00:04:07.080,00:04:08.623,"['So?', ""I'll"", 'pour', 'eggnog', 'over', 'you.']"
50,00:04:12.126,00:04:14.295,"['I', 'have', 'to', 'go', 'visit', 'my', 'parents', 'out', 'in', 'Jersey.']"
51,00:04:14.879,00:04:16.047,['Jersey?']
52,00:04:16.130,00:04:19.300,"['Do', 'you', 'have', 'any', 'idea', 'what', 'the', ""traffic's"", 'gonna', 'be', 'like?']"
53,00:04:20.009,00:04:21.427,"[""That's"", 'why', ""I'm"", 'taking', 'the', 'train.']"
54,00:04:23.721,00:04:24.973,"['It', 'was', 'nice', 'meeting', 'you,', 'Jack.']"
70,00:05:26.659,00:05:28.536,"['You', ""don't"", 'have', 'to', 'stop', 'singing', 'on', 'my', 'account.']"
71,00:05:28.619,00:05:30.496,"['Oh,', ""it's"", 'because', ""I'm"", 'shy,', 'Betty.']"
72,00:05:31.831,00:05:35.209,"['So,', 'when', 'are', 'you', 'gonna', 'leave', 'that', 'old', 'corpse,', 'Mr.', 'Peterson,']"
73,00:05:35.293,00:05:36.627,"['and', 'run', 'away', 'with', 'me?']"
74,00:05:37.295,00:05:40.214,"['You', 'know', 'you', 'could', 'never', 'satisfy', 'me', 'the', 'way', 'he', 'does.']"
75,00:05:41.382,00:05:42.633,['Ah.']
77,00:05:44.010,00:05:46.054,"['Merry', 'Christmas,', 'Mr.', 'Campbell.']"
78,00:05:46.137,00:05:47.722,"['How', 'did', 'you', 'make', 'out', 'this', 'year,', 'Tony?']"
79,00:05:47.805,00:05:49.265,"['Oh,', 'about', 'four', 'grand,']"
80,00:05:49.348,00:05:53.019,"['and', 'a', 'bottle', 'of', '25-year-old', 'scotch', 'from', '9D.']"
81,00:05:53.102,00:05:55.104,"[""I'm"", 'putting', 'it', 'all', 'in', 'commercial', 'paper', 'like', 'you', 'said.']"
82,00:05:55.188,00:05:57.440,"['Good,', 'but', 'just', 'until', 'the', 'deutsche', 'mark', 'turns.']"
83,00:05:57.523,00:06:00.109,"['-Thank', 'you,', 'Mr.', 'Campbell.', '-All', 'right.']"
85,00:06:41.859,00:06:44.487,"['-Good', 'morning,', 'Joe.', '-Merry', 'Christmas,', 'sir.']"
86,00:06:49.242,00:06:51.410,"['Campbell', 'wants', 'these', 'available.']"
87,00:06:51.494,00:06:52.703,"['Thanks,', 'Adelle.']"
88,00:06:53.246,00:06:54.288,"['Better', 'you', 'than', 'me.']"
89,00:06:57.416,00:07:01.462,"['If', 'Med', 'Tech', 'shares', 'fall', 'any', 'lower', 'than', '43,']"
90,00:07:01.546,00:07:03.214,"[""we're"", 'in', 'trouble', 'with', 'the', 'stock', 'valuations.']"
91,00:07:03.297,00:07:04.882,"['So', 'for', ""god's"", 'sake,', 'please,']"
92,00:07:04.966,00:07:07.552,"['watch', 'what', 'you', 'say', 'to', 'your', 'institutional', 'customers.']"
93,00:07:07.635,00:07:10.471,"['We', 'still', 'have', 'almost', 'a', 'full', 'day', 'of', 'trading', 'before', 'zero', 'hour,']"
94,00:07:10.555,00:07:12.181,"['and', 'I', ""don't"", 'want', 'any', 'trouble.']"
95,00:07:15.643,00:07:17.019,"['A', 'penny', 'for', 'your', 'thoughts,', 'Alan?']"
96,00:07:17.645,00:07:20.356,"['Hm?', 'Oh,', 'god,', ""I'm"", 'sorry.']"
97,00:07:20.440,00:07:23.317,"['Jack,', 'I', 'was', 'thinking', 'about,', 'you', 'know,', 'Dee', 'and', 'the', 'kids.']"
98,00:07:23.401,00:07:25.695,"['I', 'promised', ""I'd"", 'be', 'home', 'for', 'dinner.', ""It's"", 'Christmas', 'Eve,', 'Jack.']"
99,00:07:26.446,00:07:27.655,"['Oh,', 'is', 'that', 'tonight?']"
101,00:07:29.365,00:07:31.868,"['You', 'think', 'I', 'like', 'being', 'here', 'on', 'Christmas', 'Eve,', 'Alan?']"
102,00:07:32.618,00:07:34.954,"['No.', 'Well,', 'maybe.']"
104,00:07:36.414,00:07:37.707,['Okay.']
105,00:07:38.541,00:07:42.920,"['Okay,', 'maybe', 'I', 'do', 'have', 'a', 'touch', 'of', 'tunnel', 'vision', 'this', 'holiday', 'season.']"
106,00:07:43.004,00:07:45.256,"['But', 'in', 'two', 'days,', ""we're"", 'going', 'to', 'announce']"
107,00:07:45.339,00:07:48.468,"['one', 'of', 'the', 'largest', 'mergers', 'in', 'US', 'corporate', 'history.']"
108,00:07:48.551,00:07:49.969,"['When', 'a', 'deal', 'like', 'this', 'turns', 'up,']"
109,00:07:50.052,00:07:52.138,"['you', 'get', 'on', 'it', 'and', 'you', 'ride', 'it', 'till', ""it's"", 'over.']"
110,00:07:52.221,00:07:54.765,"['You', ""don't"", 'ask', 'it', 'for', 'a', 'vacation.']"
111,00:07:56.225,00:07:57.226,"['December', '26.']"
112,00:07:57.310,00:07:59.562,"['After', 'that,', ""there'll"", 'be', 'so', 'much', 'money', 'floating', 'around', 'here,']"
113,00:07:59.645,00:08:01.481,"[""it'll"", 'be', 'like', 'Christmas', 'every', 'day.']"
114,00:08:01.564,00:08:02.565,"['December', '26,', 'people.']"
115,00:08:02.648,00:08:05.526,"['If', ""you'd"", 'like', 'to', 'celebrate', 'that', 'day,', 'you', 'all', 'have', 'my', 'blessing.']"
116,00:08:05.610,00:08:06.861,"[""You're"", 'right,', 'Jack.', ""I'm"", 'really', 'sorry.']"
117,00:08:06.944,00:08:09.447,"['No,', 'I', ""don't"", 'want', 'you', 'to', 'be', 'sorry,', 'Alan.', 'I', 'want', 'you', 'to', 'be', 'excited.']"
118,00:08:09.530,00:08:11.741,"['I', 'want', 'my', 'gift', 'to', 'be', 'the', 'first', 'gift', 'you', 'open', 'this', 'year.']"
119,00:08:11.824,00:08:12.700,"['-You', 'know', 'why?', '-Why?']"
120,00:08:12.783,00:08:15.578,"['Because', 'my', 'gift', 'comes', 'with', 'ten', 'zeros.']"
122,00:08:18.623,00:08:21.501,"['Good', 'man.', 'Everybody,', 'turn', 'to', 'page', '12', 'in', 'your', 'prospectus.']"
