Word,Domain,Level
hydrosphere,science,5
limb,science,5
meteorite,science,5
microchip,science,5
nebula,science,5
stable,science,5
tectonic,science,5
vacuole,science,5
ventricle,science,5
zoologist,science,5
alcohol,science,5
angiosperm,science,5
antibiotic,science,5
bladder,science,5
brine,science,5
calcium,science,5
combustion,science,5
compress,science,5
concentration,science,5
digestion,science,5
dimple,science,5
excretory,science,5
finch,science,5
fungus,science,5
glassy,science,5
gradual,science,5
hormone,science,5
lithosphere,science,5
photon,science,5
plasma,science,5
pollinator,science,5
regulate,science,5
salinity,science,5
sublimation,science,5
sulfur,science,5
symbiosis,science,5
tablet,science,5
thickness,science,5
trachea,science,5
unicellular,science,5
urchin,science,5
valve,science,5
anemone,science,5
antelope,science,5
atrium,science,5
basalt,science,5
bioengineer,science,5
bleach,science,5
brightness,science,5
buildup,science,5
buoyancy,science,5
crescent,science,5
cyclone,science,5
decibel,science,5
donor,science,5
echolocation,science,5
epicenter,science,5
fragment,science,5
fuse,science,5
gel,science,5
genetic,science,5
impulse,science,5
indicator,science,5
infect,science,5
inflate,science,5
invasive,science,5
joule,science,5
larvae,science,5
liver,science,5
magnesium,science,5
meteoroid,science,5
microscopic,science,5
momentum,science,5
mucus,science,5
mutation,science,5
nonvascular,science,5
peat,science,5
ph,science,5
pouch,science,5
projection,science,5
reactants,science,5
sandpaper,science,5
setup,science,5
sieve,science,5
silicon,science,5
specimen,science,5
stomata,science,5
supernova,science,5
testable,science,5
transpiration,science,5
trench,science,5
troposphere,science,5
ultraviolet,science,5
ammonia,science,5
antacid,science,5
aquatic,science,5
archaea,science,5
asexually,science,5
astronomical,science,5
au,science,5
biceps,science,5
biology,science,5
bronchiole,science,5
bulge,science,5
cannonball,science,5
cavity,science,5
ccd,science,5
chromosome,science,5
clump,science,5
cobalt,science,5
collision,science,5
commensalism,science,5
constructive,science,5
cytoplasm,science,5
dicot,science,5
echinoderm,science,5
endocrine,science,5
exhale,science,5
furnace,science,5
gelatin,science,5
geologic,science,5
graphite,science,5
gymnosperm,science,5
hazard,science,5
infection,science,5
inorganic,science,5
interdependence,science,5
intertidal,science,5
iodine,science,5
kelp,science,5
marrow,science,5
mitochondria,science,5
monocot,science,5
mutualism,science,5
nekton,science,5
nylon,science,5
orchid,science,5
organelle,science,5
oxide,science,5
ozone,science,5
pedigree,science,5
pest,science,5
phonograph,science,5
phyla,science,5
plankton,science,5
polymer,science,5
protein,science,5
quake,science,5
reactive,science,5
riverbank,science,5
saltwater,science,5
sandstone,science,5
saturate,science,5
sensor,science,5
spruce,science,5
squid,science,5
stationary,science,5
sunspot,science,5
taxonomist,science,5
tendon,science,5
toxic,science,5
uranium,science,5
urine,science,5
veterinarian,science,5
volt,science,5
waterproof,science,5
zinc,science,5
abyssal,science,5
acidic,science,5
fullerene,science,5
lymph,science,5
penicillin,science,5
ribosome,science,5
rift,science,5
saliva,science,5
seawater,science,5
suspension,science,5
aztec,social_studies,5
rebellion,social_studies,5
confederation,social_studies,5
parliament,social_studies,5
militia,social_studies,5
birthplace,social_studies,5
apprentice,social_studies,5
battlefield,social_studies,5
federalist,social_studies,5
annex,social_studies,5
shay,social_studies,5
tariff,social_studies,5
revolt,social_studies,5
conquistador,social_studies,5
massacre,social_studies,5
portuguese,social_studies,5
repeal,social_studies,5
indenture,social_studies,5
preamble,social_studies,5
rebel,social_studies,5
tsar,social_studies,5
viking,social_studies,5
accuse,social_studies,5
mormon,social_studies,5
regiment,social_studies,5
secretary,social_studies,5
alliance,social_studies,5
basketmaker,social_studies,5
burgess,social_studies,5
charter,social_studies,5
expansion,social_studies,5
indigo,social_studies,5
loyalist,social_studies,5
reserve,social_studies,5
artisan,social_studies,5
communist,social_studies,5
elector,social_studies,5
musket,social_studies,5
punishment,social_studies,5
raid,social_studies,5
warship,social_studies,5
communism,social_studies,5
leadership,social_studies,5
minutemen,social_studies,5
republican,social_studies,5
treason,social_studies,5
census,social_studies,5
civilian,social_studies,5
debtor,social_studies,5
decline,social_studies,5
muslim,social_studies,5
policy,social_studies,5
terrorist,social_studies,5
backcountry,social_studies,5
colonization,social_studies,5
enlist,social_studies,5
gunpowder,social_studies,5
homeless,social_studies,5
impeachment,social_studies,5
inflation,social_studies,5
mercenary,social_studies,5
outlaw,social_studies,5
proprietor,social_studies,5
providence,social_studies,5
ragtime,social_studies,5
ratification,social_studies,5
shipbuilder,social_studies,5
sought,social_studies,5
treasury,social_studies,5
ammunition,social_studies,5
arsenal,social_studies,5
corporation,social_studies,5
crisis,social_studies,5
currency,social_studies,5
doctrine,social_studies,5
hessian,social_studies,5
impeach,social_studies,5
jail,social_studies,5
manifest,social_studies,5
nazi,social_studies,5
oath,social_studies,5
preach,social_studies,5
prejudice,social_studies,5
privilege,social_studies,5
rival,social_studies,5
starvation,social_studies,5
vacancy,social_studies,5
abolition,social_studies,5
antifederalist,social_studies,5
assassinate,social_studies,5
clash,social_studies,5
conquest,social_studies,5
convict,social_studies,5
dissent,social_studies,5
domestic,social_studies,5
fugitive,social_studies,5
interchangeable,social_studies,5
isthmus,social_studies,5
legislation,social_studies,5
loyalty,social_studies,5
maize,social_studies,5
monopoly,social_studies,5
muckraker,social_studies,5
nominate,social_studies,5
outnumber,social_studies,5
poverty,social_studies,5
prohibit,social_studies,5
prosper,social_studies,5
provision,social_studies,5
repay,social_studies,5
runaway,social_studies,5
sectionalism,social_studies,5
shaman,social_studies,5
surplus,social_studies,5
suspense,social_studies,5
terrorism,social_studies,5
traitor,social_studies,5
widespread,social_studies,5
appointment,social_studies,5
assassination,social_studies,5
borderland,social_studies,5
brutal,social_studies,5
caravan,social_studies,5
caravel,social_studies,5
cemetery,social_studies,5
collective,social_studies,5
conqueror,social_studies,5
criticize,social_studies,5
crusade,social_studies,5
eligible,social_studies,5
enforcement,social_studies,5
entitle,social_studies,5
execute,social_studies,5
foreshadow,social_studies,5
garrison,social_studies,5
gospel,social_studies,5
governance,social_studies,5
harmony,social_studies,5
impose,social_studies,5
inauguration,social_studies,5
jurisdiction,social_studies,5
kidnap,social_studies,5
kiva,social_studies,5
mankind,social_studies,5
nationalism,social_studies,5
nationalist,social_studies,5
overcrowd,social_studies,5
overturn,social_studies,5
panic,social_studies,5
persecution,social_studies,5
pilgrimage,social_studies,5
prayer,social_studies,5
proprietary,social_studies,5
prosperity,social_studies,5
protestant,social_studies,5
quarrel,social_studies,5
redcoat,social_studies,5
refusal,social_studies,5
resign,social_studies,5
secretly,social_studies,5
separatist,social_studies,5
siege,social_studies,5
spiritual,social_studies,5
stampede,social_studies,5
supervise,social_studies,5
tribute,social_studies,5
unemployment,social_studies,5
warfare,social_studies,5
welfare,social_studies,5
artillery,social_studies,5
casualty,social_studies,5
criminal,social_studies,5
elaborate,social_studies,5
eleventh,social_studies,5
establishment,social_studies,5
famine,social_studies,5
federation,social_studies,5
grievance,social_studies,5
igloo,social_studies,5
impressment,social_studies,5
imprison,social_studies,5
ironclad,social_studies,5
lieutenant,social_studies,5
naturalization,social_studies,5
outcast,social_studies,5
philosopher,social_studies,5
qualification,social_studies,5
ration,social_studies,5
riot,social_studies,5
salute,social_studies,5
scandal,social_studies,5
solemnly,social_studies,5
sovereignty,social_studies,5
sympathy,social_studies,5
taxation,social_studies,5
temperance,social_studies,5
tempore,social_studies,5
torment,social_studies,5
tyranny,social_studies,5
tyrant,social_studies,5
unconstitutional,social_studies,5
analysis,general,6
absolute,general,6
variation,general,6
academic,general,6
conjecture,general,6
association,general,6
interval,general,6
standardize,general,6
initial,general,6
percentage,general,6
approximate,general,6
translate,general,6
modify,general,6
randomly,general,6
conditional,general,6
periodic,general,6
approximately,general,6
objective,general,6
appeal,general,6
cite,general,6
principle,general,6
statistics,general,6
assess,general,6
verify,general,6
experimental,general,6
universal,general,6
alternate,general,6
annual,general,6
effective,general,6
bias,general,6
precision,general,6
eliminate,general,6
integration,general,6
satisfy,general,6
arrangement,general,6
calculation,general,6
extension,general,6
trend,general,6
assign,general,6
noble,general,6
thus,general,6
indirect,general,6
enable,general,6
emphasize,general,6
paraphrase,general,6
participate,general,6
aspect,general,6
continuous,general,6
compose,general,6
insight,general,6
enlarge,general,6
consult,general,6
interpretation,general,6
complement,general,6
distinct,general,6
instance,general,6
distinguish,general,6
format,general,6
distribute,general,6
synthesize,general,6
verbal,general,6
downward,general,6
margin,general,6
slant,general,6
dynamic,general,6
significant,general,6
confirm,general,6
valid,general,6
brainstorm,general,6
external,general,6
prior,general,6
restate,general,6
effectively,general,6
operate,general,6
fundamental,general,6
peer,general,6
isolate,general,6
greatly,general,6
accurately,general,6
commonly,general,6
dramatic,general,6
frequently,general,6
logically,general,6
singular,general,6
advertise,general,6
apparent,general,6
span,general,6
similarly,general,6
insert,general,6
climax,general,6
educate,general,6
imply,general,6
achievement,general,6
creative,general,6
boldface,general,6
informative,general,6
properly,general,6
ensure,general,6
fully,general,6
analogy,general,6
assumption,general,6
restrict,general,6
occupy,general,6
regard,general,6
complicate,general,6
enclose,general,6
intend,general,6
optical,general,6
intensity,general,6
tendency,general,6
virtual,general,6
admire,general,6
conversion,general,6
inductively,general,6
rapid,general,6
respectively,general,6
yield,general,6
breed,general,6
cumulative,general,6
subordinate,general,6
suspect,general,6
chronological,general,6
continuously,general,6
efficiency,general,6
undergo,general,6
categorize,general,6
rearrange,general,6
typically,general,6
update,general,6
revision,general,6
usage,general,6
derive,general,6
overlap,general,6
consistent,general,6
criteria,general,6
integrate,general,6
multimedia,general,6
atmospheric,general,6
explanatory,general,6
literacy,general,6
practical,general,6
resemble,general,6
widely,general,6
descend,general,6
improvement,general,6
obstacle,general,6
publication,general,6
simulate,general,6
briefly,general,6
highly,general,6
characterization,general,6
fascinate,general,6
hypothesize,general,6
precede,general,6
employ,general,6
restriction,general,6
anecdote,general,6
rubric,general,6
speculate,general,6
currently,general,6
limitation,general,6
meaningful,general,6
regularly,general,6
relatively,general,6
tightly,general,6
dominate,general,6
gender,general,6
organizational,general,6
participant,general,6
requirement,general,6
sufficient,general,6
systematic,general,6
circumstance,general,6
fictional,general,6
passive,general,6
specify,general,6
technical,general,6
acquire,general,6
logic,general,6
mythology,general,6
recreation,general,6
unfold,general,6
exposition,general,6
inductive,general,6
scheme,general,6
timeline,general,6
consequence,general,6
factual,general,6
astronomy,general,6
characterize,general,6
evolve,general,6
focal,general,6
quantitative,general,6
alter,general,6
denote,general,6
functional,general,6
observational,general,6
collaboration,general,6
comparative,general,6
fame,general,6
finite,general,6
orient,general,6
spun,general,6
caution,general,6
donate,general,6
exhaust,general,6
qualitative,general,6
symbolic,general,6
align,general,6
convenient,general,6
manipulate,general,6
propel,general,6
shield,general,6
significance,general,6
somewhat,general,6
exceed,general,6
exception,general,6
incomplete,general,6
keyword,general,6
originate,general,6
outward,general,6
reduction,general,6
unexpected,general,6
capitalize,general,6
destructive,general,6
occurrence,general,6
quest,general,6
rarely,general,6
steadily,general,6
symbolize,general,6
adequate,general,6
afterward,general,6
analytical,general,6
anticipate,general,6
classical,general,6
complexity,general,6
freely,general,6
impress,general,6
interfere,general,6
memorable,general,6
narration,general,6
numerous,general,6
partly,general,6
slight,general,6
suspend,general,6
thrive,general,6
deeply,general,6
enhance,general,6
favorable,general,6
motivation,general,6
regularity,general,6
thoroughly,general,6
uncover,general,6
vague,general,6
watt,general,6
contradiction,general,6
install,general,6
regulation,general,6
smoothly,general,6
technological,general,6
visually,general,6
brightly,general,6
annually,general,6
displace,general,6
educational,general,6
excess,general,6
introductory,general,6
regardless,general,6
reinforce,general,6
repel,general,6
shortage,general,6
spite,general,6
suitable,general,6
textual,general,6
worldwide,general,6
fitness,general,6
selective,general,6
separately,general,6
vital,general,6
exposure,general,6
likewise,general,6
minimize,general,6
partially,general,6
perceive,general,6
portable,general,6
abbreviation,general,6
converge,general,6
determination,general,6
flaw,general,6
mislead,general,6
persuasion,general,6
roughly,general,6
submersible,general,6
unbiased,general,6
unchanged,general,6
coherent,general,6
effectiveness,general,6
efficiently,general,6
incorporate,general,6
yearly,general,6
probability,math,6
inequality,math,6
theorem,math,6
linear,math,6
polynomial,math,6
h,math,6
quadratic,math,6
inverse,math,6
vertex,math,6
distribution,math,6
radius,math,6
correspond,math,6
integer,math,6
transformation,math,6
geometric,math,6
exponential,math,6
substitute,math,6
intersect,math,6
mathematics,math,6
parabola,math,6
rewrite,math,6
dimension,math,6
interior,math,6
maximum,math,6
arc,math,6
deviation,math,6
translation,math,6
coefficient,math,6
tangent,math,6
notation,math,6
arithmetic,math,6
geometry,math,6
sine,math,6
intersection,math,6
trigonometric,math,6
algebraic,math,6
cosine,math,6
conjecture,math,6
minimum,math,6
interval,math,6
trapezoid,math,6
scatter,math,6
sphere,math,6
quartile,math,6
diagonal,math,6
intercept,math,6
histogram,math,6
matrix,math,6
bisector,math,6
isosceles,math,6
binomial,math,6
dilation,math,6
congruence,math,6
midpoint,math,6
circumference,math,6
proportional,math,6
altitude,math,6
portion,math,6
approximate,math,6
pythagorean,math,6
logarithm,math,6
randomly,math,6
hypotenuse,math,6
exterior,math,6
mode,math,6
consecutive,math,6
postulate,math,6
substitution,math,6
reciprocal,math,6
simulation,math,6
lateral,math,6
circular,math,6
radian,math,6
supplementary,math,6
converse,math,6
correlation,math,6
equilateral,math,6
regression,math,6
symmetric,math,6
variability,math,6
adjacent,math,6
quadrant,math,6
recursive,math,6
calculation,math,6
permutation,math,6
residual,math,6
transversal,math,6
inscribe,math,6
polyhedron,math,6
multiplier,math,6
abstractly,math,6
bisect,math,6
theoretical,math,6
overlap,math,6
finite,math,6
periodic,science,6
allele,science,6
precision,science,6
terminal,science,6
radioactive,science,6
vector,science,6
valence,science,6
voltage,science,6
cancer,science,6
reproductive,science,6
homeostasis,science,6
vitamin,science,6
carbohydrate,science,6
component,science,6
isotope,science,6
evolution,science,6
optical,science,6
conversion,science,6
meiosis,science,6
ionic,science,6
synthetic,science,6
amino,science,6
glucose,science,6
hydrocarbon,science,6
atmospheric,science,6
buoyant,science,6
dilate,science,6
enzyme,science,6
emit,science,6
mitosis,science,6
physics,science,6
phenotype,science,6
spherical,science,6
nuclei,science,6
relatively,science,6
rotational,science,6
biodiversity,science,6
synthesis,science,6
europa,science,6
genotype,science,6
inheritance,science,6
pigment,science,6
transverse,science,6
diffusion,science,6
topographic,science,6
covalent,science,6
evolve,science,6
fission,science,6
focal,science,6
oceanic,science,6
positively,science,6
zygote,science,6
antibody,science,6
immunity,science,6
uterus,science,6
gamma,science,6
centipede,science,6
interference,science,6
lipid,science,6
stimuli,science,6
fusion,science,6
biological,science,6
fetus,science,6
overlapping,science,6
reduction,science,6
starch,science,6
colon,science,6
cyclic,science,6
pathogen,science,6
tidal,science,6
methane,science,6
multilingual,science,6
retina,science,6
solstice,science,6
sunscreen,science,6
terrestrial,science,6
antigen,science,6
molecular,science,6
negatively,science,6
appendix,science,6
emission,science,6
genetics,science,6
infectious,science,6
kelvin,science,6
replication,science,6
trough,science,6
bacterial,science,6
longitudinal,science,6
piston,science,6
potassium,science,6
stratosphere,science,6
bacterium,science,6
cleavage,science,6
displace,science,6
divergent,science,6
excess,science,6
insulin,science,6
repel,science,6
symptom,science,6
decomposition,science,6
endothermic,science,6
landmass,science,6
martian,science,6
pupil,science,6
absorption,science,6
alpha,science,6
antenna,science,6
ecoregion,science,6
magnification,science,6
mesozoic,science,6
receptor,science,6
smog,science,6
watershed,science,6
cartilage,science,6
convergent,science,6
eukaryotic,science,6
exothermic,science,6
lymphatic,science,6
nucleic,science,6
unstable,science,6
eukaryote,science,6
transmission,science,6
ultrasound,science,6
bloodstream,science,6
diploid,science,6
genetically,science,6
haploid,science,6
interphase,science,6
phosphorus,science,6
topography,science,6
alkali,science,6
allergy,science,6
amoeba,science,6
anode,science,6
bilateral,science,6
binary,science,6
diabetes,science,6
hydroxide,science,6
ohm,science,6
steepness,science,6
viscosity,science,6
activation,science,6
adulthood,science,6
beverage,science,6
cardiovascular,science,6
catalyst,science,6
cnidarian,science,6
displacement,science,6
elastic,science,6
equinox,science,6
neon,science,6
node,science,6
prokaryote,science,6
semiconductor,science,6
tumor,science,6
alveoli,science,6
aurora,science,6
hyphae,science,6
asthma,science,6
cellulose,science,6
chromatid,science,6
connective,science,6
fermentation,science,6
glacial,science,6
homogeneous,science,6
nonpolar,science,6
pasture,science,6
rarefaction,science,6
contaminate,science,6
eardrum,science,6
empirical,science,6
eyepiece,science,6
hazardous,science,6
menstrual,science,6
orbital,science,6
pancreas,science,6
placenta,science,6
scuba,science,6
seedless,science,6
silica,science,6
subduction,science,6
submerge,science,6
unsaturated,science,6
cardiac,science,6
cohesion,science,6
detector,science,6
homologous,science,6
mesosphere,science,6
nucleotide,science,6
operational,science,6
peripheral,science,6
platelet,science,6
puck,science,6
radial,science,6
slime,science,6
viral,science,6
abrasion,science,6
appendage,science,6
beta,science,6
brittle,science,6
calcite,science,6
centripetal,science,6
chordate,science,6
cinder,science,6
deforestation,science,6
dispersal,science,6
fluorine,science,6
fracture,science,6
heterozygous,science,6
pathway,science,6
pivot,science,6
reactor,science,6
reflex,science,6
slit,science,6
testes,science,6
thermosphere,science,6
toothpaste,science,6
transistor,science,6
algal,science,6
armature,science,6
axon,science,6
carbonate,science,6
cholera,science,6
detergent,science,6
diaphragm,science,6
diffuse,science,6
ecological,science,6
electrically,science,6
endoskeleton,science,6
eon,science,6
fingerprint,science,6
galvanometer,science,6
ginkgo,science,6
heartbeat,science,6
heterogeneous,science,6
hydraulic,science,6
illuminate,science,6
inflammatory,science,6
inhale,science,6
inversion,science,6
modulation,science,6
noninfectious,science,6
osmosis,science,6
ovule,science,6
protozoan,science,6
syndrome,science,6
vaccination,science,6
argon,science,6
bony,science,6
cholesterol,science,6
cochlea,science,6
disposal,science,6
epidermis,science,6
extract,science,6
fishery,science,6
flask,science,6
heterotroph,science,6
hurl,science,6
monoxide,science,6
obsidian,science,6
permafrost,science,6
permeable,science,6
photosphere,science,6
reactant,science,6
seafloor,science,6
sexually,science,6
subarctic,science,6
umbra,science,6
urinary,science,6
vagina,science,6
vaporization,science,6
adolescence,science,6
asthenosphere,science,6
caffeine,science,6
charcoal,science,6
deflation,science,6
dermis,science,6
diatom,science,6
diffraction,science,6
endoplasmic,science,6
excrete,science,6
fallopian,science,6
flatworm,science,6
geocentric,science,6
gully,science,6
heliocentric,science,6
hertz,science,6
hydrochloric,science,6
inject,science,6
loess,science,6
luminous,science,6
mechanism,science,6
nephron,science,6
oceanographer,science,6
pituitary,science,6
polarize,science,6
prokaryotic,science,6
radiate,science,6
resonance,science,6
shear,science,6
solenoid,science,6
stimulate,science,6
subtropical,science,6
supergiant,science,6
uplift,science,6
alpine,science,6
cavern,science,6
coarse,science,6
cornea,science,6
electrode,science,6
excretion,science,6
fingernail,science,6
fluorescent,science,6
gecko,science,6
geology,science,6
invert,science,6
ionosphere,science,6
isobar,science,6
ligament,science,6
meander,science,6
microbe,science,6
mole,science,6
overtone,science,6
parallax,science,6
petri,science,6
pharynx,science,6
planetary,science,6
pregnancy,science,6
reticulum,science,6
roundworm,science,6
telophase,science,6
transfusion,science,6
utility,science,6
vitreous,science,6
anaphase,science,6
apparatus,science,6
boreal,science,6
bronchi,science,6
cerebrum,science,6
conceptual,science,6
corpus,science,6
crustacean,science,6
epoch,science,6
fatty,science,6
fig,science,6
flammable,science,6
forearm,science,6
gizzard,science,6
hibernation,science,6
hypothalamus,science,6
lander,science,6
longshore,science,6
medusa,science,6
mica,science,6
microclimate,science,6
monomer,science,6
photochemical,science,6
physicist,science,6
prophase,science,6
pseudopod,science,6
reddish,science,6
resultant,science,6
seaweed,science,6
sloth,science,6
spongy,science,6
subgroup,science,6
sustainable,science,6
thermostat,science,6
utensil,science,6
venom,science,6
autotroph,science,6
clastic,science,6
cleanup,science,6
clot,science,6
contamination,science,6
crystalline,science,6
cuticle,science,6
dike,science,6
dilute,science,6
endospore,science,6
ferromagnetic,science,6
gametophyte,science,6
gravitation,science,6
hydra,science,6
hydronium,science,6
hydrothermal,science,6
ignite,science,6
infancy,science,6
kettle,science,6
larynx,science,6
leafy,science,6
linkage,science,6
lithium,science,6
liverwort,science,6
metaphase,science,6
mitochondrion,science,6
mudflow,science,6
nebulae,science,6
nitrate,science,6
ooze,science,6
osteoporosis,science,6
pascal,science,6
passageway,science,6
photosynthetic,science,6
radish,science,6
semen,science,6
shale,science,6
sinkhole,science,6
subdivide,science,6
subscript,science,6
symbiotic,science,6
urea,science,6
urethra,science,6
wastewater,science,6
abdomen,science,6
adrenaline,science,6
alkaline,science,6
amorphous,science,6
amplify,science,6
antennae,science,6
atherosclerosis,science,6
birch,science,6
birthrate,science,6
blurry,science,6
canister,science,6
colorblindness,science,6
conjugation,science,6
correlate,science,6
crystallize,science,6
cystic,science,6
desertification,science,6
doorknob,science,6
electrolyte,science,6
equilibrium,science,6
feldspar,science,6
fertility,science,6
fibrosis,science,6
fixation,science,6
foliate,science,6
forage,science,6
fossilize,science,6
gaseous,science,6
gemstone,science,6
gestation,science,6
glassware,science,6
headland,science,6
hemoglobin,science,6
homozygous,science,6
inactive,science,6
influenza,science,6
instantaneous,science,6
intake,science,6
intrusion,science,6
loudspeaker,science,6
luminosity,science,6
malleability,science,6
malleable,science,6
marsupial,science,6
notochord,science,6
nourish,science,6
pulmonary,science,6
pumice,science,6
pyrite,science,6
radioactivity,science,6
reactivity,science,6
reflector,science,6
sandbar,science,6
seesaw,science,6
semiarid,science,6
sewage,science,6
slate,science,6
snowstorm,science,6
sulfide,science,6
tarantula,science,6
thaw,science,6
trophic,science,6
umbilical,science,6
unconformity,science,6
ureter,science,6
vertebrae,science,6
villi,science,6
activate,science,6
aerobic,science,6
amniotic,science,6
amp,science,6
ampere,science,6
anticyclone,science,6
auxin,science,6
biosphere,science,6
biotechnology,science,6
canopy,science,6
catfish,science,6
cerebellum,science,6
chickenpox,science,6
chromatin,science,6
clog,science,6
combustible,science,6
conveyor,science,6
crevice,science,6
deflect,science,6
dendrite,science,6
diode,science,6
dispersion,science,6
eject,science,6
epithelial,science,6
equatorial,science,6
ethanol,science,6
eutrophication,science,6
femur,science,6
flamingo,science,6
frond,science,6
gibbon,science,6
gradient,science,6
halite,science,6
halogen,science,6
halogens,science,6
helix,science,6
hominid,science,6
horsetail,science,6
inhalation,science,6
inhibitor,science,6
intrusive,science,6
jaguar,science,6
magnetize,science,6
neutralization,science,6
offshore,science,6
optimum,science,6
oscillation,science,6
paramecium,science,6
parasitism,science,6
peroxide,science,6
platypus,science,6
polyester,science,6
projectile,science,6
propane,science,6
purebred,science,6
pyroclastic,science,6
rectum,science,6
socket,science,6
spontaneous,science,6
sulfate,science,6
sulfuric,science,6
sunburn,science,6
superposition,science,6
tapeworm,science,6
threadlike,science,6
thyroid,science,6
toxin,science,6
uncharged,science,6
underside,science,6
weightless,science,6
weightlessness,science,6
wheelbarrow,science,6
abnormal,science,6
acidity,science,6
airway,science,6
alga,science,6
alluvial,science,6
alveolus,science,6
anatomy,science,6
animalia,science,6
anvil,science,6
asphalt,science,6
aspirin,science,6
atoll,science,6
bile,science,6
boron,science,6
bromine,science,6
broth,science,6
carbonic,science,6
carp,science,6
ceramic,science,6
chromosphere,science,6
commutator,science,6
cosmetic,science,6
cretaceous,science,6
deflate,science,6
dietary,science,6
eggshell,science,6
electromagnetism,science,6
endocytosis,science,6
endotherm,science,6
energetic,science,6
flagella,science,6
fleece,science,6
genome,science,6
hairlike,science,6
hardwood,science,6
heron,science,6
hologram,science,6
implant,science,6
inflammation,science,6
interglacial,science,6
interneuron,science,6
lysosome,science,6
melanin,science,6
mesquite,science,6
metabolism,science,6
mountainside,science,6
mouthpart,science,6
nearsighted,science,6
obesity,science,6
ovulation,science,6
oxidation,science,6
parental,science,6
pasteurization,science,6
perspiration,science,6
phagocyte,science,6
pheromone,science,6
placental,science,6
plasmid,science,6
platinum,science,6
porcupine,science,6
predation,science,6
primate,science,6
propulsion,science,6
protostar,science,6
pseudoscience,science,6
psychrometer,science,6
radon,science,6
rinse,science,6
rodent,science,6
seismogram,science,6
shrew,science,6
smelt,science,6
spiny,science,6
splint,science,6
stigma,science,6
streambed,science,6
supercontinent,science,6
sustainability,science,6
synapse,science,6
syringe,science,6
tarnish,science,6
tertiary,science,6
thymus,science,6
trilobite,science,6
wasp,science,6
waxy,science,6
agar,science,6
barnacle,science,6
depletion,science,6
dinoflagellate,science,6
duct,science,6
electrochemical,science,6
evolutionary,science,6
flagellum,science,6
lanthanide,science,6
planarian,science,6
rainstorm,science,6
reverberation,science,6
seafood,science,6
solidify,science,6
spacesuit,science,6
spectroscope,science,6
subscripts,science,6
vaporize,science,6
dynasty,social_studies,6
connotation,social_studies,6
achievement,social_studies,6
financial,social_studies,6
memoir,social_studies,6
tomb,social_studies,6
commission,social_studies,6
enlightenment,social_studies,6
samurai,social_studies,6
medieval,social_studies,6
irony,social_studies,6
dominate,social_studies,6
racial,social_studies,6
arab,social_studies,6
peasant,social_studies,6
revenue,social_studies,6
philosophy,social_studies,6
sumerian,social_studies,6
autobiographical,social_studies,6
subcontinent,social_studies,6
monsoon,social_studies,6
plague,social_studies,6
hindu,social_studies,6
largely,social_studies,6
buddhist,social_studies,6
abundant,social_studies,6
involvement,social_studies,6
participation,social_studies,6
reformation,social_studies,6
scroll,social_studies,6
workplace,social_studies,6
landlocked,social_studies,6
opposition,social_studies,6
propaganda,social_studies,6
athenian,social_studies,6
baltic,social_studies,6
critic,social_studies,6
maiden,social_studies,6
presidency,social_studies,6
cunning,social_studies,6
finale,social_studies,6
mosque,social_studies,6
prose,social_studies,6
balkan,social_studies,6
combat,social_studies,6
refugee,social_studies,6
reign,social_studies,6
rhetorical,social_studies,6
saudi,social_studies,6
apartheid,social_studies,6
artistic,social_studies,6
feudal,social_studies,6
minority,social_studies,6
popularity,social_studies,6
geographical,social_studies,6
hinduism,social_studies,6
finance,social_studies,6
arabic,social_studies,6
grief,social_studies,6
ottoman,social_studies,6
stereotype,social_studies,6
vow,social_studies,6
confucianism,social_studies,6
diaspora,social_studies,6
forum,social_studies,6
imperialism,social_studies,6
luxury,social_studies,6
maritime,social_studies,6
pity,social_studies,6
steppe,social_studies,6
throne,social_studies,6
caste,social_studies,6
decree,social_studies,6
diction,social_studies,6
oasis,social_studies,6
offensive,social_studies,6
pillar,social_studies,6
retail,social_studies,6
shogun,social_studies,6
stability,social_studies,6
activist,social_studies,6
afterlife,social_studies,6
authorize,social_studies,6
coalition,social_studies,6
deforestation,social_studies,6
empress,social_studies,6
grammatical,social_studies,6
manor,social_studies,6
midway,social_studies,6
aryan,social_studies,6
bishop,social_studies,6
cavalry,social_studies,6
concession,social_studies,6
employment,social_studies,6
feudalism,social_studies,6
neglect,social_studies,6
overthrow,social_studies,6
reunite,social_studies,6
ritual,social_studies,6
summon,social_studies,6
uzbekistan,social_studies,6
beggar,social_studies,6
corruption,social_studies,6
cripple,social_studies,6
euro,social_studies,6
gang,social_studies,6
instability,social_studies,6
liberation,social_studies,6
malay,social_studies,6
monastery,social_studies,6
obligation,social_studies,6
pardon,social_studies,6
scribe,social_studies,6
ballad,social_studies,6
capitalism,social_studies,6
eldest,social_studies,6
genocide,social_studies,6
negotiate,social_studies,6
nomadic,social_studies,6
occidental,social_studies,6
penalty,social_studies,6
sentiment,social_studies,6
violate,social_studies,6
agenda,social_studies,6
aggression,social_studies,6
antislavery,social_studies,6
bataan,social_studies,6
copperhead,social_studies,6
densely,social_studies,6
devotion,social_studies,6
evoke,social_studies,6
exodus,social_studies,6
ivory,social_studies,6
mob,social_studies,6
nonviolent,social_studies,6
resent,social_studies,6
revive,social_studies,6
slum,social_studies,6
vassal,social_studies,6
basho,social_studies,6
berber,social_studies,6
bribe,social_studies,6
byzantine,social_studies,6
