Word,oxford_level,oxford_version
structure,A2,3000
struggle,B2,3000
student,A1,3000
study,A1,3000
stuff,B2,3000
stunning,B2,5000
stupid,A2,3000
style,A1,3000
subject,A1,3000
submit,B2,3000
subsequent,B2,5000
subsequently,B2,5000
subtle,C1,5000
suburb,B2,5000
suburban,C1,5000
succeed,A2,3000
success,A1,3000
successful,A2,3000
successfully,B1,3000
succession,C1,5000
successive,C1,5000
successor,C1,5000
such,A2,3000
suck,C1,5000
sudden,B1,3000
suddenly,A2,3000
sue,C1,5000
suffering,B2,5000
sufficient,B2,5000
sufficiently,B2,5000
sugar,A1,3000
suggest,A2,3000
suggestion,A2,3000
suit,A2,3000
summer,A1,3000
sun/a,A1,3000
super,B2,5000
supermarket,A1,3000
supervision,C1,5000
supervisor,C1,5000
supplement,C1,5000
supply,B1,3000
support,A2,3000
supporter,B1,3000
supportive,C1,5000
suppose,A2,3000
supposedly,C1,5000
suppress,C1,5000
sure,A1,3000
surely,B1,3000
surface,B1,3000
surgeon,B2,5000
surgery,B2,3000
surprise,A2,3000
surprised,A2,3000
surprising,A2,3000
surround,B2,3000
surrounding,B2,3000
surveillance,C1,5000
survey,A2,3000
survival,B2,5000
survive,B1,3000
survivor,B2,5000
suspect,B2,3000
suspend,B2,5000
suspension,C1,5000
suspicion,C1,5000
sustainable,B2,5000
swallow,B2,5000
swear,B2,3000
sweater,A1,3000
sweet,A2,3000
swim,A1,3000
swimming,A1,3000
switch,B1,3000
symbol,A2,3000
sympathetic,B2,5000
sympathy,B2,3000
symptom,B1,3000
syndrome,C1,5000
system,A2,3000
table,A1,3000
tablet,A2,3000
tackle,B2,5000
tag,B2,5000
tail,B1,3000
take,A1,3000
tale,B2,3000
talent,B1,3000
talented,B1,3000
talk,A2,3000
tap,B2,5000
tape,B1,3000
teacher,A1,3000
teaching,A2,3000
team,A1,3000
technical,B1,3000
technique,B1,3000
technological,B2,5000
technology,A2,3000
teenage,A2,3000
teenager,A1,3000
teens,B2,5000
telephone,A1,3000
television,A1,3000
tell,A1,3000
temperature,A2,3000
temple,B2,5000
temporarily,B2,5000
temporary,B2,3000
ten,A1,3000
tend,B1,3000
tendency,B2,5000
tension,B2,5000
tent,B1,3000
term,A2,3000
terminal,B2,5000
terms,B2,5000
terribly,B2,5000
terrify,B2,5000
territory,B2,5000
terror,B2,5000
terrorism,B2,5000
terrorist,B2,5000
testing,B2,5000
text,A2,3000
textbook,B2,5000
that,A1,3000
theatre,A1,3000
theatrical,C1,5000
theft,B2,5000
their,A1,3000
themselves,A2,3000
therapist,B2,5000
therapy,B2,3000
thereafter,C1,5000
thesis,B2,5000
thick,A2,3000
thinking,A2,3000
thirsty,A1,3000
thirteen,A1,3000
thirty,A1,3000
thorough,B2,5000
thoroughly,B2,5000
thought-provoking,C1,5000
thoughtful,C1,5000
thousand,A1,3000
thread,C1,5000
threat,B2,3000
threaten,B2,3000
three,A1,3000
throat,B1,3000
through,A1,3000
throw,A2,3000
thumb,B2,5000
thursday,A1,3000
thus,B2,3000
ticket,A1,3000
tight,B1,3000
time,B2,3000
timing,B2,5000
tissue,B2,5000
to,A1,3000
today,A1,3000
together,A1,3000
toilet,A1,3000
tomato,A1,3000
ton,B2,5000
tonight,A1,3000
tonne,B2,5000
top,C1,5000
tough,B2,3000
tournament,B2,5000
towards,A2,3000
towel,A2,3000
tower,A2,3000
trace,B2,5000
track,A2,3000
trademark,C1,5000
trading,B2,5000
tradition,A2,3000
traditional,A2,3000
tragedy,B2,5000
tragic,B2,5000
train,A2,3000
trainer,A2,3000
trait,B2,5000
transaction,C1,5000
transcript,C1,5000
transfer,B2,3000
transform,B2,3000
transformation,C1,5000
transit,C1,5000
transition,B2,3000
translation,B1,3000
transmission,C1,5000
transmit,B2,5000
transparency,C1,5000
transparent,C1,5000
transport,B1,3000
transportation,B2,5000
trap,B2,5000
trauma,C1,5000
treasure,B2,5000
tremendous,C1,5000
trial,B2,3000
tribal,C1,5000
tribe,B2,5000
tribunal,C1,5000
tribute,C1,5000
trigger,B2,5000
trillion,B2,5000
trip,B2,3000
troop,B2,5000
trophy,C1,5000
trouble,B2,3000
troubled,C1,5000
trustee,C1,5000
tsunami,B2,5000
ultimate,B2,5000
ultimately,B2,3000
unacceptable,B2,5000
uncertainty,B2,5000
uncomfortable,B1,3000
unconscious,B2,3000
undergo,B2,5000
undergraduate,C1,5000
underground,A2,3000
underlying,C1,5000
undermine,C1,5000
understand,A1,3000
understanding,A2,3000
undertake,B2,5000
underwear,B1,3000
undoubtedly,C1,5000
unemployed,B1,3000
unemployment,B1,3000
unexpected,B2,3000
unfair,B1,3000
unfold,B2,5000
unfortunate,B2,5000
unfortunately,A2,3000
unhappy,A2,3000
uniform,A2,3000
unify,C1,5000
unique,B2,3000
unit,A2,3000
unite,B2,5000
united,A2,3000
unity,B2,5000
universal,B2,5000
universe,B2,3000
university,A1,3000
unknown,B2,3000
unnecessary,B1,3000
unpleasant,B1,3000
unprecedented,C1,5000
unusual,A2,3000
unveil,C1,5000
upcoming,C1,5000
update,B1,3000
upgrade,C1,5000
uphold,C1,5000
upper,B2,3000
upstairs,A2,3000
upwards,B2,3000
urban,B2,3000
urgent,B2,5000
usage,B2,5000
use,A2,3000
used,A2,3000
useless,B2,5000
user,A2,3000
utility,C1,5000
utilize,C1,5000
utterly,C1,5000
vacuum,C1,5000
vague,C1,5000
valid,B2,5000
validity,C1,5000
van,A2,3000
vanish,C1,5000
variable,C1,5000
variation,B2,5000
varied,C1,5000
various,B1,3000
vehicle,A2,3000
vein,C1,5000
venture,C1,5000
verbal,C1,5000
verdict,C1,5000
verify,C1,5000
version,B1,3000
vertical,B2,5000
vessel,C1,5000
veteran,C1,5000
viable,C1,5000
vibrant,C1,5000
vice,C1,5000
victim,B1,3000
viewpoint,B2,5000
villager,C1,5000
violate,C1,5000
violation,C1,5000
violence,B2,3000
violent,B1,3000
virtual,B2,3000
virtue,C1,5000
visa,B2,5000
visible,B2,5000
vision,B2,3000
volume,B2,3000
voluntary,B2,5000
volunteer,B1,3000
vote,B1,3000
voting,B2,5000
vulnerability,C1,5000
vulnerable,C1,5000
wander,B2,5000
ward,C1,5000
warehouse,C1,5000
warfare,C1,5000
warm,B1,3000
warming,B2,5000
warn,B1,3000
warrant,C1,5000
warrior,C1,5000
washing,A2,3000
water,B1,3000
wave,A2,3000
weaken,C1,5000
weakness,B2,3000
wealth,B2,3000
wealthy,B2,3000
weave,C1,5000
wedding,A2,3000
weekly,B2,5000
weight,A2,3000
weird,B2,5000
welcome,A2,3000
welfare,B2,5000
well,A1,3000
well-being,C1,5000
west,A1,3000
whatever,B1,3000
whatsoever,C1,5000
wheat,B2,5000
whenever,B1,3000
where,A1,3000
whereas,B2,3000
whereby,C1,5000
wherever,B2,3000
whether,B1,3000
while,B1,3000
whilst,C1,5000
whip,C1,5000
whisper,B2,3000
who,A1,3000
whoever,B2,5000
whole,A2,3000
wholly,C1,5000
whom,B2,3000
whose,A2,3000
why,A1,3000
wide,A2,3000
widely,B2,3000
widen,C1,5000
widespread,B2,5000
widow,C1,5000
width,C1,5000
wild,A2,3000
wildlife,B2,3000
willing,B2,3000
willingness,C1,5000
win,A1,3000
wind1,A2,3000
wind2,B2,3000
wine,A1,3000
winner,A2,3000
wipe,C1,5000
wisdom,B2,5000
wish,A2,3000
wit,C1,5000
withdraw,B2,5000
withdrawal,C1,5000
without,A1,3000
witness,B2,3000
woman,A1,3000
wonder,B1,3000
wonderful,A1,3000
wood,A2,3000
wooden,A2,3000
word,A1,3000
work,A1,3000
worker,A1,3000
workforce,B2,5000
working,A2,3000
workout,C1,5000
workplace,B2,5000
workshop,B2,5000
world,A1,3000
worm,B2,5000
worried,A2,3000
worry,A2,3000
worse,A2,3000
worship,C1,5000
worst,A2,3000
worthwhile,C1,5000
worthy,C1,5000
would,A1,3000
wow,A2,3000
wrap,B2,3000
wrist,B2,5000
write,A1,3000
writer,A1,3000
wrong,A1,3000
year,A1,3000
yes,A1,3000
yesterday,A1,3000
yet,A2,3000
you,A1,3000
young,A1,3000
youngster,C1,5000
your,A1,3000
yours,A2,3000
yourself,A1,3000
zero,A2,3000
