Word,oxford_level,oxford_version
goodness,B2,5000
gorgeous,B2,5000
government,A2,3000
governor,B2,5000
grade,B1,3000
gradually,B2,3000
graduate,B1,3000
grain,B1,3000
grand,B2,3000
grandfather,A1,3000
grandmother,A1,3000
grandparent,A1,3000
graphic,B2,5000
graphics,B2,5000
grass,A2,3000
grateful,B1,3000
grave,C1,5000
gravity,C1,5000
great,A1,3000
greatly,B2,5000
greenhouse,B2,5000
grocery,B2,5000
growth,B1,3000
guarantee,B2,3000
guard,B1,3000
guest,A2,3000
guideline,B2,5000
guilty,B1,3000
habitat,B2,5000
hand,A1,3000
handle,B2,3000
happiness,B1,3000
harbour,B2,5000
hardly,B1,3000
harmful,B2,3000
hate,B1,3000
have,A2,3000
headache,A2,3000
headline,B1,3000
headquarters,B2,5000
heal,B2,5000
healthcare,B2,5000
hearing,B2,3000
heart,A2,3000
heating,B1,3000
heaven,B2,3000
heavily,B1,3000
heavy,A2,3000
heel,B2,3000
height,A2,3000
helicopter,B1,3000
helmet,B2,5000
help,A1,3000
helpful,A2,3000
hence,B2,5000
herb,B2,5000
hero,A2,3000
herself,A2,3000
hesitate,B2,3000
hidden,B2,5000
hide,A2,3000
high,B2,3000
highlight,B1,3000
highly,B1,3000
highway,B2,5000
hilarious,B2,5000
hip,B2,5000
hire,B1,3000
his,A2,3000
historian,B2,5000
historical,B1,3000
hollow,B2,3000
holy,B2,3000
homeless,B2,5000
homework,A1,3000
honest,B1,3000
honesty,B2,5000
honour,B2,3000
hook,B2,5000
hope,A2,3000
hopefully,B2,5000
horizon,C1,5000
horrible,B1,3000
horror,B1,3000
host,B2,3000
hostile,C1,5000
hostility,C1,5000
household,B2,3000
housing,B2,3000
human,A2,3000
humanitarian,C1,5000
humanity,C1,5000
humble,C1,5000
humorous,B2,3000
humour,B2,3000
hundred,A1,3000
hunger,B2,5000
hungry,A1,3000
hunt,B2,3000
hunting,B2,3000
hurricane,B1,3000
hurry,B1,3000
hurt,A2,3000
husband,A1,3000
hydrogen,C1,5000
hypothesis,B2,5000
ice,A1,3000
icon,B2,5000
id,B2,5000
ideal,A2,3000
identical,B2,5000
identification,C1,5000
identify,A2,3000
identity,B1,3000
ideological,C1,5000
ideology,C1,5000
idiot,C1,5000
ignore,B1,3000
illegal,B1,3000
illusion,B2,5000
illustrate,B2,3000
illustration,B2,3000
imagery,C1,5000
imaginary,B1,3000
imagination,B2,3000
immediate,B1,3000
immediately,A2,3000
immense,C1,5000
immigrant,B1,3000
immigration,B2,5000
imminent,C1,5000
immune,B2,5000
impact,B1,3000
impatient,B2,3000
implement,B2,5000
implementation,C1,5000
implication,B2,5000
imply,B2,3000
import,B1,3000
importance,B1,3000
impossible,A2,3000
impress,B2,3000
impressed,B2,3000
impression,B1,3000
impressive,B1,3000
imprison,C1,5000
imprisonment,C1,5000
improvement,B1,3000
in,B1,3000
inability,C1,5000
inadequate,C1,5000
inappropriate,C1,5000
incentive,B2,5000
inch,B2,3000
incidence,C1,5000
inclined,C1,5000
included,A2,3000
including,A2,3000
inclusion,C1,5000
income,B2,3000
incorporate,B2,5000
incorrect,B2,5000
increase,A2,3000
increasingly,B2,3000
incredible,A2,3000
incredibly,B1,3000
indeed,B1,3000
independence,B2,5000
independent,A2,3000
index,B2,5000
indicate,B1,3000
indication,B2,5000
indictment,C1,5000
indigenous,C1,5000
indirect,B1,3000
individual,A2,3000
indoor,B1,3000
indoors,B1,3000
induce,C1,5000
industrial,B2,3000
industry,A2,3000
inequality,C1,5000
inevitable,B2,5000
inevitably,B2,5000
infamous,C1,5000
infant,C1,5000
infection,B2,3000
infer,B2,5000
infinitive,A1,3000
inflation,B2,5000
influence,B1,3000
info,B2,5000
inform,B2,3000
informal,A2,3000
infrastructure,B2,5000
ingredient,B1,3000
inhabitant,B2,5000
inherent,C1,5000
inherit,B2,5000
inhibit,C1,5000
initially,B2,3000
initiative,B2,3000
injure,B1,3000
injured,B1,3000
injury,A2,3000
injustice,C1,5000
ink,B2,5000
inner,B2,3000
innocent,B1,3000
innovation,B2,5000
innovative,B2,5000
input,B2,5000
insect,A2,3000
insert,B2,5000
insertion,C1,5000
insider,C1,5000
insight,B2,3000
inspection,C1,5000
inspector,B2,5000
inspiration,C1,5000
installation,B2,5000
instance,B2,3000
instant,B2,5000
instantly,B2,5000
instead,A2,3000
instinct,C1,5000
institute,B2,3000
institution,B2,3000
institutional,C1,5000
instruct,C1,5000
instrumental,C1,5000
insufficient,C1,5000
insult,C1,5000
insurance,B2,3000
integrate,B2,5000
integrated,C1,5000
integration,C1,5000
integrity,C1,5000
intellectual,B2,5000
intelligence,B1,3000
intend,B1,3000
intended,B2,3000
intense,B2,3000
intensify,C1,5000
intensity,C1,5000
intensive,C1,5000
intent,C1,5000
intention,B1,3000
interact,B2,5000
interaction,B2,5000
interactive,C1,5000
interface,C1,5000
interfere,C1,5000
interference,C1,5000
interim,C1,5000
interior,C1,5000
intermediate,C1,5000
internal,B2,3000
international,A2,3000
interpret,B2,3000
interpretation,B2,5000
interrupt,B2,3000
interval,B2,5000
intervene,C1,5000
intervention,C1,5000
intimate,C1,5000
intriguing,C1,5000
introduction,A2,3000
invade,B2,5000
invasion,B2,5000
invest,B1,3000
investigate,B1,3000
investigation,B2,3000
investigator,C1,5000
investment,B2,3000
investor,B2,5000
invisible,C1,5000
invoke,C1,5000
involved,B1,3000
involvement,C1,5000
iron,B1,3000
ironic,C1,5000
ironically,C1,5000
irony,C1,5000
irrelevant,C1,5000
isolate,B2,5000
isolated,B2,5000
isolation,C1,5000
issue,B1,3000
jail,B2,5000
jet,B2,5000
joint,B2,5000
journalism,B2,5000
judgement,B2,3000
judicial,C1,5000
junction,C1,5000
junior,B2,3000
jurisdiction,C1,5000
jury,B2,5000
just,C1,5000
justice,B2,3000
justification,C1,5000
kick,B1,3000
kidnap,C1,5000
kidney,C1,5000
kingdom,C1,5000
kiss,B1,3000
kit,B2,5000
knock,B1,3000
lad,C1,5000
ladder,B2,5000
landing,B2,5000
landmark,C1,5000
landscape,B2,3000
lane,B2,5000
lap,C1,5000
large-scale,C1,5000
largely,B2,3000
laser,C1,5000
lately,B2,5000
latest,B2,3000
latter,C1,5000
lawn,C1,5000
lawsuit,C1,5000
layout,C1,5000
leadership,B2,3000
leaflet,B2,5000
league,B2,3000
legacy,C1,5000
legend,B2,5000
legendary,C1,5000
legislation,C1,5000
legislative,C1,5000
legislature,C1,5000
legitimate,C1,5000
lengthy,C1,5000
lens,B2,5000
lesbian,C1,5000
lesser,C1,5000
lethal,C1,5000
level,B1,3000
liable,C1,5000
liberal,C1,5000
liberation,C1,5000
liberty,C1,5000
license,C1,5000
lifelong,C1,5000
lifetime,B2,5000
light,A2,3000
lighting,B2,5000
likelihood,C1,5000
likewise,B2,5000
limb,C1,5000
limit,B1,3000
limitation,B2,5000
line,A1,3000
linear,C1,5000
literally,B2,5000
literary,B2,5000
litre,B2,5000
litter,B2,5000
lock,A2,3000
logo,B2,5000
long-standing,C1,5000
long-term,B2,3000
long-time,C1,5000
look,A2,3000
loom,C1,5000
loop,C1,5000
loose,B2,3000
lord,B2,3000
lottery,B2,5000
loudly,A2,3000
lovely,A2,3000
low,A2,3000
loyal,B2,5000
loyalty,C1,5000
luck,A2,3000
lucky,A2,3000
lyric,B2,5000
machine,A1,3000
machinery,C1,5000
magazine,A1,3000
magical,C1,5000
magistrate,C1,5000
magnetic,C1,5000
magnificent,B2,5000
magnitude,C1,5000
main,A1,3000
mainland,C1,5000
mainstream,C1,5000
maintenance,C1,5000
majority,B2,3000
make,A1,3000
make-up,B2,5000
making,B2,5000
mall,B1,3000
mandate,C1,5000
mandatory,C1,5000
manifest,C1,5000
manipulate,C1,5000
manipulation,C1,5000
manufacture,B2,5000
manufacturing,B2,5000
manuscript,C1,5000
map,A1,3000
marathon,B2,5000
march,A1,3000
margin,B2,5000
marginal,C1,5000
marine,C1,5000
marker,A1,3000
marketplace,C1,5000
martial,B2,5000
mask,C1,5000
massacre,C1,5000
massive,B2,3000
master,B2,3000
matching,B2,3000
mate,B2,5000
material,B2,3000
mathematical,C1,5000
mature,C1,5000
maximize,C1,5000
maximum,B2,3000
may,A1,3000
maybe,A1,3000
mayor,B2,5000
me,A1,3000
meal,A1,3000
mean,A1,3000
meaning,A1,3000
meaningful,C1,5000
means,B2,3000
meantime,C1,5000
measurement,B2,3000
meat,A1,3000
mechanic,B2,5000
mechanical,B2,5000
mechanism,B2,5000
medal,B2,5000
medication,B2,5000
medieval,C1,5000
meditation,C1,5000
medium,B2,3000
meet,A1,3000
meeting,A1,3000
melody,C1,5000
melt,B2,3000
member,A1,3000
membership,B2,5000
memo,C1,5000
memoir,C1,5000
memorable,B2,5000
memorial,C1,5000
mentor,C1,5000
menu,A1,3000
merchant,C1,5000
mercy,C1,5000
merely,C1,5000
merge,C1,5000
merger,C1,5000
message,A1,3000
metaphor,B2,5000
methodology,C1,5000
metre,A1,3000
midnight,A1,3000
midst,C1,5000
migration,C1,5000
mile,A1,3000
militant,C1,5000
militia,C1,5000
milk,A1,3000
mill,C1,5000
miner,B2,5000
mineral,B2,3000
minimize,C1,5000
minimum,B2,3000
mining,C1,5000
minister,B2,3000
ministry,C1,5000
minor,B2,3000
minority,B2,3000
minute1,A1,3000
minute2,C1,5000
miracle,C1,5000
mirror,A2,3000
miserable,B2,5000
misery,C1,5000
misleading,C1,5000
missile,C1,5000
missing,A2,3000
mission,B2,3000
mistake,B2,3000
mix,B1,3000
mobile,A2,3000
mobility,C1,5000
mobilize,C1,5000
mode,B2,5000
model,B2,3000
moderate,C1,5000
modest,B2,5000
modification,C1,5000
moment,A1,3000
momentum,C1,5000
monday,A1,3000
monitor,B2,3000
monk,C1,5000
monkey,A2,3000
monopoly,C1,5000
monster,B2,5000
monthly,B2,5000
monument,B2,5000
moon,A2,3000
moral,B2,3000
morality,C1,5000
more,A2,3000
moreover,B2,5000
morning,A1,3000
mortgage,B2,5000
mosque,B2,5000
mostly,A2,3000
mother,A1,3000
motion,B2,5000
motivate,B2,5000
motivation,B2,5000
motive,C1,5000
motor,B2,3000
motorcycle,A2,3000
motorist,C1,5000
mount,B2,3000
mountain,A1,3000
movement,A2,3000
moving,B2,5000
multiple,B2,3000
multiply,B2,3000
mum,A1,3000
municipal,C1,5000
musical,A2,3000
musician,A2,3000
mutual,C1,5000
myself,A2,3000
mysterious,B2,3000
myth,B2,5000
naked,B2,5000
namely,C1,5000
narrow,A2,3000
nasty,B2,5000
national,A2,3000
nationwide,C1,5000
nature,A2,3000
naval,C1,5000
navigation,B2,5000
nearby,B2,5000
nearly,A2,3000
necessary,A2,3000
necessity,B2,5000
neck,A2,3000
need,A1,3000
negative,B2,3000
neglect,C1,5000
negotiate,B2,5000
negotiation,B2,5000
neighbour,A1,3000
neighbouring,C1,5000
nerve,B2,3000
nervous,A2,3000
nest,C1,5000
network,A2,3000
neutral,B2,5000
nevertheless,B2,3000
newly,B2,5000
newsletter,C1,5000
niche,C1,5000
nightmare,B2,3000
nineteen,A1,3000
ninety,A1,3000
no,A1,3000
noble,C1,5000
nobody,A1,3000
noise,A2,3000
nomination,C1,5000
nominee,C1,5000
non-profit,C1,5000
nonetheless,C1,5000
nonsense,C1,5000
noon,C1,5000
norm,B2,5000
normal,A2,3000
normally,A2,3000
north,A1,3000
nose,A1,3000
not,A1,3000
notable,C1,5000
notably,C1,5000
notebook,B2,5000
nothing,A1,3000
notice,A2,3000
notify,C1,5000
notion,B2,3000
notorious,C1,5000
novel,A2,3000
novelist,B2,5000
november,A1,3000
now,A1,3000
nowadays,B2,5000
nowhere,A2,3000
number,A1,3000
numerous,B2,3000
nurse,A1,3000
nursery,C1,5000
nursing,B2,5000
nutrition,B2,5000
obesity,B2,5000
obey,B2,3000
object,A1,3000
objection,C1,5000
objective,B2,3000
obligation,B2,3000
oblige,C1,5000
observation,B2,3000
observe,B2,3000
observer,B2,5000
obsess,C1,5000
obsession,C1,5000
obstacle,B2,5000
obtain,B2,3000
occasional,C1,5000
occasionally,B2,3000
occupation,B2,5000
occupy,B2,5000
occurrence,C1,5000
october,A1,3000
odds,C1,5000
of,A1,3000
offence,B2,3000
offender,B2,5000
offensive,B2,3000
offering,C1,5000
official,B2,3000
offspring,C1,5000
one,A1,3000
ongoing,B2,5000
onion,A1,3000
opening,B2,3000
openly,B2,5000
opera,B2,5000
operate,B2,3000
operational,C1,5000
operator,B2,5000
opponent,B2,3000
opportunity,A2,3000
oppose,B2,3000
opposed,B2,3000
opposition,B2,3000
opt,C1,5000
optical,C1,5000
optimism,C1,5000
optimistic,B2,5000
option,A2,3000
or,A1,3000
orchestra,B2,5000
organ,B2,3000
organic,B2,5000
organization,A2,3000
organizational,C1,5000
organize,A2,3000
orientation,C1,5000
originate,C1,5000
otherwise,B2,3000
ourselves,A2,3000
outbreak,C1,5000
outcome,B2,3000
outer,B2,3000
outfit,B2,5000
outing,C1,5000
outlet,C1,5000
outline,B2,3000
output,B2,5000
outrage,C1,5000
outside,A2,3000
outsider,C1,5000
outstanding,B2,5000
oven,A2,3000
overall,B2,3000
overcome,B2,5000
overlook,C1,5000
overnight,B2,5000
overseas,B2,5000
oversee,C1,5000
overturn,C1,5000
overwhelm,C1,5000
overwhelming,C1,5000
owe,B2,3000
own,A2,3000
ownership,B2,5000
oxygen,B2,5000
o’clock,A1,3000
pace,B2,3000
pack,A2,3000
package,B2,3000
packet,B2,5000
pad,C1,5000
painter,A2,3000
palace,A2,3000
palm,B2,5000
panel,B2,3000
panic,B2,5000
pants,A2,3000
parade,B2,5000
parallel,B2,5000
parameter,C1,5000
parental,C1,5000
parish,C1,5000
parking,A2,3000
parliament,B2,3000
parliamentary,C1,5000
part-time,B2,5000
partial,C1,5000
partially,C1,5000
participant,B2,3000
participation,B2,5000
particular,A2,3000
partly,B2,3000
partnership,B2,5000
pass,A2,3000
passage,B2,3000
passenger,A2,3000
passing,C1,5000
passionate,B2,5000
passive,C1,5000
password,B2,5000
past,A2,3000
pastor,C1,5000
patch,C1,5000
patent,C1,5000
pathway,C1,5000
patience,B2,5000
patient,A2,3000
patrol,C1,5000
patron,C1,5000
pattern,A2,3000
pause,B2,5000
pay,A2,3000
peace,A2,3000
peak,C1,5000
peasant,C1,5000
peculiar,C1,5000
peer,B2,5000
penalty,B2,5000
pension1,B2,3000
perceive,B2,5000
perception,B2,5000
perfectly,B1,3000
perform,A2,3000
performance,B1,3000
perhaps,A2,3000
permanent,B2,3000
permanently,B2,5000
permission,A2,3000
permit,B2,3000
persist,C1,5000
persistent,C1,5000
personality,A2,3000
personally,B1,3000
personnel,C1,5000
perspective,B2,3000
persuade,B1,3000
pet,A2,3000
petition,C1,5000
petrol,A2,3000
phase,B2,3000
phenomenon,B2,3000
philosopher,C1,5000
philosophical,C1,5000
philosophy,B2,3000
photograph,A2,3000
photographer,B1,3000
photography,B1,3000
physical,A2,3000
physician,C1,5000
physics,A2,3000
pick,A2,3000
picture,B2,3000
pill,B2,5000
pilot,A2,3000
pin,B1,3000
pioneer,C1,5000
pipe,B1,3000
pipeline,C1,5000
pirate,C1,5000
pity,B2,5000
place,A1,3000
placement,B2,5000
plane,A1,3000
planning,B1,3000
plate,A2,3000
platform,A2,3000
player,A1,3000
plead,C1,5000
pleasant,B1,3000
please,A1,3000
pleased,A2,3000
pleasure,B1,3000
pledge,C1,5000
plenty,B1,3000
plot,B1,3000
plug,C1,5000
plunge,C1,5000
plus1,B1,3000
pocket,A2,3000
poem,B1,3000
poetry,B1,3000
point,A1,3000
pointed,B2,3000
poison,B1,3000
poisonous,B1,3000
pole,C1,5000
police,A1,3000
policeman,A1,3000
policy,B1,3000
political,B1,3000
politician,B1,3000
politics,B1,3000
poll,C1,5000
pollution,A2,3000
pool,A1,3000
poor,A1,3000
pop,A2,3000
popular,A1,3000
popularity,B2,3000
population,A2,3000
port,B1,3000
portion,B2,5000
portrait,B1,3000
pose,B2,3000
position,A2,3000
positive,A1,3000
possess,B2,3000
possession,A2,3000
possibility,A2,3000
possible,A1,3000
possibly,B1,3000
post,A1,3000
post-war,C1,5000
poster,A2,3000
postpone,C1,5000
pot,B1,3000
potato,A1,3000
potential,B2,3000
potentially,B2,5000
pound,A1,3000
pour,B1,3000
poverty,B1,3000
powder,B1,3000
power,B2,3000
powerful,B1,3000
practical,B1,3000
practice,A1,3000
practise,A1,3000
practitioner,C1,5000
praise,B2,3000
pray,B1,3000
preach,C1,5000
precede,B2,5000
precedent,C1,5000
precious,B2,5000
precise,B2,5000
precisely,B2,5000
precision,C1,5000
predator,C1,5000
predecessor,C1,5000
predict,A2,3000
predictable,B2,5000
prediction,B1,3000
predominantly,C1,5000
prefer,A1,3000
preference,B2,5000
pregnancy,C1,5000
pregnant,B2,3000
prejudice,C1,5000
preliminary,C1,5000
premier,C1,5000
premise,C1,5000
premium,C1,5000
preparation,B2,3000
prepare,A1,3000
prepared,B1,3000
prescribe,C1,5000
prescription,C1,5000
presence,B2,3000
present,A1,3000
presentation,B1,3000
presently,C1,5000
preservation,C1,5000
preserve,B2,3000
preside,C1,5000
presidency,C1,5000
president,A2,3000
presidential,C1,5000
press,B1,3000
pressure,B1,3000
prestigious,C1,5000
presumably,C1,5000
presume,C1,5000
pretend,B1,3000
pretty,A1,3000
prevail,C1,5000
prevalence,C1,5000
prevent,A2,3000
prevention,C1,5000
previous,B1,3000
previously,B1,3000
prey,C1,5000
price,A1,3000
pride,B2,5000
priest,B1,3000
primarily,B2,5000
primary,B1,3000
prime,B2,3000
prince,B1,3000
princess,B1,3000
principal,B2,5000
principle,B2,3000
print,B2,3000
printing,B1,3000
prior,B2,5000
priority,B2,3000
prisoner,B1,3000
privacy,B2,3000
private,B1,3000
privatization,C1,5000
privilege,C1,5000
probability,B2,5000
probable,B2,5000
probably,A1,3000
probe,C1,5000
problem,A1,3000
problematic,C1,5000
procedure,B2,3000
proceed,B2,5000
proceedings,C1,5000
proceeds,C1,5000
process,B2,3000
processing,C1,5000
processor,C1,5000
proclaim,C1,5000
produce,A2,3000
producer,B1,3000
product,A1,3000
production,B1,3000
productive,C1,5000
productivity,C1,5000
profession,B1,3000
professional,A2,3000
professor,A2,3000
profile,A2,3000
profit,B1,3000
profitable,C1,5000
profound,C1,5000
program,A2,3000
programme,A1,3000
programming,B2,5000
progress,A2,3000
progressive,B2,5000
prohibit,B2,5000
project,A1,3000
projection,C1,5000
prominent,C1,5000
promising,B2,5000
promote,B1,3000
promotion,B2,5000
prompt,B2,5000
pronounce,A2,3000
pronounced,C1,5000
proof,B2,3000
propaganda,C1,5000
proper,B1,3000
properly,B1,3000
property,B1,3000
proportion,B2,5000
proposal,B2,3000
propose,B2,3000
proposition,C1,5000
prosecute,C1,5000
prosecution,C1,5000
prosecutor,C1,5000
prospect,B2,3000
prospective,C1,5000
prosperity,C1,5000
protection,B2,3000
protective,C1,5000
protein,B2,5000
protest,B1,3000
protester,B2,5000
protocol,C1,5000
proud,B1,3000
prove,B1,3000
province,C1,5000
provincial,C1,5000
provision,C1,5000
provoke,C1,5000
psychiatric,C1,5000
psychological,B2,5000
psychologist,B2,3000
psychology,B2,3000
publication,B2,3000
publicity,B2,5000
publishing,B2,5000
pull,B1,3000
pulse,C1,5000
pump,C1,5000
punch,C1,5000
punishment,B1,3000
punk,B2,5000
pupil,B2,3000
purchase,B2,3000
pure,B2,3000
purely,B2,5000
purple,A1,3000
pursue,B2,3000
pursuit,B2,5000
push,B1,3000
put,A1,3000
puzzle,B2,5000
qualification,B1,3000
qualified,B1,3000
qualify,B1,3000
quarter,A1,3000
query,C1,5000
quest,C1,5000
question,A1,3000
questionnaire,B2,5000
queue,B1,3000
quick,A1,3000
quickly,A1,3000
quiet,A1,3000
quit,B1,3000
quite,A1,3000
quota,C1,5000
quotation,B1,3000
quote,B1,3000
race,B1,3000
racial,B2,5000
racing,B1,3000
racism,B2,5000
racist,B2,5000
radar,C1,5000
radiation,B2,5000
radical,C1,5000
radio,A1,3000
rage,C1,5000
rail,B2,5000
railway,A2,3000
raise,A2,3000
rally,C1,5000
random,B2,5000
range,B1,3000
rank,B2,3000
ranking,C1,5000
rape,C1,5000
rapid,B2,3000
rapidly,B2,3000
rat,B2,5000
rate,B2,3000
rating,B2,5000
ratio,C1,5000
rational,C1,5000
raw,B2,3000
ray,C1,5000
reach,A2,3000
read,A1,3000
reader,A1,3000
reading,A1,3000
ready,A1,3000
real,A1,3000
realistic,B2,3000
realization,C1,5000
really,A1,3000
realm,C1,5000
rear,C1,5000
reason,A1,3000
reasonable,B2,3000
reasonably,B2,5000
reasoning,C1,5000
reassure,C1,5000
rebellion,C1,5000
rebuild,B2,5000
recall,B2,3000
receive,A2,3000
receiver,B2,5000
recent,A2,3000
recently,A2,3000
reception,A2,3000
recession,B2,5000
recipe,A2,3000
recipient,C1,5000
reckon,B2,5000
recognition,B2,5000
recognize,A2,3000
recommend,A2,3000
recommendation,B1,3000
reconstruction,C1,5000
record,A2,3000
recording,A2,3000
recount1,C1,5000
recover,B2,3000
recovery,B2,5000
recruit,B2,5000
recruitment,B2,5000
recycle,A2,3000
red,A1,3000
reduce,A2,3000
reduction,B2,3000
refer,A2,3000
referee,B2,5000
reference,B1,3000
referendum,C1,5000
reflect,B1,3000
reflection,C1,5000
reform,C1,5000
refuge,C1,5000
refugee,B2,5000
refusal,C1,5000
regain,C1,5000
regard,B2,3000
regardless,C1,5000
regime,C1,5000
regional,B2,3000
register,B2,3000
registration,B2,5000
regret,B2,3000
regularly,B1,3000
regulate,B2,5000
regulation,B2,3000
regulator,C1,5000
regulatory,C1,5000
rehabilitation,C1,5000
reign,C1,5000
reinforce,B2,5000
reject,B1,3000
rejection,C1,5000
relation,B1,3000
relationship,A2,3000
relative,B1,3000
relatively,B2,3000
relax,A1,3000
relaxed,B1,3000
relaxing,B1,3000
release,B1,3000
relevance,C1,5000
relevant,B2,3000
reliability,C1,5000
reliable,B1,3000
relief,B2,3000
relieve,B2,5000
relieved,B2,5000
religion,B1,3000
religious,B1,3000
reluctant,C1,5000
rely,B2,3000
remain,B1,3000
remainder,C1,5000
remains,C1,5000
remarkable,B2,5000
remarkably,B2,5000
remedy,C1,5000
remember,A1,3000
remind,B1,3000
reminder,C1,5000
remote,B1,3000
removal,C1,5000
remove,A2,3000
render,C1,5000
renew,C1,5000
renowned,C1,5000
rent,B1,3000
rental,C1,5000
repeat,A1,3000
repeated,B1,3000
replacement,C1,5000
report,A1,3000
reportedly,C1,5000
reporting,B2,5000
represent,B1,3000
representation,C1,5000
representative,B2,3000
reproduce,C1,5000
reproduction,C1,5000
republic,C1,5000
reputation,B2,3000
request,B1,3000
require,B1,3000
requirement,B2,3000
rescue,B2,3000
researcher,A2,3000
resemble,C1,5000
reservation,B1,3000
reside,C1,5000
residence,C1,5000
residential,C1,5000
residue,C1,5000
resign,B2,5000
resignation,C1,5000
resistance,C1,5000
resolution,B2,5000
resource,B1,3000
respect,B1,3000
respective,C1,5000
respectively,C1,5000
responsibility,B1,3000
responsible,B1,3000
rest,A2,3000
restaurant,A1,3000
restoration,C1,5000
restore,B2,5000
restraint,C1,5000
restrict,B2,5000
restriction,B2,5000
result,A1,3000
resume,C1,5000
retail,B2,5000
retirement,B2,5000
retreat,C1,5000
retrieve,C1,5000
return,A1,3000
revelation,C1,5000
revenge,C1,5000
revenue,B2,5000
reverse,C1,5000
review,A2,3000
revise,B1,3000
revision,B2,5000
revival,C1,5000
revive,C1,5000
revolutionary,C1,5000
rhetoric,C1,5000
rice,A1,3000
rich,A1,3000
ride,A2,3000
ridiculous,B2,5000
right,A2,3000
risky,B2,5000
rival,B2,5000
river,A1,3000
rob,B2,5000
robbery,B2,5000
rock,A2,3000
rocket,B2,5000
role,A2,3000
romance,B2,5000
romantic,B1,3000
roof,A2,3000
rope,B1,3000
rose,B2,5000
roughly,B2,5000
route,A2,3000
ruin,B2,5000
safe,A2,3000
sandwich,A1,3000
satisfaction,B2,5000
saturday,A1,3000
sb/sth,A1,3000
scandal,B2,5000
scare,B2,5000
scenario,B2,5000
sceptical,C1,5000
scholar,B2,5000
scholarship,B2,5000
scientific,B1,3000
scope,C1,5000
scratch,B2,5000
screening,B2,5000
script,B1,3000
sculpture,B1,3000
secondary,B1,3000
secondly,A2,3000
secret,A2,3000
secretary,A2,3000
section,A1,3000
security,B1,3000
seeker,B2,5000
seem,A2,3000
seemingly,C1,5000
segment,C1,5000
selective,C1,5000
seminar,B2,5000
senator,C1,5000
sensation,C1,5000
sensible,B1,3000
sensitivity,C1,5000
sentence,B2,3000
sentiment,C1,5000
separate,A2,3000
separation,C1,5000
september,A1,3000
sequence,B2,3000
series,A2,3000
seriously,B1,3000
servant,B1,3000
serve,A2,3000
set,B1,3000
set-up,C1,5000
setting,B1,3000
settlement,C1,5000
settler,B2,5000
seventeen,A1,3000
seventy,A1,3000
several,A2,3000
severely,B2,5000
sex,B1,3000
sexy,B2,5000
shadow,B2,3000
shake,A2,3000
shall,A2,3000
shallow,B2,3000
shame,B2,3000
shape,A2,3000
shaped,B2,5000
shareholder,C1,5000
shatter,C1,5000
sheet,A2,3000
shelter,B2,3000
shift,B2,3000
ship,B2,3000
shocked,B2,3000
shocking,B2,5000
shooting,B2,3000
shore,B2,5000
short-term,B2,5000
shortage,B2,5000
shortly,B2,5000
shoulder,A2,3000
shout,A2,3000
shut,A2,3000
sibling,B2,5000
side,A2,3000
sign,A2,3000
signature,B2,5000
significance,B2,5000
significant,B2,3000
significantly,B2,3000
silence,B2,3000
simulation,C1,5000
simultaneously,C1,5000
sin,C1,5000
singing,A2,3000
situated,C1,5000
sketch,C1,5000
skilled,B2,5000
skip,C1,5000
skull,B2,5000
slap,C1,5000
slave,B2,3000
slavery,C1,5000
slogan,B2,5000
smartphone,A2,3000
so-called,B2,5000
socialist,C1,5000
sole,C1,5000
solely,C1,5000
solicitor,C1,5000
solidarity,C1,5000
solo,C1,5000
somebody,A1,3000
somehow,B2,5000
someone,A1,3000
something,A1,3000
sometime,B2,5000
sometimes,A1,3000
somewhat,B2,3000
sophisticated,B2,5000
sort,A2,3000
soul,B2,3000
sound,A1,3000
sovereignty,C1,5000
space,A1,3000
spam,C1,5000
span,C1,5000
spare,B2,5000
specialize,B2,5000
specialized,C1,5000
species,B2,3000
specific,A2,3000
specifically,B1,3000
specification,C1,5000
specify,B2,5000
specimen,C1,5000
spectacle,C1,5000
spectacular,B2,5000
spectator,B2,5000
spectrum,C1,5000
speculate,B2,5000
speculation,B2,5000
speech,A2,3000
speed,A2,3000
spell,C1,5000
spending,B1,3000
sphere,C1,5000
spice,B2,5000
spider,A2,3000
spill,B2,5000
spin,C1,5000
spine,C1,5000
spiritual,B2,3000
spite,B2,5000
split,B2,3000
spoil,B2,5000
spokesman,B2,5000
spokesperson,B2,5000
spokeswoman,B2,5000
sponsor,B2,3000
sponsorship,B2,5000
spoon,A2,3000
sporting,B2,5000
spot,B2,3000
spotlight,C1,5000
spouse,C1,5000
spy,C1,5000
squad,C1,5000
square,A2,3000
squeeze,C1,5000
stab,C1,5000
stability,C1,5000
stabilize,C1,5000
stage,A2,3000
stair,A2,3000
stake,C1,5000
stall,B2,5000
stance,B2,5000
standing,C1,5000
stark,C1,5000
starve,B2,5000
statement,A1,3000
station,A1,3000
statistical,C1,5000
steadily,B2,5000
steam,B2,5000
steer,C1,5000
stem,C1,5000
stereotype,C1,5000
stick,B1,3000
still,B1,3000
stimulate,B2,5000
stimulus,C1,5000
stir,C1,5000
stone,A2,3000
storage,C1,5000
straight,A2,3000
strange,A2,3000
strategy,A2,3000
strengthen,B2,5000
stress,A2,3000
stretch,B2,3000
strict,B2,3000
strictly,B2,5000
strip,C1,5000
strive,C1,5000
stroke,B2,5000
strong,A1,3000
