words,counts
daniel,97
yes,66
eli,56
well,52
get,48
man,47
like,47
know,46
right,42
uh,41
good,38
say,38
oil,34
son,32
thank,32
go,30
one,29
come,29
see,28
let,28
oh,28
much,24
tell,24
god,24
take,23
would,23
gonna,23
mr,22
tilford,22
back,21
work,20
make,20
us,20
church,20
plainview,19
could,19
around,19
brother,18
think,18
need,18
bandy,17
family,17
h,17
way,16
time,16
henry,16
lord,16
boy,16
new,15
hear,15
help,15
w,15
name,14
give,14
told,14
look,14
please,14
find,14
money,14
sir,13
things,13
got,13
little,13
sunday,13
want,13
else,12
stupid,12
drilling,12
something,12
anything,12
prophet,12
fletcher,12
dollars,12
ranch,11
sinner,11
speak,11
men,11
land,11
coming,11
drill,11
enough,11
false,11
wait,11
gentlemen,11
superstition,10
ghost,10
mary,10
revelation,10
third,10
paul,10
wanna,10
nothing,10
bring,9
heard,9
must,9
done,9
course,9
business,9
drink,9
hills,9
child,9
someone,9
lease,9
abandoned,9
understand,9
bless,9
water,9
father,9
union,9
stay,9
talk,9
going,9
people,8
said,8
put,8
build,8
wonderful,8
long,8
mother,8
welcome,8
looking,8
believe,8
blood,8
house,8
congregation,8
care,8
away,8
field,8
ladies,8
maybe,8
george,8
years,8
pipeline,8
woman,8
offer,7
two,7
never,7
leave,7
place,7
room,7
set,7
six,7
sit,7
sorry,7
happy,7
ground,7
might,7
deal,7
fine,7
woof,7
making,7
yeah,6
means,6
listen,6
wanted,6
mexico,6
company,6
worker,6
abel,6
word,6
wells,6
pay,6
tract,6
boston,6
hard,6
great,6
bread,6
buy,6
ten,6
everything,6
hundred,6
prescott,6
thousand,6
quail,6
three,6
oilman,5
months,5
william,5
du,5
wish,5
buying,5
asking,5
lie,5
afternoon,5
found,5
sin,5
basket,5
safe,5
bastard,5
eat,5
bonus,5
sick,5
fond,5
standard,5
doctor,5
gene,5
walk,5
hunting,5
lac,5
many,5
okay,5
children,5
hello,5
nice,5
old,5
working,5
home,5
everyone,5
love,4
easy,4
lot,4
louder,4
jesus,4
fire,4
grandson,4
even,4
devil,4
evening,4
joe,4
hill,4
friend,4
far,4
hurt,4
fair,4
knew,4
hand,4
ever,4
fields,4
days,4
ocean,4
visit,4
chance,4
trying,4
potatoes,4
together,4
proven,4
thought,4
raise,4
telling,4
road,4
bankside,4
brought,4
salvation,4
seen,4
shipping,4
day,4
side,4
soon,4
start,4
better,4
beg,4
state,4
begin,4
another,4
cast,4
milkshake,4
amen,4
milk,4
coyote,4
night,4
whole,4
week,4
costs,4
dad,4
minute,4
al,4
acre,4
worth,4
mrs,4
dance,4
mean,4
next,4
taking,3
worked,3
teacher,3
sure,3
gone,3
within,3
follow,3
grab,3
went,3
talking,3
gas,3
teeth,3
try,3
wake,3
underneath,3
um,3
turn,3
funny,3
straw,3
tomorrow,3
four,3
glass,3
goat,3
full,3
goddamn,3
thanks,3
tent,3
success,3
show,3
grow,3
million,3
keep,3
part,3
offered,3
none,3
near,3
mostly,3
miss,3
mind,3
miles,3
piece,3
lose,3
lost,3
michael,3
lots,3
met,3
made,3
meet,3
makes,3
job,3
inside,3
stop,3
run,3
guarantee,3
gundha,3
half,3
