title,title_kr,title_en,genre,age_rating,director,release_year,running_time,story,subs_path,img_path,type
Prisoners,프리즈너스,Prisoners,"스릴러, 드라마, 범죄",18,Denis Villeneuve,2013,2시간 33분,"한가로운 휴일, 가족과 행복한 시간을 보내던 도버(휴 잭맨)와 버치(테렌스 하워드)는 자신들의 딸이 실종됐다는 사실을 뒤늦게 알아차린다. 곧바로 형사 로키(제이크 질렌홀)와 함께 존스(폴 다노)를 용의자로 지목하지만 그에게서는 어떤 증거도 찾을 수 없다. 완벽한 용의자를 의심하는 아빠는 홀로 그를 쫓기 시작하고, 형사는 세상에 숨겨진 진범을 찾기 위해 추적을 시작한다. 유력한 용의자를 범인이라고 믿는 아빠. 진짜 범인은 따로 있다고 믿는 형사. 각각 다른 방식으로 추적을 시작한 두 사람은 마침내 세상을 충격에 빠트릴 진실과 마주치게 되는데... ",https://netflixschool-script-csv.s3.amazonaws.com/Prisoners_2013.csv,https://netflixschool-posters.s3.amazonaws.com/Prisoners_2013.jpg,1
Second.Act,세컨드 액트,Second Act,"로맨스, 코미디, 드라마",15,Peter Segal,2018,1시간 43분,"대형 마트의 부매니저 마야. 실력은 뛰어나지만, 낮은 학력 때문에 승진의 벽에 부딪힌다. 좌절한 그녀에게 찾아온 인생 대반전의 기회. 마야의 새로운 전성기가 시작된다. ",https://netflixschool-script-csv.s3.amazonaws.com/Second.Act_2018.csv,https://netflixschool-posters.s3.amazonaws.com/Second.Act_2018.jpg,1
The.Accountant,어카운턴트,The Accountant,"드라마, 액션, 범죄, 스릴러",15,Gavin O'Connor,2016,2시간 8분,크리스찬 울프(벤 애플렉)는 동네 상점에서 혼자 ZZZ 공인회계사 사무소를 운영하는 회계사다. 언뜻 보기에 평범한 회계사 같지만 크리스찬을 찾는 고객에는 두 종류가 있다. 하나는 동네 주민이고 다른 하나는 거물급 범죄자들이다. 범죄자들을 고객으로 상대하며 때때로 크리스찬은 킬러의 역할을 맡기도 한다. 크리스찬이 새로 수임한 업무는 자금 횡령 의혹이 있는 벤처기업의 재무 조사. 처음 횡령 의혹을 제기한 사내 회계사 다나(안나 켄드릭)와 크리스찬은 점차 횡령보다 더 복잡한 사건이 배후에 있음을 깨닫는다. 한편 재무부 범죄전담반은 크리스찬이 여러 범죄 사건에 연루된 인물이라는 사실을 발견하고 조사를 요청하는데... ,https://netflixschool-script-csv.s3.amazonaws.com/The.Accountant_2016.csv,https://netflixschool-posters.s3.amazonaws.com/The.Accountant_2016.jpg,1
The.Boy.in.the.Striped.Pajamas,줄무늬 파자마를 입은 소년,The Boy in the Striped Pyjamas,"드라마, 역사, 전쟁",12,Mark Herman,2008,1시간 34분,"2차 대전을 배경으로 나치 장교의 아들이었던 소년 브루노가 아빠의 전근으로 베를린에서 폴란드로 이사를 가게 되는데 그의 아빠는 그저 군인이 아닌 나치의 최고 엘리트 장교 중 한 명. 농장이라고 생각했던 곳은 유대인들이 홀로코스트의 학대를 받은 아우슈비츠다. 숲 속을 거닐던 브루노는 철조망을 발견하게 되고 슈무얼이라는 동갑내기 유대인 소년을 만나 친구가 된다. 전쟁, 학살이라는 말조차 인식하지 못하는 순진무구한 소년들의 우정은 끔찍한 결말을 가져오게 되는데... ",https://netflixschool-script-csv.s3.amazonaws.com/The.Boy.in.the.Striped.Pajamas_2008.csv,https://netflixschool-posters.s3.amazonaws.com/The.Boy.in.the.Striped.Pajamas_2008.jpg,1
The.Dark.Knight,다크 나이트,The Dark Knight,"스릴러, 액션, 범죄, 드라마",15,Christopher Nolan,2008,2시간 32분,"범죄와 부정부패를 제거하여 고담시를 지키려는 배트맨. 그는 짐 고든 형사와 패기 넘치는 고담시 지방 검사 하비 덴트와 함께 도시를 범죄 조직으로부터 영원히 구원하고자 한다. 세 명의 의기투합으로 위기에 처한 악당들이 모인 자리에 보라색 양복을 입고 얼굴에 짙게 화장을 한 괴이한 존재가 나타나 배트맨을 죽이자는 사상 초유의 제안을 한다. 그는 바로 어떠한 룰도, 목적도 없는 사상 최악의 악당 미치광이 살인광대 조커. 배트맨을 죽이고 고담시를 끝장내버리기 위한 조커의 광기 어린 행각에 도시는 혼란에 빠지는데... ",https://netflixschool-script-csv.s3.amazonaws.com/The.Dark.Knight_2008.csv,https://netflixschool-posters.s3.amazonaws.com/The.Dark.Knight_2008.jpg,1
The.Departed,디파티드,The Departed,"스릴러, 범죄, 드라마",15,Martin Scorsese,2006,2시간 31분,남부 보스턴 매사추세츠 주 경찰청은 프랭크 코스텔로가 이끄는 막강한 세력을 지닌 보스턴 최대 범죄조직망을 일망타진하기 위해 신참 경찰 빌리 코스티건을 조직에 침투시킨다. 빌리가 경찰 뱃지를 반납하고 보스턴 길거리를 떠돌다 코스텔로의 신임을 얻기 위해 애쓰는 동안 또 다른 신참 콜린 설리반은 경찰청 내에서 승승장구하여 특별 수사반에 배치된다. 특별 수사반의 임무 역시 코스텔러를 제거하는 것. 그러나 사실 콜린은 경찰청에 투입된 코스텔로의 첩자. 경찰청의 동태를 사전에 코스텔로에게 알리는 게 그의 진짜 임무였던 것이다. ,https://netflixschool-script-csv.s3.amazonaws.com/The.Departed_2006.csv,https://netflixschool-posters.s3.amazonaws.com/The.Departed_2006.jpg,1
The.Family.Man,패밀리 맨,The Family Man,"판타지, 로맨스, 코미디, 드라마",2019–,Krishna D.K.,2000,2시간 5분,"월스트리트 최고의 실력을 자랑하는 투자전문 벤처기업가이자, 플레이보이인 잭 캠벨(Jack Campbell: 니콜라스 케이지 분). 그는 13년 전 사랑하는 연인 케이트(Kate Reynolds: 티아 레오니 분)와의 약속을 뒤로 한 채 줄곧 성공만을 향해 달려온다. 그리고, 마침내 뉴욕 맨하탄의 펜트하우스와 꿈의 자동차 페라리 550M, 이천불짜리 최고급 양복에 그의 손길을 기다리며 항시 대기 중인 늘씬한 미녀들까지... 잭 자신은 성공한 자만이 누릴 수 있는 모든 것을 가졌다고 생각한다.  하얀 눈이 소담스레 내리는 크리스마스 이브, 모든 사람들이 가족의 품으로 돌아가는 그날도 늦게까지 일에 빠져있던 잭은 마지막으로 회사를 나와 텅 빈 도시를 걷다가 우연히 식료품가게에 들어선다. 그곳에서 잭은 복권을 바꾸러 왔다가 강도로 돌변한 거리의 부랑아캐쉬를 만나 뜻밖의 상황에 처하지만 사업가적 수완을 발휘해 위기를 모면한다. 그리고 그 복권이 자신의 인생을 완전히 뒤바꿔 놓으리란 걸 꿈에도 모른 채, 자신의 집으로 돌아간다. 즐거운 캐롤에 잠이 깬 잭은 낯선 침대에 두 아이와 강아지, 옛 애인 케이트에 둘러싸여 있는 자신을 보고 소스라치게 놀라 뉴욕의 집으로 돌아간다.  그러나 캐쉬를 만나 사건의 전모를 전해 듣는다. 캐쉬는 잭이 케이트와 함께 하는 삶을 택했을 때의 인생을 경험하고 있는 거라며 그것을 끝내는 것은 전적으로 잭 자신이 알아서 해야한다는 수수께끼 같은 말을 남긴 채 사라진다. 갈 곳이 없어진 잭은 어쩔 수 없이 뉴저지의 작은 마을에 있는 그의 가족에게 돌아간다.  잭은 13년 전보다 훨씬 매력적으로 변한 케이트를 진심으로 사랑하게 되고, 그의 아이들을 통해 이전에 느껴보지 못했던 아버지로서의 사랑도 깨달아간다. 그러던 어느 날, 타이어가게에 들른 월스트리트의 거물 라시터의 눈에 띄게된 잭은 그의 회사중역으로 스카웃 제의를 받고, 또다시 빛나는 성공과 사랑하는 가족사이에서 선택의 기로에 서게 되는데. ",https://netflixschool-script-csv.s3.amazonaws.com/The.Family.Man_2000.csv,https://netflixschool-posters.s3.amazonaws.com/The.Family.Man_2000.jpg,1
The.Intern,인턴,The Intern,"코미디, 드라마",12,Nancy Meyers,2015,2시간 1분,"창업 1년 반 만에 직원 220명의 성공신화를 이룬 줄스(앤 해서웨이)는 TPO에 맞는 패션센스, 업무를 위해 사무실에서도 끊임 없는 체력관리 뿐만 아니라 고객을 위해 포장까지 직접 하는 열정적인 30세 여성 CEO이다. 회사에서 은퇴해 무료한 일상을 이어가고 있던 벤(로버트 드니로)은 시니어 인턴을 뽑는다는 어느 온라인 회사에 지원한다. 면접 과정에서 높은 점수를 받은 그는 줄스의 인턴으로 채용되는데, 그녀는 컴퓨터도 제대로 다루지 못하는 벤이 자신을 도울 일은 절대 없을 거라 생각한다. 하지만 줄스가 눈치채지 못하는 사이 벤은 서서히 그녀의 일상에 없어서는 안 되는 사람이 되어간다. ",https://netflixschool-script-csv.s3.amazonaws.com/The.Intern_2015.csv,https://netflixschool-posters.s3.amazonaws.com/The.Intern_2015.jpg,1
The.Judge,더 저지,The Judge,"드라마, 범죄, Made in Europe",15,David Dobkin,2014,2시간 21분,"능력과 재력을 겸비한 변호사 헨리(로버트 다우니 주니어)는 부족한 것은 단 하나 ‘가족’이다. 부인과는 이혼 직전이고 그리고 하나뿐인 아버지와는 연락을 끊고 산지 오래다. 어느 날 어머니가 돌아가셨다는 연락을 받고 몇 십 년 만에 고향에 내려가지만 이미 아버지는 아버지라고 부를 수도 없을 정도로 어색하고 먼 사이다. 어머니의 장례식 후 비 내리던 그 날 밤 아버지는 차를 끌고 나간다. 그리고 다음날, 갑작스럽게 경찰이 찾아와 차 사고로 도로에서 죽은 사람의 살해용의자로 아버지를 붙잡아간다. 무죄를 입증하기 위해 고용한 마을 변호사의 무능함을 견디지 못한 헨리가 아버지의 변호를 맡게 되는데… ",https://netflixschool-script-csv.s3.amazonaws.com/The.Judge_2014.csv,https://netflixschool-posters.s3.amazonaws.com/The.Judge_2014.jpg,1
The.Revenant,레버넌트: 죽음에서 돌아온 자,The Revenant,"서부, 액션, 드라마, 역사",15,Alejandro G. Iñárritu,2015,2시간 37분,"서부 개척시대 이전인 19세기 아메리카 대륙, 전설적인 모피 사냥꾼인 휴 글래스(레오나르도 디카프리오)는 아들 호크를 데리고 동료들과 함께 사냥하던 중 회색곰에게 습격 당해 사지가 찢긴다. 하지만 돈에 눈이 먼 비정한 동료 존 피츠 제럴드(톰 하디)는 아직 살아 있는 휴를 죽이려 하고, 아들 호크가 이에 저항하자 호크마저 죽인 채 숨이 붙어 있는 휴를 땅에 묻고 떠난다. 눈 앞에서 하나뿐인 아들의 죽음을 목격한 휴는 처절한 복수를 위해 부상 입은 몸으로 배신자 존 피츠제럴드의 뒤를 쫓아 300km가 넘는 광활하고 거친 야생에서 인간의 한계에 도전하는데... ",https://netflixschool-script-csv.s3.amazonaws.com/The.Revenant_2015.csv,https://netflixschool-posters.s3.amazonaws.com/The.Revenant_2015.jpg,1
The.Truman.Show,트루먼 쇼,The Truman Show,"코미디, 드라마, SF",15,Peter Weir,1998,1시간 43분,"트루먼 버뱅크는 작고 조용한 섬마을에 사는 평범한 세일즈맨이다. 그런 그가 자신의 삶에 대해 의문을 갖기 시작한 것은 평소와 다름없이 평범한 어느 날, 갑자기 하늘에서 촬영용 조명등이 떨어지고, 어렸을 적 자신이 익사를 직접 목격했던 아버지가 살아오고, 또 누군가에 의해 끌려가는 등 상식 밖의 일들이 벌어지고 나서부터였다. 평생을 그다지 신경쓰지 않고 지냈던 일상이었지만 주변을 보니 이상한 일이 너무 많았다. 결국 자신이 특별한 상황에 놓여있다는 확신을 하게된 트루먼은 첫사랑 실비아의 모든 것이 다 거짓라는 말을 되새기며 일상으로부터 탈출을 결심하게 되는데... ",https://netflixschool-script-csv.s3.amazonaws.com/The.Truman.Show_1998.csv,https://netflixschool-posters.s3.amazonaws.com/The.Truman.Show_1998.jpg,1
There.Will.Be.Blood,데어 윌 비 블러드,There Will Be Blood,드라마,15,Paul Thomas Anderson,2007,2시간 38분,"은을 찾아 땅속으로 내려갔다 올라오길 반복하는 남자 다니엘 플레인뷰(대니얼 데이 루이스)는 갑작스런 사고로 다리를 다친다. 이후 그는 또 다른 사고로 목숨을 잃은 동료의 아들 H. W.(딜런 프리지어)와 함께 산다. 석유가 있는 곳을 찾아 미국의 서부를 오가는 그는 리틀 보스턴에 석유가 있다는 엘라이(폴 다노)의 제보에 아들과 함께 리틀 보스턴으로 향한다. 리틀 보스턴은 목사 엘라이를 중심으로 한 광신도적 교인들이 주민의 대부분이다. 다니엘은 주민들의 반대에 부딪히며 땅을 사고, 유정탑을 쌓으며, 배송관을 만들어 석유 발굴에 나서는데... ",https://netflixschool-script-csv.s3.amazonaws.com/There.Will.Be.Blood_2007.csv,https://netflixschool-posters.s3.amazonaws.com/There.Will.Be.Blood_2007.jpg,1
Zodiac,조디악,Zodiac,"드라마, 범죄, 스릴러",15,David Fincher,2007,2시간 37분,"1969년 8월, 샌프란시스코의 신문사들에 조디악이라 자칭하는 연쇄살인범의 편지가 배달된다. 자신이 저지른 살인을 상술한 그 편지는 동봉한 암호문을 신문에 싣지 않으면 추가살인을 저지르겠다는 경고로 끝난다. 편지와 암호문이 공개되자 샌프란시스코 일대는 충격에 휩싸인다. 형사인 데이빗(마크 러팔로)과 빌(앤서니 에드워즈), 신문사 샌프란시스코 크로니클의 사건 기자 폴(로버트 다우니 주니어)은 전력을 기울여 각각 사건 해결과 추리에 나선다. 그러나 가장 끈질지게 사건의 실마리를 찾아 헤매는 사람은 경찰도 기자도 아닌, 시사만평가 로버트(제이크 질렌홀)이다. ",https://netflixschool-script-csv.s3.amazonaws.com/Zodiac_2007.csv,https://netflixschool-posters.s3.amazonaws.com/Zodiac_2007.jpg,1
13TH,미국 수정헌법 제13조,13th,"다큐멘터리, 역사, 범죄",15,Ava DuVernay,2016,1시간 40분,"자유의 나라, 미국. 하지만 지금도 수많은 흑인이 감옥에 있는 이유는 무엇일까. 여러 분야의 전문가들과 함께, 미국 감옥의 현실과 인종차별을 곱씹는 시사 다큐멘터리. ",https://netflixschool-script-csv.s3.amazonaws.com/13TH_2016.csv,https://netflixschool-posters.s3.amazonaws.com/13TH_2016.jpg,1
Bo.Burnham_.Inside,보 번햄: 못 나가서 만든 쇼,Bo Burnham: Inside,"코미디, 드라마, 음악",2021,Bo Burnham,2021,1시간 27분,"정말 이상한 1년이었다. 집 밖으로 나가지를 못했다. 그래도 새로운 노래와 신선한 시각을 얻었으니, 어떻게든 보여줘야지. 격리 상태의 보 번햄. 그가 쓰고 찍고 공연한 코미디 스페셜이다. ",https://netflixschool-script-csv.s3.amazonaws.com/Bo.Burnham_.Inside_2021.csv,https://netflixschool-posters.s3.amazonaws.com/Bo.Burnham_.Inside_2021.jpg,1
Bo.Burnham_.Make.Happy,보 번햄: 해피 바이러스,Bo Burnham: Make Happy,"코미디, 음악, 다큐멘터리",2016,Bo Burnham,2016,1시간 0분,"개성 있는 위트와 자학 개그의 상징, 보 번햄. 유머로 막힌 가슴을 뚫고, 자작곡으로 마음을 보듬는 그의 특별한 무대가 시작된다. 여기, 행복이 웃음과 음악을 타고 온다! ",https://netflixschool-script-csv.s3.amazonaws.com/Bo.Burnham_.Make.Happy_2016.csv,https://netflixschool-posters.s3.amazonaws.com/Bo.Burnham_.Make.Happy_2016.jpg,1
Chasing.Coral,산호초를 따라서,Chasing Coral,다큐멘터리,12,Jeff Orlowski,2017,1시간 33분,"죽어가는 산호초를 기록하는 사람들. 전 세계의 다이버와 과학자, 포토그래퍼들이 모여 거대한 수중 캠페인을 만들어간다. 생명의 바다를 지키기 위해. ",https://netflixschool-script-csv.s3.amazonaws.com/Chasing.Coral_2017.csv,https://netflixschool-posters.s3.amazonaws.com/Chasing.Coral_2017.jpg,1
Dave.Chappelle_.Sticks.&.Stones,데이브 샤펠: 뼈 때리는 이야기,Dave Chappelle: Sticks & Stones,코미디,2019,Stan Lathan,2019,1시간 5분,"말조심해야 한다는 요즘 코미디의 세계. 하지만 눈치는커녕 역공을 가하는 코미디언도 있으니, 그가 바로 데이브 샤펠. 유명인의 스캔들, 총기사고, 이름하여 알파벳(?) 커뮤니티까지. 툭툭 던지는 고수의 직격탄, 수비할 틈이 없을지니. ",https://netflixschool-script-csv.s3.amazonaws.com/Dave.Chappelle_.Sticks._.Stones_2019.csv,https://netflixschool-posters.s3.amazonaws.com/Dave.Chappelle_.Sticks._.Stones_2019.jpg,1
David.Attenborough_.A.Life.on.Our.Planet,데이비드 애튼버러: 우리의 지구를 위하여,David Attenborough: A Life on Our Planet,다큐멘터리,All,Alastair Fothergill,2020,1시간 33분,지금 이 순간에도 수많은 생명이 사라지고 있다. 세계적인 동물학자이자 자연 다큐멘터리의 거장이 전하는 위대한 조언. 다큐멘터리에서 그는 과거를 돌아본다. 지금껏 살아오면서 자신이 목격했던 가장 파괴적인 순간들을. 이 다큐멘터리는 지구상의 모든 생명체가 마주한 커다란 위기를 다룬다. 우리는 그동안 무엇을 잃었나. 지구의 파멸을 언제까지 지켜볼 것인가. 그는 호소한다. 지구의 재앙이 다가오고 있다. 막아야 한다. 그리고 길을 제시한다. 우리가 할 수 있는 일이 있으니 아직 희망은 있다고. ,https://netflixschool-script-csv.s3.amazonaws.com/David.Attenborough_.A.Life.on.Our.Planet_2020.csv,https://netflixschool-posters.s3.amazonaws.com/David.Attenborough_.A.Life.on.Our.Planet_2020.jpg,1
Disclosure,디스클로저,Disclosure,다큐멘터리,18,Barry Levinson,2020,1시간 48분,할리우드는 트랜스 커뮤니티에 어떤 영향을 끼쳤을까. 그 빛과 그늘을 조명하는 다큐멘터리. 선도적인 트랜스 창작자와 사상가들이 진솔한 견해와 분석을 들려준다. ,https://netflixschool-script-csv.s3.amazonaws.com/Disclosure_2020.csv,https://netflixschool-posters.s3.amazonaws.com/Disclosure_2020.jpg,1
FYRE_.The.Greatest.Party.That.Never.Happened,FYRE: 꿈의 축제에서 악몽의 사기극으로,Fyre,"다큐멘터리, 범죄, 음악",15,Chris Smith,2019,1시간 37분,"지상 최고의 음악 축제가 열린다! 기발하고 화려한 홍보로 기대를 모았던 파이어 페스티벌. 하지만 그림 같은 해변의 빌라도, 근사한 파티도, 모두 거짓에 불과했다. ",https://netflixschool-script-csv.s3.amazonaws.com/FYRE_.The.Greatest.Party.That.Never.Happened_2019.csv,https://netflixschool-posters.s3.amazonaws.com/FYRE_.The.Greatest.Party.That.Never.Happened_2019.jpg,1
Heroin(e),헤로인 vs. 히로인,Heroin(e),다큐멘터리,Null,Elaine McMillion Sheldon,2017,39min,"치명적인 전염병처럼 웨스트버지니아를 휩쓰는 약물중독. 용감한 세 여인이 그에 맞서 싸운다. 소방서장, 판사, 그리고 사회복지사. 아카데미 후보에 오른 다큐멘터리. ",https://netflixschool-script-csv.s3.amazonaws.com/Heroin(e)_2017.csv,https://netflixschool-posters.s3.amazonaws.com/Heroin(e)_2017.jpg,1
Inside.Job,인사이드 잡,Inside Job,"다큐멘터리, 범죄",2021–,Alex Hirsch,2010,1시간 45분,"미국 리먼 브라더스의 파산 신청과 최대 보험사 AIG의 몰락은 미국 경제를 뒤흔들었다. 월 스트리트 쇼크로 글로벌 주식 시장은 그 즉시 휘청거렸다. 전 세계는 수십 조 달러의 빚더미에 올라앉았고 경제 침체는 계속되었다. 집 값과 자산은 대폭락했고, 3천만 명이 해고됐으며, 5천만 서민들은 극빈자가 되었다. 세계 경제를 파탄으로 내몰았지만… 여전히 돈과 권력을 손에 쥐고 있을 주범들은 과연 어디 있는가. ",https://netflixschool-script-csv.s3.amazonaws.com/Inside.Job_2010.csv,https://netflixschool-posters.s3.amazonaws.com/Inside.Job_2010.jpg,1
Kiss.the.Ground,대지에 입맞춤을,Kiss the Ground,다큐멘터리,All,Joshua Tickell,2020,1시간 25분,"환경을 보호하고 기후 변화를 해결할 수 있는 열쇠. 그것이 바로 토양이라면? 건강한 지구, 더 나은 우리의 터전을 위해 유명 연예인들과 사회운동가, 과학자들이 나섰다. 위대한 대지의 베일이 벗겨지는 순간. ",https://netflixschool-script-csv.s3.amazonaws.com/Kiss.the.Ground_2020.csv,https://netflixschool-posters.s3.amazonaws.com/Kiss.the.Ground_2020.jpg,1
Knock.Down.The.House,세상을 바꾸는 여성들,Knock Down the House,다큐멘터리,12,Rachel Lears,2019,1시간 26분,알렉산드리아 오카시오-코르테스를 비롯한 네 명의 여성. 굳건한 신념과 강인한 의지로 미국 정치에 도전한다. 이들은 쟁쟁한 상대를 제치고 의회에 입성할 수 있을까. ,https://netflixschool-script-csv.s3.amazonaws.com/Knock.Down.The.House_2019.csv,https://netflixschool-posters.s3.amazonaws.com/Knock.Down.The.House_2019.jpg,1
Seaspiracy,씨스피라시,Seaspiracy,다큐멘터리,TV-MA,Ali Tabrizi,2021,1시간 29분,그가 사랑하는 바다가 죽어간다. 인간이 그 경이의 세계를 파괴한다. 그리하여 카메라를 들고 바다로 나간 감독. 그가 맞닥뜨린 것은 전 세계에 걸친 부패의 그물이었다. ,https://netflixschool-script-csv.s3.amazonaws.com/Seaspiracy_2021.csv,https://netflixschool-posters.s3.amazonaws.com/Seaspiracy_2021.jpg,1
The.Social.Dilemma,소셜 딜레마,The Social Dilemma,"드라마, 다큐멘터리",12,Jeff Orlowski,2020,1시간 34분,"중독과 가짜 뉴스에 시달리는 현대사회. 실리콘 밸리 전문가들이 용기 내어 경고한다. 자신들의 창조물, 소셜 미디어를 주의하라고. 다큐멘터리와 드라마를 결합한 영화. ",https://netflixschool-script-csv.s3.amazonaws.com/The.Social.Dilemma_2020.csv,https://netflixschool-posters.s3.amazonaws.com/The.Social.Dilemma_2020.jpg,1
Three.Identical.Strangers,어느 일란성 세 쌍둥이의 재회,Three Identical Strangers,"다큐멘터리, 드라마, 역사",15,Tim Wardle,2018,1시간 36분,"서로의 존재를 모르고 살다 19년 만에 기적처럼 만난 세쌍둥이 형제. 사연이 알려지자 사람들의 관심은 뜨거웠고, 형제들은 일약 스타가 된다. 하지만 기쁨도 잠시, 마침내 세상을 경악게 할 진실이 드러난다. 충격적인 실화를 다룬 작품. ",https://netflixschool-script-csv.s3.amazonaws.com/Three.Identical.Strangers_2018.csv,https://netflixschool-posters.s3.amazonaws.com/Three.Identical.Strangers_2018.jpg,1
Virunga,비룽가,Virunga,"전쟁, 다큐멘터리",15,Orlando von Einsiedel,2014,1시간 30분,아프리카에서 가장 진귀한 국립공원과 멸종위기에 처한 고릴라들을 구하기 위해 위험을 불사하는 관리원들의 오스카상 후보에 빛나는 실제 이야기 ,https://netflixschool-script-csv.s3.amazonaws.com/Virunga_2014.csv,https://netflixschool-posters.s3.amazonaws.com/Virunga_2014.jpg,1
What.the.Health,몸을 죽이는 자본의 밥상,What the Health,다큐멘터리,12,Kip Andersen,2017,1시간 37분,현대 식생활의 폐해나 건강문제를 의사를 비롯한 다양한 전문가들이 색다른 시각에서 조명한 다큐멘터리 ,https://netflixschool-script-csv.s3.amazonaws.com/What.the.Health_2017.csv,https://netflixschool-posters.s3.amazonaws.com/What.the.Health_2017.jpg,1
Anne.with.an.E,빨간 머리 앤,Anne with an E,"드라마, 가족",12,Moira Walley-Beckett,2017,46min,마음에 불꽃을 품은 여자아이 앤. 나이 든 오누이의 초록 지붕집에 발을 들이게 된다. 커스버트 남매와 낮선 고아 소녀가 가족이 되고 성장하는 과정을 그려낸 시리즈. ,https://netflixschool-script-csv.s3.amazonaws.com/Anne.with.an.E_2017.csv,https://netflixschool-posters.s3.amazonaws.com/Anne.with.an.E_2017.jpg,2
Better.Call.Saul,베터 콜 사울,Better Call Saul,"코미디, 드라마, 범죄",18,Vince Gilligan,2015,48min,브레이킹 배드의 스핀오프. 베터 콜 사울 (Better call Saul) 이라는 제목은 브레이킹 배드에서 등장하는 사울 굿맨의 변호사 광고 슬로건에서 따왔다. 2002년을 배경으로 삼류 변호사 지미 맥길이 악덕 변호사 사울 굿맨으로 변하게 되는 과정을 그린다. ,https://netflixschool-script-csv.s3.amazonaws.com/Better.Call.Saul_2015.csv,https://netflixschool-posters.s3.amazonaws.com/Better.Call.Saul_2015.jpg,2
Black.Mirror,블랙 미러,Black Mirror,"SF, 드라마, 스릴러, Made in Europe",18,Charlie Brooker,2011,59min,"2011년 12월 Channel 4에서 방영을 시작한 SF 옴니버스 드라마. 만약 기술이 마약이나 마찬가지이고 사용되기도 마약 같이 사용되고 있다면 그에 따른 부작용은 무엇인가? 불안함과 즐거움 사이의 모호한 존재가 바로 블랙 미러다. 검은 거울은 모든 벽과 책상에 있고 모든 사람의 손바닥에 있다: 차갑고 번쩍거리는 텔레비전 화면, 모니터, 스마트폰이 바로 검은 거울이다. 가까운 미래의 첨단 기술이 인간의 욕망을 실현해 주면서 벌어지는 특별한 상황들을 어두운 상상력으로 풀어낸다. ",https://netflixschool-script-csv.s3.amazonaws.com/Black.Mirror_2011.csv,https://netflixschool-posters.s3.amazonaws.com/Black.Mirror_2011.jpg,2
Breaking.Bad,브레이킹 배드,Breaking Bad,"드라마, 범죄, 스릴러",18,Vince Gilligan,2008,48min,2008년 1월 AMC에서 방영을 시작한 범죄 스릴러. Breaking Bad는 막가기를 뜻하는 미국 남부 지방의 속어이다. 한때 노벨화학상까지 바라 볼 정도로 뛰어난 과학자였던 고등학교 화학 교사 월터 화이트는 자신의 50세 생일 날에 폐암 3기 진단을 받는다. 어느 날 동서와 함께 마약 단속 현장을 참관한 그는 현장에서 달아나는 옛 제자 제시를 발견한다. 뇌성마비에 걸린 고등학생 아들과 임신한 아내를 위해 제시에게 동업을 제의한 월터는 자신의 화학지식을 이용해 전례없는 고순도 고품질의 메스암페타민을 제조한다. ,https://netflixschool-script-csv.s3.amazonaws.com/Breaking.Bad_2008.csv,https://netflixschool-posters.s3.amazonaws.com/Breaking.Bad_2008.jpg,2
Disenchantment,디스인챈트,Disenchantment,"SF, 애니메이션, 코미디, 액션, 판타지",15,Matt Groening,2018,28min,"무너져 가는 중세 왕국 드림랜드. 스스로 운명을 개척하고 싶은 술고래 공주 빈은 거침없는 성격의 엘포, 말썽쟁이 악마 루시를 친구 삼아 모험을 떠난다. 억세게 운 나쁜 삼총사는 이 여정에서 거인, 장난꾸러기 요정, 하르피아이, 작은 도깨비, 트롤, 바다코끼리, 수많은 얼간이 인간들을 마주치는데... ",https://netflixschool-script-csv.s3.amazonaws.com/Disenchantment_2018.csv,https://netflixschool-posters.s3.amazonaws.com/Disenchantment_2018.jpg,2
Friends,프렌즈,Friends,"코미디, 드라마, 로맨스",15,David Crane,1994,25min,"1994년 5월 NBC에서 방영을 시작한 시트콤. 미국 뉴욕 시 맨해튼의 그리니치 빌리지의 아파트와 까페 센트럴 퍼크를 중심으로 2-30대의 세 명의 남자와 세 명의 여자의 우정과 사랑, 삶을 그렸다. 부잣집 맏딸이자 응석받이로 자라 온 레이첼은 결혼식을 앞두고 결혼 선물들을 쳐다보던 중 자신이 남편보다 결혼선물을 더 사랑한다는 사실을 깨닫고 회의감을 느끼게 된다. 이를 계기로 불현듯 결혼식에서 도망쳐 나오게 되고, 뉴욕에 아버지의 그늘을 피할 곳을 찾다가 결혼식 전 우연히 만난 고등학교 동창 모니카와 재회하게 된다. ",https://netflixschool-script-csv.s3.amazonaws.com/Friends_1994.csv,https://netflixschool-posters.s3.amazonaws.com/Friends_1994.jpg,2
How.to.Get.Away.With.Murder,범죄의 재구성,How to Get Away with Murder,"드라마, 스릴러, 범죄",18,Peter Nowalk,2014,43min,유능한 형사소송 변호사이자 법학과 교수인 애널리스 키팅과 제자 5명은 복잡하게 얽힌 살인 사건에 점점 깊이 빠져든다. ,https://netflixschool-script-csv.s3.amazonaws.com/How.to.Get.Away.With.Murder_2014.csv,https://netflixschool-posters.s3.amazonaws.com/How.to.Get.Away.With.Murder_2014.jpg,2
