Word,oxford_level,oxford_version,lexile_grade,lexile_category,awsl,toefl,tsl,bsl,ngsl_freq,ngsl_sp_freq,naver_priority,lemmetized,proper_noun,word_level,camb_level,category
post-office,NN,0,0,NN,N,N,N,N,NN,NN,-1.0,,,1,A2,NN
black,A1,3000,0,NN,Y,N,N,N,A1,A1,2.0,True,False,1,A2,NN
soon,A1,3000,0,NN,Y,N,N,N,A1,A1,2.0,True,False,1,A2,NN
night,A1,3000,0,NN,Y,N,N,N,A1,A1,2.0,True,False,1,A1,NN
song,A1,3000,0,NN,Y,N,N,N,A1,A1,2.0,True,False,1,A2,NN
police-station,NN,0,0,NN,N,N,N,N,NN,NN,-1.0,,,1,A2,NN
cola,NN,0,0,NN,N,Y,N,N,C1,C1,0.0,True,False,1,A2,NN
bring,A1,3000,0,NN,Y,N,N,N,A1,A1,2.0,True,False,1,A2,NN
lunchtime,NN,0,0,NN,N,N,Y,N,B2,B1,0.0,True,False,1,A2,NN
pajamas,NN,0,0,NN,N,Y,N,N,B3,B2,1.0,False,False,1,A2,NN
come-back,NN,0,0,NN,N,N,N,N,NN,NN,-1.0,,,1,A2,NN
policeman,A1,3000,0,NN,N,N,N,Y,A4,A4,2.0,True,False,1,A2,NN
directions,NN,0,0,NN,N,N,N,N,NN,NN,-1.0,,,1,A2,NN
pink,A1,3000,0,NN,N,N,N,N,A3,A3,2.0,True,False,1,A2,NN
not-too,NN,0,0,NN,N,N,N,N,NN,NN,-1.0,,,1,A2,NN
plane,A1,3000,0,NN,N,N,N,N,A2,A2,2.0,True,False,1,A1,NN
seven,A1,3000,0,NN,Y,Y,N,N,A3,A3,2.0,True,False,1,A1,NN
see-you-soon,NN,0,0,NN,N,N,N,N,NN,NN,-1.0,,,1,A1,NN
see-you,NN,0,0,NN,N,N,N,N,NN,NN,-1.0,,,1,A1,NN
chess,NN,0,0,NN,N,N,N,N,A4,A4,1.0,True,False,1,A2,NN
restroom,NN,0,0,NN,N,N,Y,N,C1,B3,0.0,True,False,1,A2,NN
quickly,A1,3000,0,NN,N,N,N,N,A1,A1,2.0,False,False,1,A2,NN
crowded,A2,3000,0,NN,N,N,N,N,NN,NN,2.0,False,False,1,A2,NN
police,A1,3000,0,NN,Y,N,N,N,A1,A1,2.0,True,False,1,A2,NN
see-you-later,NN,0,0,NN,N,N,N,N,NN,NN,-1.0,,,1,A1,NN
son,A1,3000,0,NN,Y,N,N,N,A1,A1,2.0,True,False,1,A1,NN
rap,NN,0,0,NN,N,N,N,N,B1,B1,1.0,True,False,1,A2,NN
mineral-water,NN,0,0,NN,N,N,N,N,NN,NN,-1.0,,,1,A2,NN
spare-time,NN,0,0,NN,N,N,N,N,NN,NN,-1.0,,,1,A2,NN
quick,A1,3000,0,NN,Y,N,N,N,A2,A1,2.0,True,False,1,A2,NN
noisy,A2,3000,0,NN,N,Y,Y,N,A4,A4,2.0,True,False,1,A2,NN
queen,A2,3000,0,NN,N,Y,N,N,B1,B1,2.0,True,False,1,A2,NN
long,A1,3000,0,NN,Y,N,N,N,A1,A1,2.0,True,False,1,A2,NN
lunch,A1,3000,0,NN,N,N,N,N,A2,A2,2.0,True,False,1,A1,NN
police-officer,NN,0,0,NN,N,N,N,N,NN,NN,-1.0,,,1,A2,NN
september,A1,3000,0,NN,N,Y,N,N,NN,NN,2.0,True,True,1,A1,NN
cartoon,A2,3000,2,social_studies,N,Y,N,N,B1,B1,1.0,True,False,1,A2,social_studies
notes,NN,0,0,NN,N,N,N,N,NN,NN,-1.0,,,1,A2,NN
postcard,NN,0,0,NN,N,N,Y,N,B1,B1,1.0,True,False,1,A2,NN
no,A1,3000,0,NN,Y,N,N,N,A1,A1,2.0,True,False,1,A2,NN
policewoman,NN,0,0,NN,N,N,N,N,C1,C2,0.0,True,False,1,A2,NN
nineteen,A1,3000,0,NN,N,Y,N,N,A3,A3,2.0,True,False,1,A1,NN
someone,A1,3000,0,NN,N,N,N,N,A1,A1,2.0,True,False,1,A2,NN
carpet,A2,3000,0,NN,N,N,N,N,A3,A3,2.0,True,False,1,A2,NN
something,A1,3000,0,NN,N,N,N,N,A1,A1,2.0,True,False,1,A1,NN
midnight,A1,3000,0,NN,N,Y,Y,N,B1,B1,2.0,True,False,1,A2,NN
birthday,A1,3000,0,NN,N,Y,Y,N,A4,A4,2.0,True,False,1,A1,NN
paint,A1,3000,0,NN,N,N,N,N,A1,A1,2.0,True,False,1,A2,NN
no-thanks,NN,0,0,NN,N,N,N,N,NN,NN,-1.0,,,1,A2,NN
railroad,A2,3000,2,social_studies,N,Y,N,N,B1,B1,2.0,True,False,1,A2,social_studies
sometimes,A1,3000,0,NN,N,N,N,N,A1,A1,2.0,False,False,1,A1,NN
plate,A2,3000,0,NN,Y,N,N,N,A2,A2,2.0,True,False,1,A1,NN
raincoat,NN,0,0,NN,N,N,Y,N,C1,C1,1.0,True,False,1,A2,NN
normal,A2,3000,0,NN,Y,N,N,N,A1,A1,2.0,True,False,1,A2,NN
bread,A1,3000,0,NN,N,N,N,N,A3,A2,2.0,True,False,1,A1,NN
noun,NN,0,0,NN,N,N,N,N,A3,A3,1.0,True,False,1,A2,medical
report-card,NN,0,0,NN,N,N,N,N,NN,NN,-1.0,,,1,A2,NN
child,A1,3000,0,NN,Y,N,N,N,A1,A1,2.0,True,False,1,A1,NN
somebody,A1,3000,0,NN,N,N,N,N,A1,A1,2.0,True,False,1,A2,NN
chef,A2,3000,0,NN,N,N,Y,N,B1,B1,0.0,True,False,1,A2,NN
dinosaur,NN,0,2,science,N,Y,N,N,B1,B1,1.0,True,False,1,A2,science
conversation,A1,3000,0,NN,Y,N,N,N,A1,A1,2.0,True,False,1,A1,NN
nose,A1,3000,0,NN,N,N,N,N,A3,A2,2.0,True,False,1,A1,NN
plastic,A2,3000,1,science,Y,N,N,N,A2,A2,2.0,True,False,1,A2,science
luggage,NN,0,0,NN,N,N,Y,N,B1,B1,2.0,True,False,1,A2,NN
colleague,A2,3000,9,general,Y,N,N,N,A2,A2,2.0,True,False,1,A2,general
rain,A1,3000,0,NN,Y,N,N,N,A2,A1,2.0,True,False,1,A1,NN
ninth,NN,0,0,NN,N,N,N,N,NN,NN,-1.0,,,1,A2,NN
north,A1,3000,0,NN,Y,N,N,N,A2,A2,2.0,True,False,1,A2,NN
ninety,A1,3000,0,NN,N,Y,N,N,A3,A3,2.0,True,False,1,A2,NN
no-one,NN,0,0,NN,N,N,N,N,NN,NN,-1.0,,,1,A2,NN
minus,NN,0,0,NN,Y,N,N,Y,A4,A3,1.0,True,False,1,A2,NN
lot,A1,3000,0,NN,Y,N,N,N,A1,A1,2.0,True,False,1,NN,NN
pizza,NN,0,0,NN,N,Y,Y,Y,B1,B1,0.0,True,False,1,A1,NN
cook,A1,3000,0,NN,N,N,N,N,A2,A2,2.0,True,False,1,A2,NN
broken,A2,3000,0,NN,N,N,N,N,NN,NN,2.0,False,False,1,A2,NN
somewhere,A2,3000,0,NN,N,N,N,N,A2,A1,2.0,True,False,1,A2,NN
cooking,A1,3000,0,NN,N,N,N,N,NN,NN,2.0,True,False,1,A2,NN
college,A1,3000,0,NN,Y,N,N,N,A1,A1,2.0,True,False,1,A2,NN
seem,A2,3000,0,NN,Y,N,N,N,A1,A1,2.0,True,False,1,NN,NN
soup,A1,3000,0,NN,N,Y,Y,N,B1,B1,2.0,True,False,1,A1,NN
painting,A1,3000,0,NN,N,Y,N,N,NN,NN,2.0,True,False,1,A2,NN
south,A1,3000,0,NN,Y,N,N,N,A2,A1,2.0,True,False,1,A2,NN
noise,A2,3000,0,NN,Y,N,N,N,A2,A2,2.0,True,False,1,A1,NN
diploma,NN,0,0,NN,N,N,Y,N,B2,B2,1.0,True,False,1,A2,NN
pair,A1,3000,0,NN,Y,N,N,N,A2,A2,2.0,True,False,1,A2,NN
milk,A1,3000,0,NN,Y,N,N,N,A2,A2,2.0,True,False,1,A1,NN
not-bad,NN,0,0,NN,N,N,N,N,NN,NN,-1.0,,,1,A2,NN
polite,A2,3000,0,NN,N,Y,Y,N,B1,B1,2.0,True,False,1,A2,NN
pleased,A2,3000,0,NN,N,N,N,N,NN,NN,2.0,False,False,1,A2,NN
pleased-to-meet-you,NN,0,0,NN,N,N,N,N,NN,NN,-1.0,,,1,A2,NN
o’clock,A1,3000,0,NN,N,N,N,N,NN,NN,2.0,False,,1,NN,NN
cheese,A1,3000,0,NN,N,N,N,N,A3,A3,2.0,True,False,1,A1,NN
painter,A2,3000,0,NN,N,Y,Y,N,B1,B1,2.0,True,False,1,A2,NN
chemistry,A2,3000,5,science,N,Y,Y,N,A4,A3,2.0,True,False,1,A2,science
playground,NN,0,0,NN,N,Y,N,N,B1,B1,1.0,True,False,1,A2,NN
nobody,A1,3000,0,NN,Y,N,N,N,A2,A1,2.0,True,False,1,A2,NN
nine,A1,3000,0,NN,Y,Y,N,N,A3,A3,2.0,True,False,1,A1,NN
mirror,A2,3000,0,NN,N,N,N,N,A3,A3,2.0,True,False,1,A2,NN
chicken,A1,3000,0,NN,N,N,N,N,A3,A2,2.0,True,False,1,A2,NN
careful,A2,3000,0,NN,N,N,N,N,A2,A2,2.0,False,False,1,A2,NN
semester,NN,0,0,NN,Y,Y,Y,N,A4,A4,1.0,True,False,1,A2,NN
rabbit,NN,0,0,NN,N,Y,N,N,A4,B1,2.0,True,False,1,A2,NN
november,A1,3000,0,NN,N,Y,N,N,A3,NN,2.0,True,True,1,A1,NN
sound,A1,3000,0,NN,Y,N,N,N,A1,A1,2.0,True,False,1,A2,NN
restaurant,A1,3000,0,NN,N,N,N,N,A1,A2,2.0,True,False,1,A1,NN
player,A1,3000,0,NN,N,N,N,N,A1,A1,2.0,True,False,1,A2,NN
dinner,A1,3000,0,NN,N,N,N,N,A2,A2,2.0,True,False,1,A1,NN
bird,A1,3000,0,NN,N,N,N,N,A2,A2,2.0,True,False,1,A1,NN
carefully,A2,3000,2,general,N,N,N,N,A2,A2,1.0,False,False,1,A2,general
corner,A2,3000,0,NN,Y,N,N,N,A2,A2,2.0,True,False,1,A2,NN
page,A1,3000,0,NN,Y,N,N,N,A1,A1,2.0,True,False,1,A2,NN
dining-room,NN,0,0,NN,N,N,N,N,NN,NN,-1.0,,,1,A1,NN
cleaner,NN,0,0,NN,N,N,Y,Y,B1,B1,1.0,True,False,1,A2,NN
seventeen,A1,3000,0,NN,N,N,N,N,A3,A3,2.0,True,False,1,A1,NN
sky,A2,3000,0,NN,Y,N,N,N,A2,A2,2.0,True,False,1,A2,NN
boot,A1,3000,0,NN,N,N,N,N,A3,A3,2.0,True,False,1,A1,NN
oh,A1,3000,0,NN,N,N,N,N,NN,NN,2.0,True,False,1,A1,NN
perfume,NN,0,0,NN,N,Y,N,N,B1,B2,1.0,True,False,1,A2,NN
cafeteria,NN,0,0,NN,N,Y,Y,N,B2,B1,1.0,True,False,1,A2,NN
boat,A1,3000,0,NN,Y,N,N,N,A2,A2,2.0,True,False,1,A1,NN
runner,A2,3000,0,NN,N,N,Y,N,B1,B1,2.0,True,False,1,A2,NN
cafe,A1,3000,0,NN,N,N,N,N,NN,NN,1.0,True,False,1,NN,NN
media,A2,3000,0,NN,Y,N,Y,Y,A4,A4,2.0,False,False,1,NN,NN
many,A1,3000,0,NN,Y,N,N,N,A1,A1,2.0,False,False,1,A1,NN
map,A1,3000,0,NN,Y,N,N,N,A2,A2,2.0,True,False,1,A2,NN
ok,A1,3000,0,NN,Y,N,N,N,NN,NN,2.0,True,False,1,A2,NN
old,A1,3000,0,NN,Y,N,N,N,A1,A1,2.0,True,False,1,A2,NN
skirt,A1,3000,0,NN,N,N,N,N,A3,A3,2.0,True,False,1,A1,NN
busy,A1,3000,0,NN,N,N,N,N,A2,A2,2.0,True,False,1,A2,NN
cow,A1,3000,0,NN,N,N,N,N,A3,A3,2.0,True,False,1,A1,NN
country,A1,3000,1,social_studies,Y,N,N,N,A1,A1,2.0,True,False,1,A1,social_studies
movie,A1,3000,0,NN,Y,N,N,N,A1,A1,2.0,True,False,1,A1,NN
refrigerator,A2,3000,0,NN,N,Y,Y,N,B2,B1,1.0,True,False,1,A1,NN
red,A1,3000,0,NN,Y,N,N,N,A1,A1,2.0,True,False,1,A2,NN
describe,A1,3000,1,general,Y,N,N,N,A1,A1,2.0,True,False,1,A2,general
omelet,NN,0,0,NN,N,N,N,N,C1,C1,0.0,True,False,1,A2,NN
mouth,A1,3000,0,NN,Y,N,N,N,A2,A2,2.0,True,False,1,A1,NN
daughter,A1,3000,0,NN,N,N,N,N,A1,A1,2.0,True,False,1,A1,NN
cell-phone,NN,0,0,NN,N,N,N,N,NN,NN,-1.0,,,1,A1,NN
certainly,A2,3000,0,NN,N,N,N,N,A1,A1,2.0,False,False,1,A2,NN
climbing,NN,0,0,NN,N,N,N,N,NN,NN,-1.0,,,1,A2,NN
bookshelf,NN,0,0,NN,N,N,N,N,C1,C1,1.0,True,False,1,A2,NN
bookstore,NN,0,0,NN,N,Y,Y,N,B2,B1,1.0,True,False,1,A1,NN
meat,A1,3000,0,NN,N,N,N,N,A2,A2,2.0,True,False,1,A1,NN
mouse,A1,3000,0,NN,N,N,N,N,A2,A3,2.0,True,False,1,A2,NN
printer,A2,3000,0,NN,N,N,N,N,A3,A3,2.0,True,False,1,A2,NN
perhaps,A2,3000,0,NN,Y,N,N,N,A1,A1,2.0,False,False,1,A2,NN
sandwich,A1,3000,0,NN,N,Y,Y,N,A4,B1,1.0,True,False,1,A1,NN
board-game,NN,0,0,NN,N,N,N,N,NN,NN,-1.0,,,1,A2,NN
sauce,A2,3000,0,NN,N,N,N,N,B1,B1,2.0,True,False,1,A2,NN
cd-player,NN,0,0,NN,N,N,N,N,NN,NN,-1.0,,,1,A1,NN
or-not,NN,0,0,NN,N,N,N,N,NN,NN,-1.0,,,1,A2,NN
boring,A1,3000,0,NN,N,N,N,N,NN,NN,2.0,True,False,1,A1,NN
of-course-not,NN,0,0,NN,N,N,N,N,NN,NN,-1.0,,,1,A2,NN
cd,A1,3000,0,NN,N,N,N,N,NN,NN,2.0,True,,1,A1,NN
clothes,A1,3000,0,NN,N,N,N,N,A1,A2,2.0,True,False,1,A1,NN
mango,NN,0,0,NN,N,N,N,N,C1,B2,0.0,True,False,1,A2,NN
sausage,NN,0,0,NN,N,N,N,N,B1,B1,1.0,True,False,1,A2,NN
orange,A1,3000,0,NN,N,N,N,N,A3,A3,2.0,True,False,1,A2,NN
cracker,NN,0,0,NN,N,N,N,N,B3,NN,1.0,True,False,1,A1,NN
president,A2,3000,0,NN,Y,N,N,N,A1,A1,2.0,True,False,1,A2,NN
pasta,NN,0,0,NN,N,N,Y,N,B1,B1,0.0,True,False,1,A2,NN
passport,A1,3000,4,social_studies,N,Y,Y,Y,B1,B1,2.0,True,False,1,A2,social_studies
born,A1,3000,0,NN,Y,Y,Y,Y,C3,NN,2.0,True,False,1,NN,NN
music,A1,3000,0,NN,Y,N,N,N,A1,A1,2.0,True,False,1,A1,NN
saturday,A1,3000,0,NN,N,Y,N,N,A3,NN,2.0,True,True,1,A1,NN
mother,A1,3000,0,NN,Y,N,N,N,A1,A1,2.0,True,False,1,A1,NN
my,A1,3000,0,NN,N,N,N,N,NN,NN,2.0,False,False,1,A1,NN
businesswoman,NN,0,0,NN,N,N,N,N,C1,C1,0.0,True,False,1,A2,NN
businessman,A2,3000,0,NN,N,Y,Y,Y,B1,B1,2.0,True,False,1,A2,NN
motorcycle,A2,3000,0,NN,N,Y,Y,N,B1,B1,2.0,True,False,1,A2,NN
bus-stop,NN,0,0,NN,N,N,N,N,NN,NN,-1.0,,,1,A2,NN
clock,A1,3000,0,NN,Y,N,N,N,A1,A1,2.0,True,False,1,A1,NN
cycling,NN,0,0,NN,N,N,N,N,NN,NN,-1.0,,,1,A2,NN
city,A1,3000,0,NN,Y,N,N,N,A1,A1,2.0,True,False,1,A1,NN
bus,A1,3000,0,NN,Y,N,N,N,A1,A2,2.0,True,False,1,A1,NN
day,A1,3000,0,NN,Y,N,N,N,A1,A1,2.0,True,False,1,A2,NN
cake,A1,3000,0,NN,N,N,N,N,A3,A3,2.0,True,False,1,A1,NN
rugby,NN,0,0,NN,N,Y,N,N,B1,B2,1.0,True,False,1,A2,NN
closet,A2,3000,0,NN,N,Y,Y,N,B1,B1,2.0,True,False,1,A2,NN
meeting,A1,3000,0,NN,N,Y,N,N,NN,NN,2.0,True,False,1,A2,NN
bus-station,NN,0,0,NN,N,N,N,N,NN,NN,-1.0,,,1,A2,NN
dad,A1,3000,0,NN,N,N,N,N,A2,A1,2.0,True,False,1,A1,NN
skiing,A2,3000,0,NN,N,N,N,N,NN,NN,2.0,True,False,1,A2,NN
mushroom,NN,0,0,NN,N,N,N,N,B1,B1,1.0,True,False,1,A2,NN
buy,A1,3000,0,NN,Y,N,N,N,A1,A1,2.0,True,False,1,A1,NN
salad,A1,3000,0,NN,N,N,Y,N,B1,B1,2.0,True,False,1,A2,NN
by-the-way,NN,0,0,NN,N,N,N,N,NN,NN,-1.0,,,1,A2,NN
connected,A2,3000,0,NN,N,N,N,N,NN,NN,0.0,False,False,1,NN,NN
pencil,A1,3000,0,NN,N,Y,N,N,A4,B1,2.0,True,False,1,A1,NN
details,NN,0,0,NN,N,N,N,N,NN,NN,-1.0,,,1,A2,NN
pen-pal,NN,0,0,NN,N,N,N,N,NN,NN,-1.0,,,1,A2,NN
sister,A1,3000,0,NN,N,N,N,N,A1,A1,2.0,True,False,1,A1,NN
sit,A1,3000,0,NN,Y,N,N,N,A1,A1,2.0,True,False,1,A2,NN
bye,A1,3000,0,NN,N,Y,Y,N,B1,A4,2.0,True,False,1,A1,NN
desk,A1,3000,0,NN,N,N,N,N,A2,A2,2.0,True,False,1,A1,NN
cousin,A1,3000,0,NN,Y,N,N,N,A3,A3,2.0,True,False,1,A2,NN
classroom,A1,3000,0,NN,N,Y,N,Y,A3,A3,2.0,True,False,1,A1,NN
six,A1,3000,0,NN,Y,N,N,N,A3,A3,2.0,True,False,1,A1,NN
sailing,A2,3000,0,NN,N,N,N,N,NN,NN,2.0,True,False,1,A2,NN
sixteen,A1,3000,0,NN,N,Y,N,N,A3,A3,2.0,True,False,1,A1,NN
onion,A1,3000,0,NN,N,N,N,N,B1,B1,2.0,True,False,1,A2,NN
online,A1,3000,3,general,N,N,N,N,A2,A2,0.0,False,False,1,A2,general
salesperson,NN,0,0,NN,N,N,Y,Y,B2,C1,0.0,True,False,1,A2,NN
dessert,A2,3000,0,NN,N,Y,Y,N,B1,B1,1.0,True,False,1,A2,NN
century,A2,3000,2,social_studies,Y,N,N,N,A1,A1,2.0,True,False,1,A2,social_studies
dangerous,A1,3000,0,NN,N,N,N,N,A2,A2,2.0,False,False,1,A2,NN
dancing,A1,3000,0,NN,N,N,N,N,NN,NN,2.0,True,False,1,A1,NN
sing,A1,3000,0,NN,N,N,N,N,A1,A1,2.0,True,False,1,A1,NN
pen,A1,3000,0,NN,N,N,N,N,A3,A3,2.0,True,False,1,A1,NN
singer,A1,3000,0,NN,N,N,N,N,A3,A2,2.0,True,False,1,A2,NN
singing,A2,3000,0,NN,N,N,N,N,NN,NN,2.0,True,False,1,A2,NN
math,A2,3000,1,math,N,Y,N,N,NN,NN,0.0,True,False,1,A2,math
silver,A2,3000,2,science,N,N,N,N,A3,A3,2.0,True,False,1,A2,science
singular,NN,0,6,general,N,Y,N,N,A4,A4,1.0,True,False,1,A2,general
mathematics,A2,3000,6,math,Y,N,N,N,A2,A2,2.0,True,False,1,NN,math
mug,NN,0,0,NN,N,N,N,N,B1,B1,1.0,True,False,1,A2,NN
dancer,A1,3000,0,NN,N,Y,N,N,B1,B1,2.0,True,False,1,A2,NN
cloudy,NN,0,0,NN,N,N,Y,N,B2,B1,2.0,True,False,1,A2,NN
sixth,NN,0,0,NN,N,Y,N,N,NN,NN,2.0,True,False,1,A2,NN
salt,A1,3000,0,NN,Y,N,N,N,A3,A3,2.0,True,False,1,A1,NN
butter,A1,3000,0,NN,N,Y,Y,N,B1,B1,2.0,True,False,1,A1,NN
sightseeing,NN,0,0,NN,N,N,N,N,NN,NN,-1.0,,,1,A2,NN
on-foot,NN,0,0,NN,N,N,N,N,NN,NN,-1.0,,,1,A2,NN
me,A1,3000,0,NN,N,N,N,N,NN,NN,2.0,True,False,1,A1,NN
classical-music,NN,0,0,NN,N,N,N,N,NN,NN,-1.0,,,1,A2,NN
pear,NN,0,0,NN,N,N,N,N,B2,B2,1.0,True,False,1,A2,NN
daily,A2,3000,0,NN,N,N,N,N,A1,A2,2.0,True,False,1,A2,NN
congratulations,NN,0,0,NN,N,Y,N,N,NN,NN,1.0,True,False,1,A2,NN
same,A1,3000,0,NN,Y,N,N,N,A1,A1,2.0,True,False,1,A1,NN
meal,A1,3000,0,NN,N,N,N,N,A2,A2,2.0,True,False,1,A1,NN
per,A2,3000,4,math,Y,N,N,N,A1,A1,2.0,True,False,1,A2,math
museum,A1,3000,1,social_studies,N,N,N,N,A2,A2,2.0,True,False,1,A1,social_studies
movie-theater,NN,0,0,NN,N,N,N,N,NN,NN,-1.0,,,1,A1,NN
pc,NN,0,0,NN,N,N,N,N,NN,NN,-1.0,,,1,A2,NN
people,A1,3000,0,NN,Y,N,N,N,A1,A1,2.0,True,False,1,A1,NN
married,A1,3000,0,NN,N,N,N,N,NN,NN,2.0,True,False,1,A2,NN
cent,A1,3000,0,NN,Y,N,N,N,A1,A2,2.0,True,False,1,A2,NN
bookcase,NN,0,0,NN,N,N,Y,N,C1,C1,1.0,True,False,1,A1,NN
sixty,A1,3000,0,NN,N,Y,N,N,A3,A3,2.0,True,False,1,A2,NN
size,A2,3000,0,NN,Y,N,N,N,A1,A1,2.0,True,False,1,A2,NN
classmate,NN,0,0,NN,N,Y,Y,N,B1,B1,1.0,True,False,1,A2,NN
centimeter,NN,0,2,math,N,N,Y,N,B2,B2,1.0,True,False,1,A2,math
skateboard,NN,0,0,NN,N,N,Y,N,C1,B3,0.0,True,False,1,A2,NN
skateboarding,NN,0,0,NN,N,N,N,N,NN,NN,-1.0,,,1,A2,NN
sad,A1,3000,0,NN,N,N,N,N,A2,A2,2.0,True,False,1,A1,NN
skating,NN,0,0,NN,N,N,N,N,NN,NN,-1.0,,,1,A2,NN
problem,A1,3000,0,NN,Y,N,N,N,A1,A1,2.0,True,False,1,A1,NN
refer,A2,3000,0,NN,Y,N,N,N,A1,A2,1.0,True,False,1,NN,NN
clerk,A2,3000,0,NN,N,Y,Y,N,B1,B1,2.0,True,False,1,NN,NN
desert,A2,3000,0,NN,N,N,N,N,A3,A3,2.0,True,False,1,A2,NN
probably,A1,3000,0,NN,Y,N,N,N,A1,A1,2.0,True,False,1,A2,NN
prize,A2,3000,0,NN,Y,N,N,N,A3,A3,2.0,True,False,1,A2,NN
maybe,A1,3000,0,NN,Y,N,N,N,A1,A1,2.0,False,False,1,A2,NN
chair,A1,3000,0,NN,N,N,N,N,A2,A2,2.0,True,False,1,A1,NN
passenger,A2,3000,0,NN,N,N,N,N,A2,A3,2.0,True,False,1,A2,NN
person,A1,3000,0,NN,Y,N,N,N,A1,A1,2.0,True,False,1,A1,NN
shampoo,NN,0,0,NN,N,N,N,N,B2,B2,1.0,True,False,1,A2,NN
snow,A1,3000,0,NN,N,N,N,N,A2,A2,2.0,True,False,1,A2,NN
snowboarding,NN,0,0,NN,N,N,N,N,NN,NN,-1.0,,,1,A2,NN
meter,A1,3000,0,NN,N,N,N,N,A3,A3,1.0,True,False,1,A2,NN
magazine,A1,3000,0,NN,N,N,N,N,A1,A1,2.0,True,False,1,A2,NN
ready,A1,3000,0,NN,Y,N,N,N,A1,A1,2.0,True,False,1,A2,NN
screen,A2,3000,0,NN,Y,N,N,N,A1,A2,2.0,True,False,1,A2,NN
dictionary,A1,3000,0,NN,N,Y,N,N,A4,A4,2.0,True,False,1,A1,NN
purple,A1,3000,0,NN,N,Y,N,N,B1,B1,2.0,True,False,1,A2,NN
choose,A1,3000,0,NN,Y,N,N,N,A1,A1,2.0,True,False,1,A1,NN
reading,A1,3000,0,NN,N,Y,N,N,NN,NN,2.0,True,False,1,A1,NN
read,A1,3000,0,NN,Y,N,N,N,A1,A1,2.0,True,False,1,A2,NN
coffee,A1,3000,0,NN,N,N,N,N,A2,A2,2.0,True,False,1,A1,NN
coffee-shop,NN,0,0,NN,N,N,N,N,NN,NN,-1.0,,,1,A1,NN
so,A1,3000,0,NN,Y,N,N,N,A1,A1,2.0,True,False,1,A2,NN
physics,A2,3000,6,science,Y,Y,Y,Y,A4,A4,2.0,True,False,1,A2,science
ourselves,A2,3000,0,NN,N,N,N,N,A2,A2,2.0,False,False,1,A2,NN
photo,A1,3000,0,NN,N,N,N,N,A2,A2,2.0,True,False,1,A1,NN
sneaker,A2,3000,0,NN,N,N,N,N,B3,B2,0.0,True,False,1,A2,NN
boyfriend,A1,3000,0,NN,N,N,N,N,A4,B1,2.0,True,False,1,A2,NN
she,A1,3000,0,NN,Y,N,N,N,A1,A1,2.0,True,False,1,A1,NN
phone,A1,3000,0,NN,N,N,N,N,A1,A1,2.0,True,False,1,A1,NN
remember,A1,3000,0,NN,Y,N,N,N,A1,A1,2.0,True,False,1,A1,NN
dentist,A2,3000,0,NN,N,Y,Y,N,B1,B1,2.0,True,False,1,A2,NN
our,A1,3000,0,NN,N,N,N,N,NN,NN,2.0,False,False,1,A1,NN
mom,A1,3000,0,NN,N,N,N,N,A3,A1,1.0,True,False,1,A1,NN
build,A1,3000,0,NN,Y,N,N,N,A1,A1,2.0,True,False,1,A2,NN
pull,A2,3000,0,NN,Y,N,N,N,A1,A1,2.0,True,False,1,A2,NN
scooter,NN,0,0,NN,N,N,N,N,C1,B3,0.0,True,False,1,A2,NN
bracelet,NN,0,0,NN,N,Y,N,N,B2,B1,1.0,True,False,1,A2,NN
computer,A1,3000,0,NN,Y,N,N,N,A1,A1,2.0,True,False,1,A1,NN
cannot,A1,3000,0,NN,N,N,N,N,NN,NN,2.0,False,False,1,A1,NN
building,A1,3000,0,NN,N,Y,N,N,NN,NN,2.0,True,False,1,A2,NN
boy,A1,3000,0,NN,Y,N,N,N,A1,A1,2.0,True,False,1,A1,NN
die,A1,3000,0,NN,Y,N,N,N,A1,A1,2.0,True,False,1,A1,NN
purse,NN,0,0,NN,N,N,Y,N,B1,B1,1.0,True,False,1,A2,NN
newspaper,A1,3000,0,NN,Y,N,N,N,A1,A1,2.0,True,False,1,A2,NN
several,A2,3000,0,NN,Y,N,N,N,A1,A1,2.0,True,False,1,A2,NN
cat,A1,3000,0,NN,N,N,N,N,A2,A2,2.0,True,False,1,A1,NN
brother,A1,3000,0,NN,Y,N,N,N,A1,A1,2.0,True,False,1,A1,NN
next-to,NN,0,0,NN,N,N,N,N,NN,NN,-1.0,,,1,A2,NN
seventy,A1,3000,0,NN,N,Y,N,N,A3,A3,2.0,True,False,1,A2,NN
chat,A2,3000,0,NN,N,N,N,N,A3,A3,2.0,True,False,1,A2,NN
capital,A1,3000,1,social_studies,Y,N,N,N,A1,A1,2.0,True,False,1,A2,social_studies
digital-camera,NN,0,0,NN,N,N,N,N,NN,NN,-1.0,,,1,A2,NN
capital-letter,NN,0,0,NN,N,N,N,N,NN,NN,-1.0,,,1,A2,NN
mistake,A1,3000,0,NN,Y,N,N,N,A2,A1,2.0,True,False,1,A2,NN
blackboard,NN,0,0,NN,N,N,N,N,C1,C1,2.0,True,False,1,A2,NN
pilot,A2,3000,0,NN,N,N,N,N,A2,A2,2.0,True,False,1,A2,NN
nice,A1,3000,0,NN,Y,N,N,N,A1,A1,2.0,True,False,1,A1,NN
seventh,NN,0,0,NN,N,Y,N,N,NN,NN,2.0,True,False,1,A2,NN
pants,A1,3000,0,NN,N,N,N,N,NN,NN,2.0,True,False,1,A1,NN
